Month,SCA
1.0,0.01
2.0,0.02
3.0,0.03
4.0,0.02
5.0,-0.13
6.0,0.03
7.0,0.00
8.0,0.01
9.0,0.00
10.0,0.00
11.0,0.00
12.0,0.00
