Month,Mean,P25,P75
1.0,3.78,1.92,6.67
2.0,2.52,1.59,4.08
3.0,2.14,1.46,3.25
4.0,3.04,1.59,5.48
5.0,6.23,3.59,9.39
6.0,11.11,6.66,15.58
7.0,14.73,10.65,19.71
8.0,14.98,11.02,19.03
9.0,15.45,10.92,18.76
10.0,13.12,10.14,16.07
11.0,11.23,8.63,14.88
12.0,7.65,4.69,11.94
