Month,SCA
1.0,-0.08
2.0,-0.09
3.0,-0.10
4.0,0.09
5.0,0.39
6.0,-0.03
7.0,0.86
8.0,0.04
9.0,0.03
10.0,-0.08
11.0,-0.09
12.0,-0.05
