Month,Mean,P25,P75
1.0,0.27,0.19,0.36
2.0,0.14,0.08,0.21
3.0,0.09,0.05,0.15
4.0,0.10,0.05,0.20
5.0,0.19,0.07,0.44
6.0,0.65,0.22,1.84
7.0,1.56,0.72,3.08
8.0,1.22,0.67,2.23
9.0,1.26,0.73,1.92
10.0,0.64,0.35,0.98
11.0,0.32,0.16,0.54
12.0,0.39,0.23,0.55
