Month,Mean,P25,P75
1.0,1.97,0.81,4.04
2.0,2.74,1.42,4.67
3.0,2.84,1.47,5.40
4.0,5.23,2.47,9.15
5.0,8.48,4.35,14.06
6.0,11.29,6.04,18.02
7.0,12.94,7.47,19.66
8.0,8.10,4.15,13.43
9.0,5.88,2.36,11.10
10.0,2.46,1.13,5.16
11.0,1.45,0.48,3.35
12.0,1.13,0.36,2.79
