Month,SCA
1.0,0.00
2.0,0.00
3.0,0.00
4.0,0.01
5.0,0.19
6.0,0.57
7.0,0.54
8.0,0.11
9.0,0.02
10.0,0.00
11.0,0.00
12.0,0.00
