Month,Mean,P25,P75
1.0,3.33,1.23,7.20
2.0,7.15,3.95,10.83
3.0,6.15,3.68,9.83
4.0,9.95,6.45,14.39
5.0,18.49,12.61,25.10
6.0,24.60,17.23,32.48
7.0,26.29,18.10,34.49
8.0,19.00,13.48,25.21
9.0,12.37,7.66,18.79
10.0,7.57,4.87,11.50
11.0,4.72,2.83,7.29
12.0,2.96,1.33,6.03
