Month,Mean,P25,P75
1.0,0.41,0.11,1.36
2.0,1.00,0.27,2.97
3.0,0.56,0.18,1.90
4.0,0.69,0.17,3.50
5.0,4.01,0.51,13.77
6.0,10.77,2.68,27.37
7.0,10.57,2.42,26.71
8.0,6.45,1.74,21.11
9.0,4.06,1.64,13.32
10.0,1.07,0.33,4.35
11.0,0.21,0.11,1.16
12.0,0.13,0.08,0.27
