Month,SCA
1.0,-0.53
2.0,-0.17
3.0,-0.13
4.0,-0.19
5.0,-0.01
6.0,-1.21
7.0,-0.14
8.0,-0.16
9.0,-0.30
10.0,-0.23
11.0,-1.82
12.0,-1.88
