Month,Mean,P25,P75
1.0,0.00,0.00,0.00
2.0,0.00,0.00,0.00
3.0,0.00,0.00,0.02
4.0,0.02,0.00,0.13
5.0,0.44,0.02,1.29
6.0,3.36,1.23,6.14
7.0,6.23,3.69,9.30
8.0,5.42,3.53,8.07
9.0,3.47,2.02,5.46
10.0,1.46,0.58,3.20
11.0,0.23,0.04,0.90
12.0,0.00,0.00,0.04
