Month,Elevation,SCA,CCA
1.0,100,0.006589896443285551,19.371438062959296
1.0,200,0.005760942909361039,28.938252324566058
1.0,300,0.054151956493006144,33.21643521080018
1.0,400,0.043669829895009483,35.02206439816722
1.0,500,0.06543048762976444,37.32733729174759
1.0,600,0.07761210573792038,38.84540437946078
1.0,700,0.13846120334436235,40.25249039948203
1.0,800,0.18867675310192927,41.41265438609357
1.0,900,0.3118665621909204,42.01174556786202
1.0,1000,0.5036508336517449,42.84298529132505
1.0,1100,1.2664561555357188,44.45372190267232
1.0,1200,3.5130575745093897,46.453951493959714
1.0,1300,6.577343777851934,48.2772200837145
1.0,1400,16.515765072195965,50.93684171931521
1.0,1500,29.259141502790477,54.638849888925854
1.0,1600,43.63304971752952,58.139871453071855
1.0,1700,60.34320127565041,60.94657043528852
1.0,1800,72.34178330372963,66.32103439714254
1.0,1900,83.33394839267692,71.81881131411575
1.0,2000,91.22117554151622,67.92951918597876
1.0,2100,91.91694490818033,74.73409049431251
1.0,2200,96.70344526820759,93.28979952231114
1.0,2300,87.70252525252523,98.79485717388943
1.0,2400,83.42941562705188,99.05440944937486
1.0,2500,70.51960784313725,99.05622320612832
2.0,100,0.00650943973549798,18.74837633591842
2.0,200,0.00328118909208012,26.777587294931475
2.0,300,0.026906448084501197,30.14206273854907
2.0,400,0.024324422638833117,31.573604436326722
2.0,500,0.03408889339381274,33.320499999183006
2.0,600,0.04511176173804165,34.57177973489365
2.0,700,0.09047228343541207,35.46951015846149
2.0,800,0.11904590726922713,36.326807430513
2.0,900,0.209010391912557,36.612308093295226
2.0,1000,0.33981774284020033,37.084973691094
2.0,1100,0.831433435269766,37.90092953674405
2.0,1200,2.2403699225342044,38.74089247871659
2.0,1300,4.213854435733461,39.61078481557641
2.0,1400,11.454727810853315,41.01676356282343
2.0,1500,21.918449071397742,43.6455122555255
2.0,1600,34.58076864922811,46.663948576479406
2.0,1700,51.086656922112915,49.66460812896241
2.0,1800,66.17179396092332,56.17444959842001
2.0,1900,77.89790975926188,62.90768848396456
2.0,2000,86.8102436823104,58.40040635948138
2.0,2100,87.21786310517531,67.52396195566565
2.0,2200,97.67357174007851,89.24690670173172
2.0,2300,98.82525252525254,98.00009320181732
2.0,2400,98.88509520682864,98.5449608466567
2.0,2500,98.91764705882352,99.28193760262727
3.0,100,0.04140550184423378,23.6106128109886
3.0,200,0.08315618886820954,33.0517797574003
3.0,300,0.17877865490747047,36.36581791451442
3.0,400,0.17514084475021185,37.90751765511227
3.0,500,0.18831141406719035,39.88921096186472
3.0,600,0.1988529515189568,40.96185424400618
3.0,700,0.23272910774772104,42.07210411941604
3.0,800,0.2550990892781712,42.94785304513718
3.0,900,0.3424690747472806,43.06623712190279
3.0,1000,0.47633176981296493,43.387051617436185
3.0,1100,0.8357094027241531,44.236681380670525
3.0,1200,1.7759417478308384,45.10171048598669
3.0,1300,3.391556015050984,46.07658745436624
3.0,1400,8.699719427906626,47.74954310330227
3.0,1500,16.926489599865427,50.72183686300633
3.0,1600,27.36180258690595,54.34352523709006
3.0,1700,41.7447654663147,57.475251079187835
3.0,1800,56.23242628774398,63.76397226275774
3.0,1900,65.96511460285423,70.09360916575538
3.0,2000,81.95103790613713,65.65114972088699
3.0,2100,85.00250417362275,75.67274005887538
3.0,2200,97.8554295682512,92.38582984016904
3.0,2300,99.80404040404044,98.28661925146909
3.0,2400,99.96717005909392,98.59206808177474
3.0,2500,100.0,99.47248576850093
4.0,100,0.7813969445621686,33.64457786976443
4.0,200,1.5972201023637427,46.263057372353664
4.0,300,2.2543335549038535,49.828108366206216
4.0,400,2.2780632312218576,51.46408823559715
4.0,500,2.515575771397722,53.83351481290774
4.0,600,2.3971306587980403,55.01175305169102
4.0,700,2.4498691227777725,56.10554812660932
4.0,800,2.4940319045239274,56.97089721418504
4.0,900,2.7620313041915296,57.14847895950746
4.0,1000,2.9673904384090326,57.53345559924467
4.0,1100,4.120341771012748,58.78034015824482
4.0,1200,6.2643484500193,60.5392901570041
4.0,1300,9.039649847188905,62.212964911137135
4.0,1400,15.415759939779605,64.19705657823701
4.0,1500,23.296406461852104,67.01923741300112
4.0,1600,33.784834572720584,69.81732110084266
4.0,1700,46.20299360276377,72.50217151679651
4.0,1800,60.73568738898735,77.47652563910238
4.0,1900,68.33328528182209,81.75468212857508
4.0,2000,79.59047833935011,78.60284279315412
4.0,2100,77.25292153589315,85.69803932480062
4.0,2200,79.48059310946358,96.48530632682399
4.0,2300,38.88888888888889,99.61730639730641
4.0,2400,42.02232435981617,99.72457868242506
4.0,2500,19.019607843137255,99.9746405228758
5.0,100,4.4085601443875975,38.6326708776836
5.0,200,8.219272729738519,52.61428756363535
5.0,300,10.855656081727151,57.42585656150646
5.0,400,11.603377091073012,59.39307491358206
5.0,500,12.75132402503638,62.15380243714977
5.0,600,12.474526809057535,63.59599959115596
5.0,700,12.534692447604076,64.62273704312663
5.0,800,12.39935997003879,65.84844013658702
5.0,900,12.96700664106205,66.31260123030223
5.0,1000,13.330971523335366,66.97627021590003
5.0,1100,15.855285405987578,68.63443925898247
5.0,1200,20.212243053987105,71.53976230683135
5.0,1300,24.91287663951819,73.97977496923744
5.0,1400,33.557059638677735,76.40788587841661
5.0,1500,41.33142217504166,78.86532711463542
5.0,1600,52.6470495250924,81.25745803794044
5.0,1700,62.51120940033012,83.15156563356116
5.0,1800,71.04416341030162,86.71071356832871
5.0,1900,73.25567248089948,89.40639373194483
5.0,2000,84.24661552346568,87.4673902695065
5.0,2100,83.44094323873124,91.69429157667923
5.0,2200,73.73658962058438,98.46713413864093
5.0,2300,46.054545454545455,99.65074128380584
5.0,2400,30.115561391989498,99.7558052513785
5.0,2500,12.74313725490196,99.91935483870967
6.0,100,10.291117325428212,46.24153406190444
6.0,200,18.65966802671286,62.50478940144395
6.0,300,24.231185504309593,67.93492491004334
6.0,400,26.9707647676692,70.42982085542417
6.0,500,30.211176714053547,73.57042929946844
6.0,600,30.907355099607994,75.3374735945348
6.0,700,32.94974750316852,76.53793686508702
6.0,800,34.42813122286312,78.04975399585882
6.0,900,36.472644157280314,78.97607304570649
6.0,1000,39.17213952996984,80.2843059550589
6.0,1100,45.418202255368264,82.5746943880529
6.0,1200,54.028339467705194,85.50921602300434
6.0,1300,60.750958512530694,87.87003784268394
6.0,1400,68.46944501471275,89.35692774072162
6.0,1500,73.94541374562455,90.29455235170897
6.0,1600,80.56247336806338,91.34888631282132
6.0,1700,84.86039977979827,92.07511900062521
6.0,1800,88.74804973356983,92.89593659251706
6.0,1900,90.31226755081443,94.07752163066053
6.0,2000,91.98217509025268,93.53637588234693
6.0,2100,90.86873956594324,95.46409703494433
6.0,2200,94.65242040994329,98.48419793851544
6.0,2300,82.58131313131314,99.16845538720541
6.0,2400,98.98292843072885,99.28310222097159
6.0,2500,100.0,99.66865079365078
7.0,100,8.808659725165015,40.886555033577984
7.0,200,16.54496287577922,57.01077478711771
7.0,300,22.680972969038674,63.26289918146839
7.0,400,26.58927442786844,66.27962652977142
7.0,500,31.052741386447025,69.64216144871986
7.0,600,33.540129496843775,71.87056034053376
7.0,700,37.064467469478195,73.32389232979556
7.0,800,41.42923305082784,75.31430339187855
7.0,900,46.67997822708247,76.69402048263707
7.0,1000,53.84718037931157,78.70016942079397
7.0,1100,65.84123196884293,82.25936868489714
7.0,1200,78.1657077558837,86.0726607495256
7.0,1300,86.11007256498874,88.50997466626148
7.0,1400,91.00378088003794,90.28898658960843
7.0,1500,92.55059752162468,90.63162762089011
7.0,1600,94.68802490687389,91.15384585592751
7.0,1700,94.68050836196572,91.56588257816784
7.0,1800,95.50631616340999,92.1313295107209
7.0,1900,96.94467348998118,92.43481763705165
7.0,2000,97.32028429602882,92.9799688567954
7.0,2100,97.00500834724542,93.93234407588248
7.0,2200,98.91146969036198,97.68259540273125
7.0,2300,95.73636363636366,98.30125805043669
7.0,2400,94.36375574523969,97.78980169460549
7.0,2500,90.41176470588235,98.79826508460812
8.0,100,4.139435200676292,41.009849231515176
8.0,200,8.653896376993659,57.32958723873514
8.0,300,13.37279395284981,63.89287873351733
8.0,400,16.086061939861043,66.96049971351293
8.0,500,20.13565660661093,70.56520395857561
8.0,600,22.689780910300854,72.80677553927376
8.0,700,26.063087903750667,74.58393489269771
8.0,800,31.53799634507564,76.63736364661293
8.0,900,37.62409600637286,78.1898978877485
8.0,1000,46.59241543576876,80.1517847998551
8.0,1100,61.03888200589586,83.52318741528677
8.0,1200,76.42939449102508,86.89280439958429
8.0,1300,86.4456734867165,88.79120916778182
8.0,1400,92.59359816601594,90.26698318560292
8.0,1500,95.23430520374536,90.63968509653664
8.0,1600,96.74124754298877,90.87713570947466
8.0,1700,96.82841359934692,91.30109171725854
8.0,1800,96.20781527531052,91.98211806948146
8.0,1900,96.54568257171684,92.09743503099833
8.0,2000,96.64237364620935,93.34185770560795
8.0,2100,97.1832220367279,94.5210076082599
8.0,2200,98.4291321412996,98.72298346064929
8.0,2300,97.21919191919194,99.25165634843059
8.0,2400,98.86080105055814,99.15392300143324
8.0,2500,100.0,99.43838288003374
9.0,100,1.1588807051386127,36.67173374726771
9.0,200,2.6762180177582935,52.089813652938226
9.0,300,4.919006725654298,58.20598652847956
9.0,400,6.5903157014047276,61.205686913356956
9.0,500,8.872272761827775,64.88630562944981
9.0,600,11.046871894445957,67.27237212137905
9.0,700,14.08933958736512,69.3300383961066
9.0,800,18.83101403284169,71.63161078121382
9.0,900,24.98813568575169,73.53407369663088
9.0,1000,34.622856120899044,75.98037545824883
9.0,1100,50.70145972682223,80.03142560546667
9.0,1200,67.7465552292756,84.13624030862795
9.0,1300,80.36142161263425,86.19813884788941
9.0,1400,88.09346557859409,87.62178507455954
9.0,1500,92.12063945849884,88.14459162761351
9.0,1600,94.07611579222241,88.23149631101421
9.0,1700,94.6353860171984,88.69221421776739
9.0,1800,93.70049023090546,89.53241808047989
9.0,1900,95.28170678967847,89.41089634294853
9.0,2000,93.27950135379056,91.02651486662651
9.0,2100,99.32074290484142,92.77800964570585
9.0,2200,100.0,98.61747104714831
9.0,2300,100.0,99.0385802469136
9.0,2400,100.0,98.96594805573798
9.0,2500,100.0,99.04438997821352
10.0,100,0.26369811624442796,34.11497974131693
10.0,200,0.6520210836737198,48.56268791913468
10.0,300,1.4286584513180391,53.719158516900414
10.0,400,2.0784251760843873,56.71898583419532
10.0,500,2.972022316262551,60.2927377654406
10.0,600,3.8760128885288565,62.72965366867335
10.0,700,5.536736383141896,65.01463351917063
10.0,800,7.683074818967831,67.45423254063653
10.0,900,10.952210368791306,69.66539504195366
10.0,1000,16.623761716242008,72.61102068469519
10.0,1100,27.59525373357349,77.66613082511944
10.0,1200,41.18281401559988,82.89975352023377
10.0,1300,54.150150218278085,86.13673760927163
10.0,1400,65.91009717374912,88.36017276070106
10.0,1500,73.25109046382778,89.19698201753718
10.0,1600,78.80902668004546,89.57893550418584
10.0,1700,80.89538525788251,89.85565755794728
10.0,1800,79.83275310834783,90.86976543680598
10.0,1900,80.79449329681417,90.87702401401432
10.0,2000,88.58551444043317,91.91794590551537
10.0,2100,82.47266277128551,93.46459160088222
10.0,2200,64.2389882250327,99.58343884379292
10.0,2300,37.323232323232325,99.92003367003367
10.0,2400,44.91135915955353,99.88518345935798
10.0,2500,19.019607843137255,99.95018975332067
11.0,100,0.08356142829376043,29.405643409161282
11.0,200,0.14621571492996618,43.90689183548131
11.0,300,0.4073666123276273,49.318369024062655
11.0,400,0.36452531113163034,51.97723054079135
11.0,500,0.5083559283379493,55.4479181037854
11.0,600,0.6345058632868219,57.792790081083666
11.0,700,0.8943234500760767,60.09826027484219
11.0,800,1.1902684681582132,62.468608074166575
11.0,900,1.8178332412748326,64.4552129318034
11.0,1000,2.8023721070131713,67.29954264093391
11.0,1100,5.449420839070195,72.48095367882998
11.0,1200,10.249107747910667,78.56874740710325
11.0,1300,15.817203638944608,83.09941873466613
11.0,1400,26.260350372955514,87.01614026133475
11.0,1500,37.4791261574681,89.83442102355836
11.0,1600,49.64154444612432,91.99258620347315
11.0,1700,62.37175155185157,93.41495715138404
11.0,1800,65.16508703374751,94.4775054272742
11.0,1900,64.28790543462588,95.65312815338037
11.0,2000,79.01585063176894,94.87839387785797
11.0,2100,69.63585141903175,95.77893132071975
11.0,2200,38.911905800261664,99.63754421669817
11.0,2300,5.151515151515152,99.97853535353539
11.0,2400,0.0,100.0
11.0,2500,0.0,100.0
12.0,100,0.014392861663717317,26.537295233823084
12.0,200,0.025180075589377276,38.49586204265663
12.0,300,0.09192749089613611,43.61251058280214
12.0,400,0.0836269967215813,45.95569409528421
12.0,500,0.12263174788198543,48.92601473371937
12.0,600,0.15512865595426065,50.949980572693654
12.0,700,0.20816194649463898,52.808673803821236
12.0,800,0.2973848723534933,54.436086875763074
12.0,900,0.49034027412043013,55.7235843862015
12.0,1000,0.7353775617211402,57.4029312620597
12.0,1100,1.8360904674458245,60.550324649354465
12.0,1200,4.679897420906507,64.65097125254209
12.0,1300,8.724603063999126,68.08280870003824
12.0,1400,19.912667658933767,71.72228423138684
12.0,1500,33.297651955477505,75.27456673703817
12.0,1600,48.15291198746399,78.37853530441869
12.0,1700,64.75243455646442,80.45132870878429
12.0,1800,75.1648596802839,83.42868953794431
12.0,1900,73.40841862476574,86.05944142977776
12.0,2000,84.302797833935,84.7561013492813
12.0,2100,81.73789649415694,87.30930336274007
12.0,2200,50.806803314435236,97.57487516751637
12.0,2300,14.444444444444446,99.95198852322511
12.0,2400,0.32829940906106375,99.99954402859855
12.0,2500,0.0,100.0
