Month,Mean,P25,P75
1.0,0.14,0.05,0.36
2.0,0.25,0.10,0.57
3.0,0.53,0.22,1.19
4.0,1.66,0.65,3.42
5.0,5.82,2.97,10.01
6.0,10.20,5.58,16.14
7.0,10.41,5.54,17.22
8.0,3.82,1.77,7.54
9.0,1.30,0.49,2.89
10.0,0.34,0.10,0.90
11.0,0.12,0.03,0.39
12.0,0.10,0.03,0.29
