Month,Mean,P25,P75
1.0,0.29,0.18,0.45
2.0,0.24,0.16,0.35
3.0,0.16,0.10,0.24
4.0,0.14,0.06,0.51
5.0,0.88,0.26,2.39
6.0,2.25,0.84,5.26
7.0,3.02,1.43,6.07
8.0,1.62,0.72,3.58
9.0,1.44,0.67,2.71
10.0,0.40,0.14,1.01
11.0,0.28,0.10,0.65
12.0,0.30,0.12,0.63
