Month,Mean,P25,P75
1.0,0.39,0.24,0.55
2.0,0.26,0.16,0.38
3.0,0.20,0.12,0.30
4.0,0.15,0.07,0.32
5.0,0.31,0.07,1.09
6.0,0.91,0.24,2.73
7.0,1.46,0.60,3.57
8.0,0.80,0.32,2.02
9.0,0.72,0.30,1.43
10.0,0.22,0.09,0.53
11.0,0.22,0.09,0.48
12.0,0.39,0.19,0.68
