Month,Mean,P25,P75
1.0,0.38,0.15,1.39
2.0,0.13,0.06,0.38
3.0,0.10,0.04,0.33
4.0,0.67,0.12,1.84
5.0,4.63,2.22,8.01
6.0,11.46,7.43,16.42
7.0,16.19,11.31,20.70
8.0,15.62,11.75,19.99
9.0,17.22,12.58,20.67
10.0,13.97,10.36,16.68
11.0,8.86,5.38,12.20
12.0,2.60,1.12,6.72
