Month,SCA
1.0,-0.01
2.0,-0.01
3.0,-0.01
4.0,-0.03
5.0,0.31
6.0,0.64
7.0,0.73
8.0,0.10
9.0,0.03
10.0,0.00
11.0,0.01
12.0,-0.00
