Month,Mean,P25,P75
1.0,1.02,0.31,3.98
2.0,0.44,0.22,1.16
3.0,0.39,0.22,0.96
4.0,1.51,0.41,3.65
5.0,6.49,2.90,11.28
6.0,14.77,10.16,20.28
7.0,19.55,13.95,25.16
8.0,19.46,14.57,24.49
9.0,21.35,15.67,25.19
10.0,17.61,14.12,20.88
11.0,13.63,9.70,17.84
12.0,5.90,2.53,13.14
