Month,SCA
1.0,0.01
2.0,0.02
3.0,0.04
4.0,0.01
5.0,-0.47
6.0,0.02
7.0,0.00
8.0,0.00
9.0,0.00
10.0,0.00
11.0,0.00
12.0,0.01
