Month,SCA
1.0,-0.15
2.0,-0.06
3.0,-0.04
4.0,-0.05
5.0,0.04
6.0,-0.53
7.0,-0.03
8.0,-0.02
9.0,-0.09
10.0,-0.05
11.0,-0.90
12.0,-0.71
