Month,SCA
1.0,-0.75
2.0,-0.47
3.0,-0.54
4.0,-1.37
5.0,-0.95
6.0,-0.15
7.0,-0.61
8.0,-1.25
9.0,-1.34
10.0,-1.59
11.0,-2.99
12.0,-1.84
