Month,Mean,P25,P75
1.0,0.78,0.32,1.50
2.0,0.70,0.31,1.27
3.0,0.45,0.21,0.86
4.0,1.04,0.28,2.70
5.0,4.01,1.52,7.66
6.0,7.66,3.52,13.53
7.0,10.33,5.25,17.15
8.0,7.59,3.45,13.46
9.0,6.03,1.91,12.25
10.0,3.56,1.09,6.92
11.0,0.41,0.08,1.28
12.0,0.45,0.10,1.17
