Month,Mean,P25,P75
1.0,0.14,0.04,0.32
2.0,0.18,0.06,0.38
3.0,0.13,0.05,0.31
4.0,0.44,0.10,1.49
5.0,2.91,1.03,5.94
6.0,6.40,2.72,11.69
7.0,8.96,3.72,17.36
8.0,5.64,1.44,11.90
9.0,2.74,0.50,6.71
10.0,1.02,0.14,2.56
11.0,0.09,0.01,0.40
12.0,0.05,0.01,0.21
