Month,Mean,P25,P75
1.0,0.22,0.08,0.49
2.0,0.19,0.07,0.38
3.0,0.13,0.05,0.33
4.0,0.60,0.12,1.89
5.0,2.95,1.03,6.19
6.0,8.36,3.57,15.60
7.0,14.25,6.46,24.38
8.0,7.18,2.66,14.77
9.0,3.20,0.89,7.28
10.0,1.10,0.27,2.42
11.0,0.23,0.04,0.79
12.0,0.15,0.02,0.48
