Month,Mean,P25,P75
1.0,0.95,0.39,1.90
2.0,1.88,0.93,2.78
3.0,1.49,0.84,3.31
4.0,3.26,1.51,5.79
5.0,8.21,4.57,12.97
6.0,16.23,10.21,22.95
7.0,17.65,11.14,25.12
8.0,10.79,6.45,15.95
9.0,5.39,2.66,9.89
10.0,2.75,1.47,4.94
11.0,1.48,0.85,2.49
12.0,0.79,0.26,1.81
