Month,Mean,P25,P75
1.0,5.32,3.75,7.42
2.0,7.43,5.51,9.46
3.0,6.86,4.95,9.05
4.0,7.75,5.88,10.11
5.0,10.27,7.35,14.54
6.0,15.21,9.52,24.57
7.0,15.74,9.46,26.92
8.0,8.97,6.42,14.33
9.0,6.82,4.83,9.47
10.0,6.88,4.51,9.44
11.0,5.96,3.79,8.19
12.0,4.36,2.90,6.05
