Month,SCA
1.0,-0.02
2.0,-0.01
3.0,-0.01
4.0,-0.00
5.0,0.16
6.0,0.32
7.0,0.45
8.0,0.02
9.0,0.00
10.0,0.02
11.0,0.01
12.0,-0.02
