Month,SCA
1.0,-0.01
2.0,-0.00
3.0,0.03
4.0,0.20
5.0,0.03
6.0,0.04
7.0,0.48
8.0,0.32
9.0,0.06
10.0,0.01
11.0,-0.00
12.0,-0.00
