Month,Mean,P25,P75
1.0,0.02,0.00,0.10
2.0,0.02,0.01,0.11
3.0,0.07,0.01,0.52
4.0,1.03,0.15,2.94
5.0,5.16,2.28,9.06
6.0,9.73,5.18,15.89
7.0,9.64,5.05,16.37
8.0,3.35,1.25,6.97
9.0,0.68,0.15,2.16
10.0,0.15,0.02,0.67
11.0,0.03,0.00,0.20
12.0,0.02,0.00,0.10
