Month,SCA
1.0,0.00
2.0,0.00
3.0,0.00
4.0,0.00
5.0,-0.14
6.0,-0.07
7.0,-0.45
8.0,-1.34
9.0,-1.43
10.0,-0.81
11.0,-0.09
12.0,-0.00
