Month,Mean,P25,P75
1.0,0.02,0.00,0.13
2.0,0.03,0.00,0.17
3.0,0.16,0.02,0.73
4.0,1.89,0.42,4.20
5.0,7.87,4.11,12.89
6.0,9.98,5.45,15.95
7.0,9.37,5.04,15.11
8.0,4.59,2.09,8.33
9.0,1.72,0.55,3.96
10.0,0.35,0.07,1.19
11.0,0.07,0.01,0.33
12.0,0.03,0.00,0.15
