Month,SCA
1.0,-0.03
2.0,-0.04
3.0,-0.04
4.0,-0.02
5.0,0.06
6.0,0.20
7.0,0.26
8.0,0.00
9.0,-0.03
10.0,-0.00
11.0,-0.00
12.0,-0.01
