Month,Elevation,SCA,CCA
1.0,100,0.41154825685457674,44.78053125949104
1.0,200,0.32300251278357117,37.61029211844846
1.0,300,0.3384498778572686,49.0057361667689
1.0,400,0.30912338885169266,57.07584895912103
1.0,500,0.3323546651730515,61.341751237178634
1.0,600,0.3331224906951894,64.38299473342202
1.0,700,0.44468391285433423,67.263373398273
1.0,800,0.5581439146002417,69.60789914154441
1.0,900,0.7151833130718711,71.07644361609896
1.0,1000,1.3511174116509095,72.15013468294045
1.0,1100,2.6225521632752486,73.1894094989851
1.0,1200,5.821330202894493,76.6762453617725
1.0,1300,11.354613099849024,79.77401302482644
1.0,1400,20.556780337351707,82.37486764616074
1.0,1500,37.637042255751005,84.24198819354393
1.0,1600,51.960477664265404,86.97332978356089
1.0,1700,64.11799346216704,90.68622078573901
1.0,1800,62.73299313484341,91.30045540727303
1.0,1900,71.29766138592521,94.05785687494904
1.0,2000,72.39502137289413,96.48479992033043
1.0,2100,65.91273584905662,96.79691198349902
1.0,2200,19.363707776904953,99.85669417485296
2.0,100,0.38240847849754905,39.78737505567787
2.0,200,0.3437722982482001,33.34781104667375
2.0,300,0.32034385360321177,43.142701138832535
2.0,400,0.3185836541680636,50.41476328719028
2.0,500,0.3078115434213481,54.33421330361355
2.0,600,0.25085835147690344,57.389170887342374
2.0,700,0.3679060272414003,59.987173994700505
2.0,800,0.4556522458091429,62.01253228640029
2.0,900,0.5194983684176983,63.36859420364555
2.0,1000,1.126279545636829,64.4192396766412
2.0,1100,2.073756515660402,65.58304483047496
2.0,1200,4.999435820163313,68.98600156011491
2.0,1300,10.620744452461315,72.52925091660047
2.0,1400,18.612969619144152,75.17592161001757
2.0,1500,36.60259170717033,78.14929529089379
2.0,1600,50.81304264468231,82.04633256982552
2.0,1700,63.698634746658925,86.13382815709015
2.0,1800,63.90139138734897,87.7544245569921
2.0,1900,73.81549735962926,91.92319155401535
2.0,2000,74.23635906462158,94.92518566180047
2.0,2100,75.03380503144656,94.56418359346142
2.0,2200,65.56637863315005,99.59035906802522
3.0,100,1.3877588592285341,44.470872596809805
3.0,200,1.129189618969818,37.35181652877685
3.0,300,1.1244056447391406,48.346219934668994
3.0,400,1.2136393120187563,56.253126951329804
3.0,500,1.334321553711701,60.83269028733183
3.0,600,1.2509249333626513,64.30918385406129
3.0,700,1.65778476847052,67.16941738959456
3.0,800,1.8083236298577927,69.22523245461504
3.0,900,2.281517691471022,70.32763994380772
3.0,1000,3.4613478268743356,71.31906658596685
3.0,1100,5.450879139249021,72.3424352685566
3.0,1200,9.757041735291047,75.40104737232996
3.0,1300,16.954039422604446,78.70358209808394
3.0,1400,24.434182813184385,80.85173210434516
3.0,1500,36.52769026170386,83.20807941608538
3.0,1600,49.42096902303399,86.79092840034104
