Month,Mean,P25,P75
1.0,1.30,0.66,2.41
2.0,2.24,1.17,3.53
3.0,2.36,1.28,4.12
4.0,4.58,2.43,7.73
5.0,10.11,5.93,15.45
6.0,16.30,10.08,24.14
7.0,17.56,10.87,26.36
8.0,11.79,6.65,17.92
9.0,6.80,3.61,10.87
10.0,3.05,1.59,5.36
11.0,1.54,0.83,2.74
12.0,1.18,0.64,2.12
