x,y,CI_left,CI_right
1,0.47420101651385077,0.14173294047662466,0.5655323613096624
2,0.5000977295589215,0.12440651046953725,0.5811201215730106
3,0.9157036247083276,0.08702924896285112,0.6833807954879202
4,2.4587192849574113,0.1167153668032107,3.3894847527440723
5,4.656345790669685,0.5919888628472558,7.03414966643319
6,11.525882408113178,5.2422986302034325,16.632506406755105
7,14.174556383177524,5.150926914212837,21.628428674422306
8,12.42395855717663,3.892849854510015,19.402747984313308
9,9.375138202757036,2.4315642455484707,14.67835382022514
10,4.766548447158178,0.5277989088839947,7.668892126329682
11,1.947929231658929,0.17178030109138848,2.7116303791517797
12,0.6432442572406091,0.12298171953981256,0.5769741430122456
