Month,Mean,P25,P75
1.0,0.98,0.66,1.33
2.0,0.53,0.32,0.78
3.0,0.36,0.22,0.57
4.0,0.33,0.16,0.73
5.0,0.68,0.22,1.70
6.0,2.23,0.81,5.05
7.0,5.28,2.53,8.69
8.0,4.15,1.97,7.50
9.0,4.09,2.05,6.64
10.0,1.99,0.99,3.36
11.0,0.98,0.43,1.82
12.0,1.29,0.72,1.96
