Year,Month,SCA
2000,1,0
2000,2,0.44
2000,3,1.93
2000,4,5.39
2000,5,17.15
2000,6,33.00
2000,7,37.12
2000,8,21.99
2000,9,17.21
2000,10,10.02
2000,11,5.55
2000,12,0.43
2001,1,0.95
2001,2,1.58
2001,3,6.29
2001,4,6.44
2001,5,16.29
2001,6,19.56
2001,7,36.33
2001,8,27.05
2001,9,15.77
2001,10,7.87
2001,11,1.57
2001,12,1.13
2002,1,2.34
2002,2,2.37
2002,3,4.41
2002,4,7.33
2002,5,23.68
2002,6,41.76
2002,7,45.33
2002,8,29.69
2002,9,17.00
2002,10,12.06
2002,11,7.88
2002,12,1.84
2003,1,2.22
2003,2,3.39
2003,3,5.07
2003,4,8.94
2003,5,15.23
2003,6,45.49
2003,7,42.97
2003,8,30.97
2003,9,16.21
2003,10,11.08
2003,11,8.80
2003,12,2.63
2004,1,4.38
2004,2,4.09
2004,3,4.81
2004,4,13.12
2004,5,16.99
2004,6,43.28
2004,7,55.59
2004,8,37.98
2004,9,19.26
2004,10,10.07
2004,11,5.89
2004,12,2.69
2005,1,2.10
2005,2,3.36
2005,3,5.90
2005,4,10.56
2005,5,38.76
2005,6,52.05
2005,7,71.05
2005,8,61.07
2005,9,50.55
2005,10,34.68
2005,11,23.20
2005,12,2.63
2006,1,2.95
2006,2,3.11
2006,3,5.48
2006,4,11.31
2006,5,20.94
2006,6,50.05
2006,7,71.64
2006,8,60.81
2006,9,46.03
2006,10,29.47
2006,11,17.95
2006,12,3.37
2007,1,2.68
2007,2,2.86
2007,3,4.98
2007,4,11.01
2007,5,33.22
2007,6,66.58
2007,7,65.30
2007,8,62.80
2007,9,49.28
2007,10,40.98
2007,11,20.70
2007,12,2.45
2008,1,3.78
2008,2,2.84
2008,3,3.87
2008,4,13.28
2008,5,36.37
2008,6,52.07
2008,7,55.41
2008,8,59.25
2008,9,50.13
2008,10,20.25
2008,11,14.27
2008,12,3.44
2009,1,2.58
2009,2,2.47
2009,3,6.40
2009,4,9.25
2009,5,34.35
2009,6,63.06
2009,7,62.64
2009,8,58.22
2009,9,51.59
2009,10,41.72
2009,11,35.68
2009,12,3.12
2010,1,3.64
2010,2,3.09
2010,3,4.14
2010,4,9.14
2010,5,32.61
2010,6,49.88
2010,7,71.46
2010,8,62.96
2010,9,41.58
2010,10,35.49
2010,11,20.95
2010,12,2.89
2011,1,3.35
2011,2,3.59
2011,3,4.29
2011,4,13.68
2011,5,31.18
2011,6,48.91
2011,7,66.11
2011,8,57.48
2011,9,46.20
2011,10,31.75
2011,11,19.39
2011,12,3.66
2012,1,3.25
2012,2,2.98
2012,3,3.98
2012,4,11.51
2012,5,47.66
2012,6,68.09
2012,7,70.77
2012,8,62.84
2012,9,49.55
2012,10,37.67
2012,11,20.18
2012,12,1.86
2013,1,4.17
2013,2,3.25
2013,3,4.67
2013,4,8.12
2013,5,27.04
2013,6,54.20
2013,7,56.25
2013,8,59.99
2013,9,53.67
2013,10,34.67
2013,11,22.63
2013,12,3.04
2014,1,3.31
2014,2,3.28
2014,3,4.89
2014,4,8.97
2014,5,34.93
2014,6,62.19
2014,7,61.88
2014,8,42.08
2014,9,37.35
2014,10,29.36
2014,11,27.76
2014,12,2.07
2015,1,3.68
2015,2,3.20
2015,3,5.73
2015,4,10.53
2015,5,22.80
2015,6,58.64
2015,7,60.98
2015,8,61.50
2015,9,47.88
2015,10,34.69
2015,11,21.60
2015,12,2.01
2016,1,3.52
2016,2,3.70
2016,3,4.15
2016,4,11.54
2016,5,14.83
2016,6,26.77
2016,7,36.83
2016,8,51.14
2016,9,32.23
2016,10,17.45
2016,11,4.67
2016,12,1.84
2017,1,2.11
2017,2,2.46
2017,3,4.57
2017,4,7.08
2017,5,20.66
2017,6,62.25
2017,7,58.84
2017,8,49.96
2017,9,48.36
2017,10,25.32
2017,11,17.59
2017,12,2.00
2018,1,2.97
2018,2,3.40
2018,3,7.69
2018,4,20.50
2018,5,30.12
2018,6,48.34
2018,7,68.95
2018,8,57.90
2018,9,41.78
2018,10,30.37
2018,11,16.65
2018,12,2.12
2019,1,2.76
2019,2,4.23
2019,3,4.18
2019,4,9.69
2019,5,30.11
2019,6,54.35
2019,7,58.31
2019,8,50.54
2019,9,50.95
2019,10,32.35
2019,11,7.21
2019,12,1.47
2020,1,2.87
2020,2,3.32
2020,3,3.76
2020,4,10.06
2020,5,25.73
2020,6,62.62
2020,7,68.90
2020,8,63.13
2020,9,46.61
2020,10,37.85
2020,11,14.57
2020,12,2.39
2021,1,3.26
2021,2,3.43
2021,3,3.60
2021,4,10.38
2021,5,17.97
2021,6,58.43
2021,7,50.77
2021,8,43.49
2021,9,38.97
2021,10,17.92
2021,11,9.62
2021,12,3.44
2022,1,3.48
2022,2,2.91
2022,3,5.60
2022,4,13.82
2022,5,23.79
2022,6,62.07
2022,7,69.58
2022,8,62.74
2022,9,41.83
2022,10,33.28
2022,11,4.42
2022,12,3.35
2023,1,3.83
2023,2,3.09
2023,3,5.28
2023,4,8.87
2023,5,23.06
2023,6,70.66
2023,7,75.45
2023,8,57.70
2023,9,54.56
2023,10,39.34
2023,11,29.31
2023,12,2.18
