Year,Month,SCA
2000,1,0
2000,2,0.93
2000,3,3.36
2000,4,2.92
2000,5,11.50
2000,6,34.30
2000,7,43.39
2000,8,28.40
2000,9,25.05
2000,10,12.21
2000,11,8.78
2000,12,5.98
2001,1,5.74
2001,2,4.79
2001,3,3.73
2001,4,5.52
2001,5,9.10
2001,6,22.37
2001,7,48.49
2001,8,36.28
2001,9,27.09
2001,10,13.31
2001,11,5.75
2001,12,6.61
2002,1,5.03
2002,2,4.00
2002,3,2.78
2002,4,6.99
2002,5,11.31
2002,6,48.06
2002,7,41.39
2002,8,30.95
2002,9,14.98
2002,10,16.63
2002,11,12.87
2002,12,9.52
2003,1,8.14
2003,2,6.08
2003,3,5.04
2003,4,8.22
2003,5,8.94
2003,6,29.52
2003,7,40.04
2003,8,34.34
2003,9,19.15
2003,10,19.86
2003,11,8.41
2003,12,7.63
2004,1,7.45
2004,2,5.39
2004,3,3.92
2004,4,10.92
2004,5,8.98
2004,6,26.89
2004,7,43.78
2004,8,30.03
2004,9,29.97
2004,10,6.45
2004,11,9.16
2004,12,7.31
2005,1,5.28
2005,2,4.96
2005,3,3.83
2005,4,6.77
2005,5,26.72
2005,6,48.88
2005,7,50.80
2005,8,52.65
2005,9,44.50
2005,10,25.18
2005,11,8.58
2005,12,10.12
2006,1,8.34
2006,2,6.23
2006,3,4.93
2006,4,5.54
2006,5,12.99
2006,6,34.78
2006,7,58.18
2006,8,52.66
2006,9,39.18
2006,10,27.79
2006,11,8.28
2006,12,5.47
2007,1,7.60
2007,2,6.23
2007,3,4.39
2007,4,10.02
2007,5,20.24
2007,6,41.69
2007,7,61.75
2007,8,58.42
2007,9,44.86
2007,10,38.02
2007,11,6.26
2007,12,12.44
2008,1,7.84
2008,2,5.62
2008,3,3.99
2008,4,9.25
2008,5,11.23
2008,6,35.35
2008,7,43.77
2008,8,51.31
2008,9,38.77
2008,10,14.78
2008,11,8.90
2008,12,7.93
2009,1,5.14
2009,2,3.76
2009,3,3.26
2009,4,4.32
2009,5,21.66
2009,6,22.29
2009,7,47.00
2009,8,24.13
2009,9,27.59
2009,10,13.50
2009,11,6.98
2009,12,8.27
2010,1,8.09
2010,2,5.99
2010,3,4.84
2010,4,8.48
2010,5,19.97
2010,6,34.61
2010,7,47.01
2010,8,46.79
2010,9,40.48
2010,10,24.67
2010,11,7.94
2010,12,8.76
2011,1,6.28
2011,2,5.21
2011,3,5.13
2011,4,6.60
2011,5,16.09
2011,6,37.38
2011,7,61.21
2011,8,48.48
2011,9,25.95
2011,10,28.82
2011,11,9.30
2011,12,8.75
2012,1,5.46
2012,2,3.59
2012,3,3.37
2012,4,4.64
2012,5,21.17
2012,6,36.75
2012,7,51.82
2012,8,41.32
2012,9,27.15
2012,10,21.31
2012,11,9.42
2012,12,4.60
2013,1,6.25
2013,2,4.77
2013,3,3.13
2013,4,4.19
2013,5,21.50
2013,6,33.56
2013,7,45.34
2013,8,44.68
2013,9,28.66
2013,10,15.29
2013,11,7.89
2013,12,7.47
2014,1,5.91
2014,2,4.06
2014,3,4.03
2014,4,11.40
2014,5,15.53
2014,6,46.11
2014,7,36.73
2014,8,29.76
2014,9,20.53
2014,10,11.96
2014,11,7.41
2014,12,6.99
2015,1,5.61
2015,2,4.26
2015,3,3.21
2015,4,4.17
2015,5,16.57
2015,6,41.19
2015,7,41.93
2015,8,41.50
2015,9,34.68
2015,10,24.82
2015,11,9.60
2015,12,7.45
2016,1,5.74
2016,2,4.08
2016,3,3.40
2016,4,6.08
2016,5,6.69
2016,6,18.13
2016,7,27.34
2016,8,34.64
2016,9,29.75
2016,10,10.78
2016,11,8.37
2016,12,4.75
2017,1,3.92
2017,2,3.10
2017,3,3.29
2017,4,3.12
2017,5,29.99
2017,6,39.27
2017,7,50.37
2017,8,31.83
2017,9,40.25
2017,10,22.65
2017,11,10.55
2017,12,8.59
2018,1,6.77
2018,2,4.96
2018,3,4.25
2018,4,8.72
2018,5,15.61
2018,6,38.41
2018,7,49.43
2018,8,31.87
2018,9,26.25
2018,10,16.04
2018,11,9.40
2018,12,8.53
2019,1,6.31
2019,2,5.00
2019,3,3.53
2019,4,5.16
2019,5,13.85
2019,6,49.83
2019,7,50.25
2019,8,40.18
2019,9,30.43
2019,10,21.09
2019,11,8.89
2019,12,8.52
2020,1,6.71
2020,2,4.81
2020,3,3.94
2020,4,5.08
2020,5,13.11
2020,6,26.70
2020,7,57.94
2020,8,42.75
2020,9,39.45
2020,10,21.10
2020,11,10.42
2020,12,9.45
2021,1,7.52
2021,2,5.38
2021,3,3.42
2021,4,3.94
2021,5,12.89
2021,6,40.43
2021,7,39.06
2021,8,31.86
2021,9,18.67
2021,10,11.07
2021,11,7.34
2021,12,6.17
2022,1,4.34
2022,2,2.91
2022,3,3.92
2022,4,6.99
2022,5,33.53
2022,6,55.51
2022,7,57.06
2022,8,47.24
2022,9,35.33
2022,10,16.13
2022,11,11.31
2022,12,6.39
2023,1,4.92
2023,2,3.53
2023,3,2.81
2023,4,3.41
2023,5,17.49
2023,6,52.08
2023,7,50.45
2023,8,48.86
2023,9,31.19
2023,10,24.58
2023,11,7.90
2023,12,10.56
