Year,Elevation,SCA,CCA
2000-02-01,100,0.0,0.924892292128168
2000-02-01,200,0.0,0.2670052976760538
2000-02-01,300,0.0,0.06728961132677733
2000-02-01,400,0.0,0.3788858939802336
2000-02-01,500,0.0,0.44967253181753897
2000-02-01,600,0.0,0.29311748000013493
2000-02-01,700,0.0,0.12121119458006746
2000-02-01,800,0.0,0.056938418487290095
2000-02-01,900,0.0,0.05242473306181837
2000-02-01,1000,0.0,0.0852883486358911
2000-02-01,1100,0.0,0.1382822851454334
2000-02-01,1200,0.0,0.18739844309057171
2000-02-01,1300,0.0,0.08839969529770254
2000-02-01,1400,0.0,0.2582351657940665
2000-02-01,1500,0.0,0.2636122587408273
2000-02-01,1600,0.0,0.12653998230296593
2000-02-01,1700,0.0,0.3500262191924491
2000-02-01,1800,0.0,0.5300642569389726
2000-02-01,1900,0.0,0.3826135011531981
2000-02-01,2000,0.0,0.7361378714047077
2000-02-01,2100,0.0,0.5985131074500052
2000-02-01,2200,0.0,0.34391696139664346
2000-02-01,2300,0.0,0.30912534372552997
2000-02-01,2400,0.0,0.4030737525212663
2000-02-01,2500,0.0,0.3800476572753799
2000-02-01,2600,0.0,0.44664232391404896
2000-02-01,2700,0.0,0.46770176354798654
2000-02-01,2800,0.0,0.6120191764710458
2000-02-01,2900,0.0,0.44108027109464765
2000-02-01,3000,0.0,0.3794844027095404
2000-02-01,3100,0.0,0.2489047458570819
2000-02-01,3200,0.0,0.3218057419938086
2000-02-01,3300,0.0,0.3444252419032001
2000-02-01,3400,0.0,0.4477994630629544
2000-02-01,3500,0.0,0.42599761224268495
2000-02-01,3600,0.0,0.39929509006880837
2000-02-01,3700,0.0,0.633332452704215
2000-02-01,3800,0.0,0.803367695734921
2000-02-01,3900,0.0,0.5895084150623621
2000-02-01,4000,0.0,0.6588343324240278
2000-02-01,4100,0.0,0.6259963812411412
2000-02-01,4200,0.0,0.8689591479151076
2000-02-01,4300,0.0,0.7324568981314262
2000-02-01,4400,0.0,0.8716057407858866
2000-02-01,4500,0.0,0.6001177856301539
2000-02-01,4600,0.0,1.3266442898233377
2000-02-01,4700,8.982089713112047E-4,1.4332421152222452
2000-02-01,4800,0.030521438552621873,1.4058248142972702
2000-02-01,4900,0.5169214026837144,1.4482544186091657
2000-02-01,5000,1.0382733427173407,2.353542462631544
2000-02-01,5100,2.6721222337012667,2.3282447936490653
2000-02-01,5200,3.8490748464396694,4.144706908318794
2000-02-01,5300,6.359840098400978,4.288130381303812
2000-02-01,5400,10.117830100611965,3.1648687895446503
2000-02-01,5500,11.926012984105665,9.228788896351022
2000-02-01,5600,1.30821559392988,3.9442700156985886
2000-02-01,5700,1.2414383561643836,16.791523972602743
2000-02-01,5800,0.0,4.852320675105486
2000-02-01,5900,6.068779501011464,1.5509103169251517
2000-02-01,6000,0.0,32.856341189674524
2000-02-01,6100,0.0,0.0
2000-03-01,100,0.0,24.491842572106286
2000-03-01,200,0.0,17.62983982279889
2000-03-01,300,0.0,8.071160315947026
2000-03-01,400,0.0,4.478603516878453
2000-03-01,500,0.0,3.1825997547924265
2000-03-01,600,0.0,2.2079209258189905
2000-03-01,700,0.0,1.7045893040980045
2000-03-01,800,0.0,1.2746896875839906
2000-03-01,900,0.0,1.7215207350263464
2000-03-01,1000,0.0,1.5808744543011641
2000-03-01,1100,0.0,1.8950156284270205
2000-03-01,1200,0.0,1.9259030622532196
2000-03-01,1300,0.0,1.4341191574216792
2000-03-01,1400,0.0,1.643838818249814
2000-03-01,1500,0.0,1.5292153736378908
2000-03-01,1600,0.0,1.773902266758483
2000-03-01,1700,0.0,1.6619638591321877
2000-03-01,1800,0.0,2.007672624134165
2000-03-01,1900,0.0,1.8606439378376958
2000-03-01,2000,0.0,2.0422922348596098
2000-03-01,2100,0.0,1.825810056692865
2000-03-01,2200,0.0,1.8338710587704077
2000-03-01,2300,0.0,1.9508618828224438
2000-03-01,2400,0.0,1.8279024316909078
2000-03-01,2500,0.0,1.9605683679233874
2000-03-01,2600,0.0,2.2819397513898783
2000-03-01,2700,0.0,1.9962008826348274
2000-03-01,2800,0.0,1.9226543066666437
2000-03-01,2900,0.0,1.8692088943558904
2000-03-01,3000,0.0,2.049104157754631
2000-03-01,3100,0.0,1.7455907255574634
2000-03-01,3200,0.0,1.9829828076752969
2000-03-01,3300,0.0,2.1121516749683975
2000-03-01,3400,0.0,2.1865856233597807
2000-03-01,3500,0.0,2.0325456172567455
2000-03-01,3600,0.0,1.9596046111629675
2000-03-01,3700,0.0,2.172146066864465
2000-03-01,3800,0.0,2.177278689992942
2000-03-01,3900,0.0,1.9217099615599251
2000-03-01,4000,0.0,2.068188453175197
2000-03-01,4100,0.0016509364761113131,1.9266284091459063
2000-03-01,4200,0.017642438523352177,1.8694654795121994
2000-03-01,4300,0.016198868068753636,1.8446939754108482
2000-03-01,4400,0.0599478165091234,1.8834048123674634
2000-03-01,4500,0.05782489202983911,1.8146539994285165
2000-03-01,4600,0.12781211134640402,1.9031935651949372
2000-03-01,4700,0.22945047575135172,2.00529659458383
2000-03-01,4800,0.36680150033095504,1.8552917640951738
2000-03-01,4900,1.1284918915242346,2.2545207953402553
2000-03-01,5000,1.9146837366222051,2.2355430651513033
2000-03-01,5100,3.9530612799738964,2.228320508122379
2000-03-01,5200,4.993364677333732,2.572205651469317
2000-03-01,5300,8.26042435424354,2.972131110199989
2000-03-01,5400,14.018670262420898,4.781359811958294
2000-03-01,5500,19.91795388403851,6.7577431440202895
2000-03-01,5600,13.835688121402415,7.88570210338918
