Year,Snowline_elev
2000-02-01,1249.0862210636667
2000-03-01,1187.1858261227853
2000-04-01,1149.7026959919497
2000-05-01,675.639320210794
2000-06-01,585.5763100899125
2000-07-01,464.13698534421036
2000-08-01,639.2637432529032
2000-09-01,754.3680919185076
2000-10-01,998.8815416367028
2000-11-01,960.0793707274394
2000-12-01,1212.9237197799855
2001-01-01,1169.9807511526926
2001-02-01,1368.9104612960289
2001-03-01,1146.7356934296747
2001-04-01,1042.1511273290444
2001-05-01,689.9895929146866
2001-06-01,607.2244664363504
2001-07-01,427.06738741716003
2001-08-01,620.1622332784996
2001-09-01,690.0197646144368
2001-10-01,870.7767139616259
2001-11-01,1066.5992850455357
2001-12-01,1093.020026196601
2002-01-01,1105.898185710629
2002-02-01,1174.6094711788362
2002-03-01,1186.9705840207978
2002-04-01,745.3160103429275
2002-05-01,704.710433104748
2002-06-01,333.96051273360337
2002-07-01,375.7568229710976
2002-08-01,613.3736879329784
2002-09-01,839.2920534193387
2002-10-01,795.2264900337017
2002-11-01,816.2052981365304
2002-12-01,1094.1303426517447
2003-01-01,1048.3655436756103
2003-02-01,1066.559996368671
2003-03-01,1098.9814474957454
2003-04-01,752.1827256834478
2003-05-01,652.2006476207976
2003-06-01,301.90859916953156
2003-07-01,321.801855752185
2003-08-01,458.9358158602726
2003-09-01,740.0046183700969
2003-10-01,837.3929414096124
2003-11-01,1094.765483459706
2003-12-01,1088.672392920966
2004-01-01,1089.7436657721903
2004-02-01,1061.4482847770937
2004-03-01,1101.0743013923163
2004-04-01,674.9955885405852
2004-05-01,713.7021562838671
2004-06-01,428.0112391497046
2004-07-01,340.86164856269534
2004-08-01,580.5328568988098
2004-09-01,724.7568665170462
2004-10-01,912.3166597414497
2004-11-01,970.2095224006935
2004-12-01,1041.3972157772623
2005-01-01,1082.3018129609818
2005-02-01,1095.8514558531554
2005-03-01,1208.704640570113
2005-04-01,845.5446348338984
2005-05-01,455.6895832476485
2005-06-01,309.64120375832334
2005-07-01,342.5915110706494
2005-08-01,351.7175626373182
2005-09-01,568.5930622195041
2005-10-01,682.2387957627088
2005-11-01,982.4610147430602
2005-12-01,1024.5159824370294
2006-01-01,1022.0125749582677
2006-02-01,1079.044930569887
2006-03-01,1083.8550472189493
2006-04-01,837.2770108748223
2006-05-01,589.4220421785674
2006-06-01,313.81921007023635
2006-07-01,234.86082233437457
2006-08-01,480.20356690004957
2006-09-01,528.8032930890074
2006-10-01,699.2378201211042
2006-11-01,810.055146955064
2006-12-01,1172.6454476958477
2007-01-01,1024.9334613570516
2007-02-01,1032.7705230225124
2007-03-01,1116.0128543366948
2007-04-01,645.9419483704584
2007-05-01,456.4479138627183
2007-06-01,190.30557292402017
2007-07-01,224.52247594427695
2007-08-01,355.9859971850011
2007-09-01,529.6859033623667
2007-10-01,596.1263420104225
2007-11-01,1047.5062785186233
2007-12-01,1068.022355866829
2008-01-01,1003.6137952241844
2008-02-01,1078.5859085685097
2008-03-01,1092.6536176667087
2008-04-01,652.1371222685108
2008-05-01,630.9998518062538
2008-06-01,257.0138793323766
2008-07-01,318.41336728302167
2008-08-01,466.69559985060806
2008-09-01,617.6481020066149
2008-10-01,776.8869637340243
2008-11-01,1037.541354405712
2008-12-01,1040.6991995945805
2009-01-01,1330.4513751809448
2009-02-01,1418.7774725274724
2009-03-01,1145.5439056356488
2009-04-01,1048.9828023883586
2009-05-01,494.70211890683805
2009-06-01,270.026676683199
2009-07-01,275.5920329025901
2009-08-01,515.3864696623793
2009-09-01,683.0243057456735
2009-10-01,753.6994414316076
2009-11-01,950.8061698197974
2009-12-01,1163.2660657786287
2010-01-01,1064.6347233613021
2010-02-01,1072.1810750176712
2010-03-01,1083.9499479528106
2010-04-01,895.2605058581479
2010-05-01,486.3736962449409
2010-06-01,398.9099145863806
2010-07-01,227.25283064520542
2010-08-01,418.18488984997964
2010-09-01,622.9862248266451
2010-10-01,775.465028141984
2010-11-01,945.9297692892342
2010-12-01,1161.685096730572
2011-01-01,1042.1919017785813
2011-02-01,1082.4076978575238
2011-03-01,1073.1745808253252
2011-04-01,741.2537724360672
2011-05-01,539.4322693024385
2011-06-01,312.1386600730666
2011-07-01,219.6086302057199
2011-08-01,444.4525268690102
2011-09-01,750.1144473098913
2011-10-01,698.7265094719733
2011-11-01,827.5774545288987
2011-12-01,1048.8311311165965
2012-01-01,1041.869016772432
2012-02-01,1107.3621720721114
2012-03-01,1116.658215010142
2012-04-01,980.7688859287342
2012-05-01,594.3393462179754
2012-06-01,244.08820486290747
2012-07-01,188.57495710157446
2012-08-01,501.899911134516
2012-09-01,660.6666806986735
2012-10-01,758.0768447952237
2012-11-01,1087.0876250186593
2012-12-01,793.8106210813995
2013-01-01,1049.8001994418496
2013-02-01,1094.0239043824702
2013-03-01,1254.4595800569132
2013-04-01,1134.7697828599235
2013-05-01,484.3167937407689
2013-06-01,224.0422030693141
2013-07-01,320.45271524106306
2013-08-01,430.77469236144594
2013-09-01,641.9855430301543
2013-10-01,769.8970329899145
2013-11-01,1245.0158666196546
2013-12-01,1034.3992292517316
2014-01-01,1066.6821611481412
2014-02-01,1109.6589756033
2014-03-01,1089.573969497906
2014-04-01,729.8384345395826
2014-05-01,656.0429087856357
2014-06-01,242.20177286192177
2014-07-01,295.4312917786934
2014-08-01,526.9205319494
2014-09-01,666.2542804912588
2014-10-01,730.1023025775734
2014-11-01,1001.5982034553978
2014-12-01,1094.1767816368226
2015-01-01,1066.010157609862
2015-02-01,1152.495059849638
2015-03-01,1174.0403606698155
2015-04-01,989.5446642544994
2015-05-01,567.860569775215
2015-06-01,219.8801425848689
2015-07-01,280.918208940235
2015-08-01,580.5012755900583
2015-09-01,713.9411349708806
2015-10-01,604.5148334942212
2015-11-01,1065.3418580375783
2015-12-01,1035.7456527188494
2016-01-01,1059.7907472982997
2016-02-01,1103.004760789823
2016-03-01,1110.5542478065483
2016-04-01,916.1940590812619
2016-05-01,801.0147032129244
2016-06-01,344.10467308550284
2016-07-01,441.29093016009693
2016-08-01,500.49138893496087
2016-09-01,656.5945584813508
2016-10-01,929.3341185997718
2016-11-01,1032.9748841567414
2016-12-01,1173.9665460841609
2017-01-01,1133.3398890768203
2017-02-01,1127.4399215301619
2017-03-01,1146.129228276281
2017-04-01,1079.8699662315405
2017-05-01,339.3268961822259
2017-06-01,279.6385075886211
2017-07-01,236.4853420195439
2017-08-01,573.4016089474455
2017-09-01,560.6649887985018
2017-10-01,648.2579185520362
2017-11-01,939.7430229345122
2017-12-01,1075.3783074480898
2018-01-01,1082.2992619100871
