Year,Month,SCA,CCA
2008,10,5.70,52.55
2008,11,2.06,50.88
2008,12,1.18,54.86
2009,1,1.05,51.07
2009,2,1.16,46.22
2009,3,2.92,43.00
2009,4,10.03,58.00
2009,5,42.92,52.01
2009,6,43.96,55.10
2009,7,44.52,59.06
2009,8,30.86,59.12
2009,9,14.81,62.95
2009,10,7.21,56.21
2009,11,3.78,62.64
2009,12,2.05,50.47
2010,1,1.37,51.86
2010,2,1.41,51.30
2010,3,2.98,50.13
2010,4,10.14,45.49
2010,5,28.77,46.83
2010,6,39.84,54.38
2010,7,50.95,52.15
2010,8,27.47,53.86
2010,9,17.50,57.96
2010,10,4.75,51.02
2010,11,1.56,43.12
2010,12,1.83,57.45
2011,1,0.84,47.14
2011,2,0.87,42.94
2011,3,2.52,34.43
2011,4,18.78,54.64
2011,5,34.96,53.03
2011,6,47.91,51.68
2011,7,45.30,56.06
2011,8,32.18,57.96
2011,9,16.81,61.21
2011,10,6.76,54.01
2011,11,2.27,46.26
2011,12,0.59,45.65
2012,1,0.69,53.79
2012,2,2.14,48.89
2012,3,2.03,45.70
2012,4,16.21,44.66
2012,5,30.86,48.19
2012,6,52.05,59.15
2012,7,41.92,62.36
2012,8,31.64,61.44
2012,9,16.67,56.90
2012,10,5.07,61.42
2012,11,2.06,61.76
2012,12,0.71,62.52
2013,1,1.02,55.71
2013,2,1.05,44.06
2013,3,1.73,37.99
2013,4,6.85,38.62
2013,5,32.90,50.73
2013,6,48.84,53.25
2013,7,45.13,55.95
2013,8,27.82,62.70
2013,9,19.11,58.82
2013,10,5.25,54.21
2013,11,2.52,57.10
2013,12,1.60,58.01
2014,1,1.56,53.77
2014,2,1.19,51.45
2014,3,3.13,59.25
2014,4,9.74,48.34
2014,5,29.21,38.90
2014,6,49.16,43.74
2014,7,41.74,49.69
2014,8,32.81,55.98
2014,9,12.74,57.51
2014,10,5.18,59.93
2014,11,2.03,57.46
2014,12,0.67,50.89
2015,1,0.76,51.80
2015,2,1.01,55.72
2015,3,2.00,39.10
2015,4,11.80,45.24
2015,5,34.47,53.39
2015,6,52.28,55.24
2015,7,40.34,61.06
2015,8,34.75,61.86
2015,9,18.06,63.74
2015,10,5.08,56.67
2015,11,3.11,54.78
2015,12,1.36,55.19
2016,1,1.06,52.99
2016,2,1.20,46.16
2016,3,2.82,48.09
2016,4,19.04,58.80
2016,5,27.51,32.06
2016,6,28.05,47.38
2016,7,45.50,49.05
2016,8,30.76,56.80
2016,9,11.80,51.42
2016,10,3.50,35.92
2016,11,1.08,52.52
2016,12,0.64,51.72
2017,1,0.98,57.09
2017,2,1.01,36.40
2017,3,1.53,36.03
2017,4,10.57,40.98
2017,5,24.76,43.06
2017,6,47.19,55.03
2017,7,42.78,53.30
2017,8,34.72,56.91
2017,9,16.82,54.38
2017,10,6.26,56.11
2017,11,1.44,48.03
2017,12,1.43,49.71
2018,1,1.14,51.88
2018,2,0.98,45.31
2018,3,3.23,36.27
2018,4,14.17,49.08
2018,5,31.67,43.16
2018,6,39.66,46.55
2018,7,51.04,55.07
2018,8,31.78,54.91
2018,9,17.61,58.45
2018,10,7.20,53.13
2018,11,1.87,50.98
2018,12,1.05,51.77
2019,1,1.21,53.31
2019,2,1.10,51.45
2019,3,2.10,54.43
2019,4,12.52,48.93
2019,5,30.39,41.86
2019,6,40.95,52.37
2019,7,48.37,51.24
2019,8,29.36,59.46
2019,9,9.70,62.96
2019,10,5.82,56.88
2019,11,2.27,55.71
2019,12,0.91,47.25
2020,1,0.58,56.41
2020,2,0.58,41.75
2020,3,2.36,43.26
2020,4,8.46,37.26
2020,5,19.89,43.74
2020,6,50.07,50.23
2020,7,49.70,52.72
2020,8,30.30,63.42
2020,9,15.49,61.22
2020,10,4.66,55.45
2020,11,1.41,47.58
2020,12,0.98,53.39
2021,1,0.56,48.69
2021,2,0.42,44.34
2021,3,2.10,41.57
2021,4,6.53,43.37
2021,5,18.26,49.52
2021,6,41.19,57.38
2021,7,38.80,56.74
2021,8,32.03,59.21
2021,9,15.89,56.32
2021,10,4.51,45.36
2021,11,1.28,49.77
2021,12,0.72,42.04
2022,1,0.55,50.26
2022,2,0.91,40.30
2022,3,3.73,40.35
2022,4,10.75,54.13
2022,5,24.35,48.01
2022,6,44.74,51.85
2022,7,47.59,56.72
2022,8,33.52,54.79
2022,9,15.24,53.72
2022,10,6.83,58.85
2022,11,1.26,40.30
2022,12,0.83,52.53
2023,1,0.59,44.87
2023,2,1.50,46.91
2023,3,5.66,48.67
2023,4,14.16,44.11
2023,5,28.41,44.87
2023,6,40.58,45.94
2023,7,48.71,50.93
2023,8,35.78,62.33
2023,9,22.02,59.76
2023,10,6.18,54.78
2023,11,3.71,54.61
2023,12,1.41,52.65
2024,1,1.07,47.01
2024,2,0.66,43.56
2024,3,5.46,42.71
2024,4,15.94,48.29
