Year,Month,SCA,CCA
2000,1,0,
2000,2,0.13,71.41
2000,3,1.44,66.46
2000,4,4.78,63.81
2000,5,15.14,61.64
2000,6,28.16,63.55
2000,7,30.77,70.23
2000,8,6.41,71.19
2000,9,6.56,70.80
2000,10,2.73,67.43
2000,11,0.83,67.40
2000,12,0.22,69.61
2001,1,0.63,61.77
2001,2,0.94,57.35
2001,3,1.99,56.59
2001,4,4.90,64.74
2001,5,14.00,46.44
2001,6,35.63,63.62
2001,7,30.47,70.57
2001,8,20.64,68.23
2001,9,6.45,65.81
2001,10,3.03,63.33
2001,11,0.98,62.27
2001,12,0.21,57.08
2002,1,0.33,63.69
2002,2,0.55,56.01
2002,3,1.81,62.30
2002,4,5.85,60.88
2002,5,30.51,67.85
2002,6,30.15,70.57
2002,7,44.48,57.74
2002,8,29.99,59.52
2002,9,17.88,53.83
2002,10,6.94,57.50
2002,11,3.33,55.59
2002,12,1.02,49.41
2003,1,1.17,53.36
2003,2,1.06,42.38
2003,3,2.54,43.33
2003,4,6.23,42.78
2003,5,24.03,40.56
2003,6,49.48,58.94
2003,7,43.17,56.86
2003,8,34.85,51.81
2003,9,17.49,53.69
2003,10,6.69,50.91
2003,11,2.92,56.71
2003,12,1.15,60.01
2004,1,1.28,50.58
2004,2,0.45,47.72
2004,3,2.29,31.27
2004,4,7.06,44.92
2004,5,33.35,41.19
2004,6,37.70,42.67
2004,7,45.58,55.79
2004,8,28.34,60.59
2004,9,11.82,61.61
2004,10,6.00,52.14
2004,11,1.56,45.31
2004,12,0.82,50.65
2005,1,0.82,49.72
2005,2,0.62,33.50
2005,3,2.85,40.86
2005,4,12.45,53.48
2005,5,33.29,47.14
2005,6,45.02,54.97
2005,7,53.12,53.83
2005,8,32.51,58.53
2005,9,14.73,54.12
2005,10,5.77,41.04
2005,11,1.10,48.37
2005,12,0.65,54.62
2006,1,0.62,46.22
2006,2,1.01,35.68
2006,3,2.89,48.54
2006,4,11.12,47.12
2006,5,20.31,44.64
2006,6,47.20,48.37
2006,7,49.08,50.71
2006,8,26.77,60.63
2006,9,15.68,59.86
2006,10,5.46,44.45
2006,11,2.71,52.54
2006,12,1.72,44.45
2007,1,0.71,50.19
2007,2,1.04,61.33
2007,3,3.16,49.34
2007,4,13.26,50.59
2007,5,42.70,54.69
2007,6,42.98,55.65
2007,7,44.20,58.10
2007,8,36.35,58.25
2007,9,17.52,51.46
2007,10,5.78,56.69
2007,11,2.46,59.00
2007,12,1.44,58.28
2008,1,0.98,42.87
2008,2,1.08,36.04
2008,3,2.33,48.00
2008,4,10.40,54.56
2008,5,37.18,45.02
2008,6,46.55,42.01
2008,7,49.04,53.76
2008,8,35.23,62.25
2008,9,20.37,53.75
