Year,Month,SCA,CCA
2018,1,1.00,0.60
2018,2,3.37,0.57
2018,3,2.03,0.02
2018,4,1.78,0.34
2018,5,2.07,0.47
2018,6,1.90,1.53
2018,7,34.09,17.43
2018,8,69.80,6.66
2018,9,24.67,0.05
2018,10,8.17,2.77
2018,11,2.40,0.00
2018,12,0.73,0.14
2019,1,0.95,0.81
2019,2,2.85,0.97
2019,3,0.91,0.00
2019,4,5.73,0.57
2019,5,3.81,15.85
2019,6,13.08,7.81
2019,7,5.45,5.05
2019,8,1.01,0.01
2019,9,3.07,2.91
2019,10,1.33,0.41
2019,11,0.64,0.03
2019,12,0.47,0.03
2020,1,2.06,0.44
2020,2,0.86,0.00
2020,3,1.14,0.02
2020,4,1.13,0.43
2020,5,0.75,3.67
2020,6,18.02,7.84
2020,7,4.65,0.35
2020,8,1.56,4.65
2020,9,0.99,0.03
2020,10,0.89,0.54
2020,11,0.45,0.00
2020,12,0.43,0.00
2021,1,1.01,0.27
2021,2,0.89,0.01
2021,3,1.48,0.14
2021,4,0.36,0.00
2021,5,6.24,4.40
2021,6,43.71,19.75
2021,7,49.95,11.56
2021,8,37.40,1.17
2021,9,13.73,0.21
2021,10,5.01,1.27
2021,11,1.50,0.00
2021,12,1.32,1.42
2022,1,4.22,1.12
2022,2,2.04,0.02
2022,3,3.73,0.14
2022,4,0.62,0.04
2022,5,1.59,1.29
2022,6,45.33,23.65
2022,7,66.19,24.83
2022,8,42.88,0.99
2022,9,21.82,0.19
2022,10,7.78,0.04
2022,11,2.64,0.13
2022,12,0.98,0.02
2023,1,2.54,0.11
2023,2,4.66,0.78
2023,3,2.62,0.04
2023,4,1.69,0.09
2023,5,3.23,1.07
2023,6,3.45,5.61
2023,7,1.70,0.23
2023,8,0.65,0.02
2023,9,0.93,1.90
2023,10,1.20,0.34
2023,11,0.91,0.27
2023,12,0.40,0.00
2024,1,0.73,0.00
2024,2,1.78,0.40
2024,3,1.63,0.13
2024,4,18.82,7.59
