Year,Month,SCA
2000,1,0
2000,2,0.10
2000,3,0.55
2000,4,4.36
2000,5,9.42
2000,6,36.38
2000,7,32.65
2000,8,6.99
2000,9,3.94
2000,10,1.43
2000,11,0.67
2000,12,0.13
2001,1,0.22
2001,2,0.39
2001,3,2.00
2001,4,3.52
2001,5,10.00
2001,6,25.25
2001,7,33.64
2001,8,13.03
2001,9,4.46
2001,10,1.79
2001,11,0.40
2001,12,0.12
2002,1,0.21
2002,2,0.42
2002,3,1.60
2002,4,3.36
2002,5,26.19
2002,6,42.18
2002,7,35.12
2002,8,19.96
2002,9,9.88
2002,10,4.99
2002,11,1.17
2002,12,0.79
2003,1,1.22
2003,2,0.84
2003,3,2.27
2003,4,4.92
2003,5,19.82
2003,6,46.83
2003,7,32.07
2003,8,19.10
2003,9,9.62
2003,10,5.48
2003,11,1.91
2003,12,1.25
2004,1,1.08
2004,2,0.47
2004,3,2.40
2004,4,7.96
2004,5,19.48
2004,6,31.93
2004,7,44.71
2004,8,21.32
2004,9,8.91
2004,10,3.22
2004,11,1.10
2004,12,0.85
2005,1,0.92
2005,2,0.64
2005,3,2.68
2005,4,9.06
2005,5,30.04
2005,6,56.24
2005,7,44.56
2005,8,23.05
2005,9,7.72
2005,10,3.63
2005,11,0.94
2005,12,0.73
2006,1,0.67
2006,2,1.15
2006,3,3.67
2006,4,10.65
2006,5,20.33
2006,6,39.16
2006,7,39.93
2006,8,20.19
2006,9,7.42
2006,10,3.39
2006,11,1.69
2006,12,0.98
2007,1,0.88
2007,2,1.48
2007,3,2.38
2007,4,12.98
2007,5,30.74
2007,6,37.67
2007,7,47.26
2007,8,23.44
2007,9,9.85
2007,10,4.68
2007,11,2.22
2007,12,1.00
2008,1,0.66
2008,2,0.85
2008,3,2.24
2008,4,13.78
2008,5,30.63
2008,6,43.61
2008,7,47.44
2008,8,46.26
2008,9,10.99
2008,10,3.47
2008,11,1.19
2008,12,0.64
2009,1,1.07
2009,2,1.14
2009,3,3.35
2009,4,7.50
2009,5,32.81
2009,6,40.50
2009,7,47.71
2009,8,23.24
2009,9,9.91
2009,10,4.53
2009,11,2.42
2009,12,1.69
2010,1,1.39
2010,2,1.27
2010,3,2.42
2010,4,7.89
2010,5,22.97
2010,6,39.99
2010,7,50.33
2010,8,30.21
2010,9,9.45
2010,10,4.92
2010,11,1.65
2010,12,1.99
2011,1,0.83
2011,2,0.95
2011,3,3.25
2011,4,15.29
2011,5,30.47
2011,6,42.43
2011,7,52.40
2011,8,38.55
2011,9,10.01
2011,10,3.81
2011,11,2.01
2011,12,0.71
2012,1,0.80
2012,2,1.31
2012,3,2.61
2012,4,13.56
2012,5,32.51
2012,6,48.72
2012,7,43.65
2012,8,24.48
2012,9,7.70
2012,10,5.75
2012,11,2.31
2012,12,0.60
2013,1,0.78
2013,2,1.06
2013,3,1.69
2013,4,6.44
2013,5,26.06
2013,6,43.90
2013,7,39.41
2013,8,18.57
2013,9,10.07
2013,10,3.40
2013,11,2.23
2013,12,0.77
2014,1,1.10
2014,2,1.16
2014,3,3.73
2014,4,8.15
2014,5,30.16
2014,6,39.54
2014,7,41.99
2014,8,39.73
2014,9,7.41
2014,10,3.24
2014,11,2.07
2014,12,0.71
2015,1,0.67
2015,2,0.93
2015,3,2.42
2015,4,6.01
2015,5,26.54
2015,6,42.29
2015,7,51.57
2015,8,42.25
2015,9,8.09
2015,10,3.67
2015,11,2.35
2015,12,1.41
2016,1,0.69
2016,2,0.86
2016,3,2.84
2016,4,10.19
2016,5,14.78
2016,6,25.10
2016,7,28.96
2016,8,21.51
2016,9,5.34
2016,10,1.75
2016,11,0.71
2016,12,0.65
2017,1,0.82
2017,2,0.88
2017,3,1.62
2017,4,5.49
2017,5,20.00
2017,6,45.81
2017,7,35.31
2017,8,19.78
2017,9,9.91
2017,10,3.47
2017,11,1.19
2017,12,0.83
2018,1,0.95
2018,2,1.10
2018,3,4.04
2018,4,11.09
2018,5,27.85
2018,6,45.45
2018,7,46.79
2018,8,26.34
2018,9,11.67
2018,10,3.33
2018,11,1.36
2018,12,0.92
2019,1,1.21
2019,2,0.79
2019,3,2.23
2019,4,8.31
2019,5,24.27
2019,6,39.63
2019,7,33.48
2019,8,22.53
2019,9,10.26
2019,10,4.35
2019,11,1.43
2019,12,0.79
2020,1,1.05
2020,2,0.78
2020,3,2.11
2020,4,7.20
2020,5,15.85
2020,6,57.53
2020,7,57.97
2020,8,36.68
2020,9,8.42
2020,10,3.49
2020,11,1.21
2020,12,0.78
2021,1,1.05
2021,2,0.69
2021,3,1.76
2021,4,4.73
2021,5,17.89
2021,6,39.81
2021,7,42.99
2021,8,17.92
2021,9,8.10
2021,10,2.99
2021,11,1.41
2021,12,0.82
2022,1,0.65
2022,2,0.83
2022,3,2.48
2022,4,10.66
2022,5,23.42
2022,6,36.73
2022,7,51.77
2022,8,23.29
2022,9,11.13
2022,10,4.63
2022,11,1.44
2022,12,1.03
2023,1,0.53
2023,2,2.26
2023,3,6.67
2023,4,14.33
2023,5,28.97
2023,6,36.48
2023,7,56.96
2023,8,25.21
2023,9,13.18
2023,10,4.63
2023,11,3.38
2023,12,1.26
