Year,Month,SCA
2000,1,0
2000,2,8.48
2000,3,0.09
2000,4,0.39
2000,5,7.28
2000,6,23.53
2000,7,28.80
2000,8,25.14
2000,9,24.66
2000,10,21.42
2000,11,15.56
2000,12,8.66
2001,1,2.42
2001,2,0.44
2001,3,0.42
2001,4,3.38
2001,5,13.03
2001,6,23.41
2001,7,27.71
2001,8,25.85
2001,9,24.10
2001,10,18.37
2001,11,12.27
2001,12,5.20
2002,1,0.76
2002,2,0.32
2002,3,0.89
2002,4,3.70
2002,5,12.54
2002,6,30.76
2002,7,29.44
2002,8,28.39
2002,9,28.05
2002,10,23.76
2002,11,19.57
2002,12,12.62
2003,1,5.01
2003,2,1.37
2003,3,0.55
2003,4,1.00
2003,5,6.89
2003,6,20.23
2003,7,25.24
2003,8,20.24
2003,9,18.36
2003,10,13.28
2003,11,7.15
2003,12,1.46
2004,1,0.45
2004,2,0.28
2004,3,0.72
2004,4,4.61
2004,5,4.90
2004,6,19.64
2004,7,24.64
2004,8,26.42
2004,9,23.00
2004,10,16.69
2004,11,11.22
2004,12,3.05
2005,1,0.82
2005,2,0.25
2005,3,0.41
2005,4,0.57
2005,5,19.95
2005,6,27.01
2005,7,29.21
2005,8,26.91
2005,9,26.22
2005,10,20.91
2005,11,17.03
2005,12,11.74
2006,1,4.37
2006,2,1.54
2006,3,0.59
2006,4,2.40
2006,5,2.92
2006,6,25.10
2006,7,27.74
2006,8,29.26
2006,9,25.58
2006,10,21.38
2006,11,15.36
2006,12,9.07
2007,1,2.77
2007,2,1.21
2007,3,0.53
2007,4,1.23
2007,5,1.26
2007,6,29.33
2007,7,31.10
2007,8,32.83
2007,9,27.19
2007,10,20.29
2007,11,9.64
2007,12,1.62
2008,1,0.36
2008,2,0.20
2008,3,0.20
2008,4,2.97
2008,5,15.76
2008,6,28.48
2008,7,26.71
2008,8,26.52
2008,9,24.45
2008,10,18.75
2008,11,10.50
2008,12,2.18
2009,1,0.41
2009,2,0.22
2009,3,0.10
2009,4,0.14
2009,5,6.10
2009,6,14.37
2009,7,27.34
2009,8,27.71
2009,9,23.39
2009,10,20.61
2009,11,15.83
2009,12,8.68
2010,1,2.22
2010,2,0.39
2010,3,0.17
2010,4,0.21
2010,5,11.21
2010,6,18.47
2010,7,32.47
2010,8,29.76
2010,9,23.83
2010,10,15.08
2010,11,5.30
2010,12,1.58
2011,1,0.27
2011,2,0.16
2011,3,1.24
2011,4,5.68
2011,5,9.42
2011,6,25.24
2011,7,30.16
2011,8,33.01
2011,9,28.72
2011,10,20.64
2011,11,12.43
2011,12,2.53
2012,1,0.26
2012,2,0.17
2012,3,0.09
2012,4,0.84
2012,5,3.52
2012,6,15.84
2012,7,25.26
2012,8,25.09
2012,9,16.70
2012,10,13.52
2012,11,4.88
2012,12,5.96
2013,1,0.54
2013,2,0.20
2013,3,0.11
2013,4,0.16
2013,5,7.88
2013,6,24.20
2013,7,28.80
2013,8,28.51
2013,9,22.32
2013,10,18.18
2013,11,9.09
2013,12,1.51
2014,1,0.20
2014,2,0.14
2014,3,0.34
2014,4,1.55
2014,5,15.28
2014,6,32.29
2014,7,30.96
2014,8,27.88
2014,9,24.12
2014,10,18.82
2014,11,11.07
2014,12,4.17
2015,1,0.68
2015,2,0.23
2015,3,0.14
2015,4,0.96
2015,5,3.52
2015,6,22.33
2015,7,23.50
2015,8,27.87
2015,9,23.25
2015,10,20.95
2015,11,13.83
2015,12,4.70
2016,1,0.69
2016,2,0.18
2016,3,0.10
2016,4,2.08
2016,5,11.11
2016,6,11.59
2016,7,16.27
2016,8,22.45
2016,9,14.27
2016,10,10.11
2016,11,3.59
2016,12,0.41
2017,1,0.10
2017,2,0.11
2017,3,0.23
2017,4,2.50
2017,5,11.29
2017,6,24.91
2017,7,28.15
2017,8,27.86
2017,9,24.50
2017,10,20.72
2017,11,12.62
2017,12,2.81
2018,1,0.34
2018,2,0.11
2018,3,1.73
2018,4,3.37
2018,5,3.90
2018,6,27.03
2018,7,25.43
2018,8,24.81
2018,9,20.78
2018,10,20.01
2018,11,11.38
2018,12,3.28
2019,1,0.42
2019,2,0.14
2019,3,0.09
2019,4,0.14
2019,5,15.02
2019,6,28.54
2019,7,27.60
2019,8,22.61
2019,9,19.22
2019,10,12.48
2019,11,3.81
2019,12,0.42
2020,1,0.11
2020,2,0.11
2020,3,0.04
2020,4,0.94
2020,5,4.46
2020,6,19.29
2020,7,31.91
2020,8,28.16
2020,9,24.96
2020,10,19.97
2020,11,10.26
2020,12,1.94
2021,1,0.33
2021,2,0.41
2021,3,0.13
2021,4,0.23
2021,5,11.92
2021,6,15.04
2021,7,18.78
2021,8,16.16
2021,9,22.97
2021,10,12.91
2021,11,2.03
2021,12,0.23
2022,1,0.06
2022,2,0.12
2022,3,0.11
2022,4,0.79
2022,5,14.77
2022,6,22.80
2022,7,32.47
2022,8,28.72
2022,9,24.29
2022,10,16.21
2022,11,5.87
2022,12,0.71
2023,1,0.12
2023,2,0.07
2023,3,0.07
2023,4,0.47
2023,5,10.83
2023,6,16.15
2023,7,24.54
2023,8,24.76
2023,9,24.55
2023,10,20.60
2023,11,16.63
2023,12,8.72
