Year,Month,SCA,CCA
2000,1,0,
2000,2,0.55,48.44
2000,3,0.14,7.77
2000,4,0.07,41.64
2000,5,1.41,62.36
2000,6,5.46,79.39
2000,7,9.60,46.05
2000,8,6.60,55.51
2000,9,5.72,66.67
2000,10,6.80,29.54
2000,11,5.07,23.01
2000,12,2.95,3.50
2001,1,1.33,6.98
2001,2,0.66,0.02
2001,3,0.32,11.15
2001,4,0.56,12.48
2001,5,1.94,66.96
2001,6,5.37,70.66
2001,7,7.79,80.27
2001,8,7.10,37.99
2001,9,6.03,38.33
2001,10,4.78,28.13
2001,11,3.21,24.76
2001,12,1.86,1.27
2002,1,0.76,2.40
2002,2,0.38,1.49
2002,3,0.41,33.18
2002,4,0.79,30.09
2002,5,2.77,60.12
2002,6,9.83,51.07
2002,7,10.57,46.35
2002,8,9.78,56.33
2002,9,8.38,43.29
2002,10,7.27,58.44
2002,11,7.06,26.10
2002,12,3.95,2.62
2003,1,2.08,6.42
2003,2,1.08,0.01
2003,3,0.66,0.41
2003,4,0.55,13.45
2003,5,1.18,26.95
2003,6,3.94,60.37
2003,7,8.05,29.26
2003,8,6.63,27.36
2003,9,5.68,25.35
2003,10,4.04,16.20
2003,11,2.24,10.31
2003,12,1.14,8.23
2004,1,0.58,0.04
2004,2,0.31,0.05
2004,3,0.24,9.56
2004,4,1.14,32.62
2004,5,1.38,14.87
2004,6,5.11,58.41
2004,7,6.92,60.54
2004,8,9.11,35.46
2004,9,7.59,25.05
2004,10,4.65,45.27
2004,11,3.73,21.02
2004,12,1.60,6.64
2005,1,0.75,0.02
2005,2,0.34,0.35
2005,3,0.28,0.74
2005,4,0.39,0.08
2005,5,3.77,56.65
2005,6,8.83,52.97
2005,7,15.79,48.13
2005,8,14.43,51.65
2005,9,13.81,18.30
2005,10,8.11,6.53
2005,11,5.28,9.28
2005,12,2.84,4.71
2006,1,1.36,0.83
2006,2,0.72,0.04
2006,3,0.46,0.05
2006,4,0.60,17.36
2006,5,1.60,35.67
2006,6,11.23,62.28
2006,7,14.01,57.21
2006,8,17.73,40.73
2006,9,13.64,26.48
2006,10,9.74,30.04
2006,11,5.01,2.88
2006,12,2.66,7.52
2007,1,1.30,7.49
2007,2,0.92,2.59
2007,3,0.57,4.19
2007,4,0.92,20.15
2007,5,1.24,29.02
2007,6,16.59,32.68
2007,7,19.80,45.02
2007,8,20.81,18.24
2007,9,15.85,18.63
2007,10,9.30,18.20
2007,11,3.56,2.69
2007,12,1.07,7.01
2008,1,0.36,0.05
2008,2,0.18,0.17
2008,3,0.13,0.18
2008,4,0.75,2.19
2008,5,2.13,32.22
2008,6,14.23,31.79
2008,7,14.08,69.81
2008,8,13.46,49.75
2008,9,10.83,16.60
2008,10,6.40,11.74
2008,11,3.23,2.27
2008,12,1.04,0.39
2009,1,0.38,0.00
2009,2,0.15,0.07
2009,3,0.06,0.42
2009,4,0.14,0.21
2009,5,0.78,41.20
2009,6,4.81,42.47
2009,7,13.51,36.06
2009,8,15.31,66.64
2009,9,10.24,13.31
2009,10,8.20,30.79
2009,11,5.00,30.23
2009,12,2.60,1.49
2010,1,1.12,0.03
2010,2,0.48,0.13
2010,3,0.24,0.14
2010,4,0.30,7.48
2010,5,2.37,25.23
2010,6,8.21,45.84
2010,7,20.15,36.19
2010,8,18.51,18.17
2010,9,13.42,11.40
2010,10,8.36,32.25
2010,11,3.78,11.63
2010,12,1.42,4.49
2011,1,0.39,0.75
2011,2,0.12,0.16
2011,3,0.42,1.90
2011,4,1.28,15.14
2011,5,2.71,27.23
2011,6,14.03,44.77
2011,7,17.90,41.41
2011,8,21.01,48.71
2011,9,17.45,16.77
2011,10,10.15,17.10
2011,11,5.59,9.59
2011,12,1.94,0.06
2012,1,0.44,6.17
2012,2,0.14,2.36
2012,3,0.13,0.10
2012,4,0.20,13.09
2012,5,1.00,46.49
2012,6,5.78,57.90
2012,7,13.31,18.86
2012,8,12.82,41.54
2012,9,6.22,11.73
2012,10,3.58,31.68
2012,11,1.62,9.69
2012,12,1.62,20.16
2013,1,0.48,0.34
2013,2,0.15,10.47
2013,3,0.11,1.85
2013,4,0.10,3.77
2013,5,1.66,28.29
2013,6,10.97,25.73
2013,7,14.84,48.75
2013,8,15.84,24.90
2013,9,10.28,40.36
2013,10,6.54,18.88
2013,11,3.38,8.14
2013,12,1.33,0.05
2014,1,0.43,0.92
2014,2,0.16,0.02
2014,3,0.15,4.03
2014,4,0.81,5.90
2014,5,2.96,38.32
2014,6,19.57,44.18
2014,7,18.95,37.61
2014,8,14.59,28.66
2014,9,12.01,43.59
2014,10,7.59,10.54
2014,11,3.76,3.92
2014,12,1.55,1.01
2015,1,0.76,0.00
2015,2,0.30,0.01
2015,3,0.12,1.51
2015,4,0.31,6.81
2015,5,1.05,25.45
2015,6,13.38,36.10
2015,7,12.88,59.10
2015,8,14.63,56.86
2015,9,10.34,52.67
2015,10,8.00,28.26
2015,11,4.01,9.95
2015,12,1.59,0.18
2016,1,0.57,3.30
2016,2,0.13,0.00
2016,3,0.05,2.52
2016,4,0.70,37.41
2016,5,1.51,38.59
2016,6,3.42,15.84
2016,7,6.40,50.65
2016,8,9.60,27.76
2016,9,4.75,10.15
2016,10,2.15,23.52
2016,11,0.73,2.76
2016,12,0.31,0.59
2017,1,0.06,0.01
2017,2,0.07,9.19
2017,3,0.25,9.17
2017,4,0.69,1.90
2017,5,3.06,22.43
2017,6,12.99,49.01
2017,7,14.86,20.24
2017,8,15.26,45.17
2017,9,14.76,15.74
2017,10,9.95,24.39
2017,11,4.89,17.89
2017,12,1.25,1.58
2018,1,0.25,1.91
2018,2,0.10,0.23
2018,3,0.47,0.23
2018,4,1.11,25.73
2018,5,1.16,36.78
2018,6,9.97,37.86
2018,7,9.81,30.50
2018,8,10.94,30.22
2018,9,7.58,39.08
2018,10,7.73,23.81
2018,11,3.39,10.02
2018,12,1.45,0.28
2019,1,0.57,7.93
2019,2,0.21,0.01
2019,3,0.05,0.01
2019,4,0.07,8.18
2019,5,2.67,40.85
2019,6,15.11,57.78
2019,7,16.02,33.87
2019,8,13.34,41.37
2019,9,9.08,24.56
2019,10,5.26,26.39
2019,11,1.68,8.25
2019,12,0.43,0.04
2020,1,0.13,0.20
2020,2,0.06,0.01
2020,3,0.01,0.63
2020,4,0.15,7.03
2020,5,0.90,8.71
2020,6,7.21,65.05
2020,7,19.27,52.79
2020,8,15.71,22.89
2020,9,12.30,16.89
2020,10,8.44,1.69
2020,11,3.32,0.47
2020,12,0.93,0.06
2021,1,0.26,10.12
2021,2,0.08,4.52
2021,3,0.05,0.26
2021,4,0.26,15.93
2021,5,4.28,36.30
2021,6,4.37,39.29
2021,7,9.66,27.45
2021,8,6.50,42.92
2021,9,11.32,11.38
2021,10,4.73,7.45
2021,11,0.75,8.75
2021,12,0.12,1.59
2022,1,0.04,3.99
2022,2,0.04,1.22
2022,3,0.10,0.34
2022,4,0.45,28.92
2022,5,4.28,22.30
2022,6,9.65,61.94
2022,7,20.66,46.45
2022,8,16.44,28.05
2022,9,12.86,15.40
2022,10,6.34,12.36
2022,11,2.62,7.20
2022,12,0.60,0.60
2023,1,0.09,0.00
2023,2,0.04,0.00
2023,3,0.02,0.02
2023,4,0.17,15.45
2023,5,2.35,16.23
2023,6,4.93,46.01
2023,7,14.13,57.12
2023,8,11.87,45.97
2023,9,12.16,44.61
2023,10,7.64,16.08
2023,11,5.15,7.92
2023,12,2.43,0.30
2024,1,1.01,0.03
2024,2,0.38,5.96
2024,3,0.20,0.67
2024,4,0.45,23.35
