Year,Month,SCA
2000,1,0
2000,2,0.14
2000,3,1.83
2000,4,2.63
2000,5,10.42
2000,6,19.86
2000,7,23.28
2000,8,15.01
2000,9,5.51
2000,10,2.78
2000,11,1.63
2000,12,0.36
2001,1,0.90
2001,2,1.25
2001,3,2.20
2001,4,4.07
2001,5,9.77
2001,6,19.98
2001,7,19.79
2001,8,19.31
2001,9,8.62
2001,10,2.41
2001,11,0.47
2001,12,1.07
2002,1,1.87
2002,2,2.07
2002,3,1.64
2002,4,5.90
2002,5,5.17
2002,6,30.67
2002,7,26.94
2002,8,25.71
2002,9,7.97
2002,10,6.30
2002,11,1.67
2002,12,0.71
2003,1,0.92
2003,2,1.76
2003,3,2.87
2003,4,6.09
2003,5,10.76
2003,6,38.03
2003,7,31.68
2003,8,21.60
2003,9,11.40
2003,10,6.13
2003,11,1.34
2003,12,0.91
2004,1,1.78
2004,2,2.45
2004,3,3.07
2004,4,5.66
2004,5,10.96
2004,6,25.53
2004,7,26.92
2004,8,20.70
2004,9,21.48
2004,10,3.59
2004,11,1.91
2004,12,1.27
2005,1,2.05
2005,2,2.84
2005,3,3.40
2005,4,5.85
2005,5,32.16
2005,6,35.90
2005,7,41.07
2005,8,44.64
2005,9,30.25
2005,10,22.21
2005,11,2.63
2005,12,0.97
2006,1,1.98
2006,2,2.74
2006,3,2.83
2006,4,5.88
2006,5,12.24
2006,6,29.25
2006,7,48.52
2006,8,40.65
2006,9,34.22
2006,10,18.66
2006,11,3.13
2006,12,0.29
2007,1,1.46
2007,2,2.14
2007,3,3.33
2007,4,6.19
2007,5,20.40
2007,6,50.61
2007,7,48.72
2007,8,44.44
2007,9,32.32
2007,10,28.41
2007,11,1.04
2007,12,0.91
2008,1,2.53
2008,2,2.65
2008,3,2.54
2008,4,10.67
2008,5,19.67
2008,6,38.60
2008,7,40.63
2008,8,43.60
2008,9,28.49
2008,10,8.59
2008,11,2.00
2008,12,2.54
2009,1,2.31
2009,2,2.50
2009,3,3.08
2009,4,4.43
2009,5,20.92
2009,6,26.16
2009,7,38.01
2009,8,22.87
2009,9,19.02
2009,10,14.36
2009,11,2.03
2009,12,0.28
2010,1,2.23
2010,2,2.52
2010,3,2.82
2010,4,4.54
2010,5,20.56
2010,6,31.88
2010,7,48.93
2010,8,43.16
2010,9,31.48
2010,10,20.43
2010,11,1.61
2010,12,1.64
2011,1,1.67
2011,2,2.61
2011,3,2.83
2011,4,7.16
2011,5,19.46
2011,6,31.68
2011,7,47.94
2011,8,35.22
2011,9,28.04
2011,10,19.39
2011,11,1.23
2011,12,1.77
2012,1,2.52
2012,2,1.89
2012,3,2.50
2012,4,5.54
2012,5,14.05
2012,6,36.85
2012,7,45.93
2012,8,37.43
2012,9,23.64
2012,10,16.72
2012,11,1.13
2012,12,0.88
2013,1,2.85
2013,2,2.53
2013,3,2.85
2013,4,4.01
2013,5,22.02
2013,6,34.54
2013,7,36.09
2013,8,31.84
2013,9,23.98
2013,10,15.75
2013,11,0.89
2013,12,1.09
2014,1,2.44
2014,2,2.37
2014,3,3.50
2014,4,7.69
2014,5,13.10
2014,6,38.14
2014,7,32.18
2014,8,17.96
2014,9,9.99
2014,10,4.50
2014,11,4.60
2014,12,1.18
2015,1,2.44
2015,2,2.54
2015,3,2.83
2015,4,4.88
2015,5,14.49
2015,6,45.45
2015,7,43.99
2015,8,36.82
2015,9,30.04
2015,10,20.73
2015,11,0.74
2015,12,1.14
2016,1,2.48
2016,2,2.65
2016,3,2.87
2016,4,5.01
2016,5,8.02
2016,6,22.70
2016,7,23.68
2016,8,15.60
2016,9,20.06
2016,10,7.80
2016,11,2.33
2016,12,1.70
2017,1,1.50
2017,2,2.18
2017,3,2.71
2017,4,3.61
2017,5,28.46
2017,6,44.47
2017,7,40.89
2017,8,11.94
2017,9,34.13
2017,10,12.57
2017,11,2.13
2017,12,0.69
2018,1,1.95
2018,2,1.98
2018,3,2.84
2018,4,10.08
2018,5,18.40
2018,6,33.29
2018,7,43.77
2018,8,29.43
2018,9,9.45
2018,10,7.95
2018,11,3.03
2018,12,1.29
2019,1,2.30
2019,2,2.81
2019,3,2.46
2019,4,5.58
2019,5,17.99
2019,6,37.81
2019,7,34.83
2019,8,30.92
2019,9,19.32
2019,10,20.14
2019,11,1.98
2019,12,1.37
2020,1,2.29
2020,2,2.56
2020,3,3.21
2020,4,5.73
2020,5,22.51
2020,6,31.48
2020,7,44.18
2020,8,26.13
2020,9,26.36
2020,10,20.36
2020,11,1.25
2020,12,0.64
2021,1,1.78
2021,2,2.94
2021,3,2.63
2021,4,3.78
2021,5,14.18
2021,6,39.81
2021,7,39.86
2021,8,26.31
2021,9,16.78
2021,10,3.27
2021,11,1.62
2021,12,2.31
2022,1,2.60
2022,2,2.17
2022,3,2.47
2022,4,6.32
2022,5,30.49
2022,6,48.13
2022,7,47.78
2022,8,47.75
2022,9,12.14
2022,10,5.60
2022,11,1.31
2022,12,1.78
2023,1,2.67
2023,2,2.63
2023,3,3.67
2023,4,4.73
2023,5,29.54
2023,6,48.76
2023,7,47.35
2023,8,27.64
2023,9,20.43
2023,10,17.56
2023,11,7.03
2023,12,1.60
