Year,Month,SCA
2000,1,0
2000,2,0.50
2000,3,0.52
2000,4,0.32
2000,5,1.17
2000,6,5.45
2000,7,4.55
2000,8,3.85
2000,9,2.46
2000,10,1.86
2000,11,1.28
2000,12,1.07
2001,1,0.70
2001,2,0.51
2001,3,0.43
2001,4,0.56
2001,5,1.94
2001,6,2.31
2001,7,6.06
2001,8,3.23
2001,9,2.33
2001,10,1.43
2001,11,1.08
2001,12,0.83
2002,1,0.48
2002,2,0.39
2002,3,0.34
2002,4,0.55
2002,5,2.06
2002,6,7.29
2002,7,6.29
2002,8,3.67
2002,9,3.04
2002,10,2.43
2002,11,1.36
2002,12,1.42
2003,1,0.98
2003,2,0.72
2003,3,0.55
2003,4,0.85
2003,5,1.82
2003,6,5.09
2003,7,6.67
2003,8,4.50
2003,9,2.78
2003,10,1.39
2003,11,0.96
2003,12,1.13
2004,1,0.68
2004,2,0.54
2004,3,0.46
2004,4,1.13
2004,5,0.93
2004,6,6.59
2004,7,8.81
2004,8,3.05
2004,9,3.63
2004,10,1.40
2004,11,1.17
2004,12,0.84
2005,1,0.70
2005,2,0.46
2005,3,0.49
2005,4,0.76
2005,5,6.29
2005,6,17.45
2005,7,7.87
2005,8,8.58
2005,9,3.98
2005,10,2.26
2005,11,1.30
2005,12,1.46
2006,1,0.92
2006,2,0.70
2006,3,0.53
2006,4,0.78
2006,5,1.64
2006,6,7.38
2006,7,10.42
2006,8,6.02
2006,9,4.10
2006,10,1.79
2006,11,1.43
2006,12,1.24
2007,1,0.73
2007,2,0.61
2007,3,0.46
2007,4,1.16
2007,5,2.44
2007,6,12.47
2007,7,14.22
2007,8,10.22
2007,9,5.08
2007,10,2.89
2007,11,1.47
2007,12,1.53
2008,1,0.75
2008,2,0.45
2008,3,0.40
2008,4,1.24
2008,5,1.64
2008,6,6.87
2008,7,6.61
2008,8,8.72
2008,9,3.71
2008,10,1.99
2008,11,1.24
2008,12,0.83
2009,1,0.56
2009,2,0.46
2009,3,0.38
2009,4,0.66
2009,5,2.69
2009,6,3.44
2009,7,6.01
2009,8,5.15
2009,9,3.39
2009,10,1.78
2009,11,2.02
2009,12,1.14
2010,1,0.90
2010,2,0.60
2010,3,0.51
2010,4,0.74
2010,5,2.22
2010,6,8.86
2010,7,10.24
2010,8,7.71
2010,9,5.01
2010,10,2.45
2010,11,1.34
2010,12,1.27
2011,1,0.77
2011,2,0.51
2011,3,0.67
2011,4,1.08
2011,5,2.76
2011,6,4.91
2011,7,11.40
2011,8,7.99
2011,9,4.41
2011,10,2.30
2011,11,1.25
2011,12,1.11
2012,1,0.56
2012,2,0.39
2012,3,0.40
2012,4,0.51
2012,5,2.36
2012,6,4.70
2012,7,6.77
2012,8,3.22
2012,9,2.06
2012,10,1.16
2012,11,1.06
2012,12,0.81
2013,1,0.49
2013,2,0.44
2013,3,0.38
2013,4,0.70
2013,5,2.42
2013,6,6.70
2013,7,5.81
2013,8,5.82
2013,9,3.22
2013,10,1.31
2013,11,1.23
2013,12,0.82
2014,1,0.55
2014,2,0.39
2014,3,0.39
2014,4,0.94
2014,5,2.15
2014,6,9.55
2014,7,7.70
2014,8,4.05
2014,9,2.84
2014,10,1.49
2014,11,1.16
2014,12,0.99
2015,1,0.65
2015,2,0.45
2015,3,0.31
2015,4,0.37
2015,5,2.14
2015,6,7.79
2015,7,8.16
2015,8,6.06
2015,9,3.98
2015,10,2.49
2015,11,1.46
2015,12,0.98
2016,1,0.60
2016,2,0.41
2016,3,0.36
2016,4,0.84
2016,5,1.17
2016,6,3.33
2016,7,5.37
2016,8,5.64
2016,9,2.87
2016,10,1.15
2016,11,0.96
2016,12,0.58
2017,1,0.38
2017,2,0.31
2017,3,0.45
2017,4,0.58
2017,5,3.75
2017,6,12.81
2017,7,8.36
2017,8,6.88
2017,9,4.20
2017,10,2.19
2017,11,1.74
2017,12,1.29
2018,1,0.78
2018,2,0.48
2018,3,0.54
2018,4,1.06
2018,5,2.47
2018,6,8.26
2018,7,6.62
2018,8,3.00
2018,9,2.23
2018,10,1.87
2018,11,1.18
2018,12,0.93
2019,1,0.67
2019,2,0.40
2019,3,0.38
2019,4,0.51
2019,5,2.97
2019,6,8.00
2019,7,10.38
2019,8,5.77
2019,9,3.43
2019,10,1.85
2019,11,1.41
2019,12,0.99
2020,1,0.67
2020,2,0.45
2020,3,0.36
2020,4,0.60
2020,5,2.05
2020,6,7.65
2020,7,14.46
2020,8,6.68
2020,9,4.35
2020,10,1.55
2020,11,1.58
2020,12,1.27
2021,1,0.73
2021,2,0.41
2021,3,0.33
2021,4,0.44
2021,5,1.63
2021,6,6.57
2021,7,5.00
2021,8,3.58
2021,9,2.92
2021,10,1.88
2021,11,1.22
2021,12,0.63
2022,1,0.41
2022,2,0.32
2022,3,0.54
2022,4,1.49
2022,5,3.60
2022,6,6.98
2022,7,13.91
2022,8,5.62
2022,9,3.97
2022,10,1.62
2022,11,1.40
2022,12,0.82
2023,1,0.45
2023,2,0.31
2023,3,0.30
2023,4,0.57
2023,5,3.48
2023,6,8.51
2023,7,15.03
2023,8,5.71
2023,9,3.79
2023,10,2.04
2023,11,1.67
2023,12,1.38
