Year,Month,SCA
2000,1,0
2000,2,0.55
2000,3,2.72
2000,4,2.58
2000,5,11.14
2000,6,20.85
2000,7,26.96
2000,8,17.22
2000,9,8.77
2000,10,4.21
2000,11,3.74
2000,12,3.11
2001,1,3.28
2001,2,3.02
2001,3,3.11
2001,4,4.04
2001,5,12.46
2001,6,19.87
2001,7,28.71
2001,8,22.81
2001,9,13.97
2001,10,6.88
2001,11,4.02
2001,12,4.20
2002,1,3.42
2002,2,2.66
2002,3,3.09
2002,4,9.45
2002,5,8.85
2002,6,35.54
2002,7,31.22
2002,8,19.31
2002,9,4.30
2002,10,7.90
2002,11,3.81
2002,12,4.69
2003,1,4.91
2003,2,4.72
2003,3,3.94
2003,4,7.57
2003,5,9.44
2003,6,31.18
2003,7,29.35
2003,8,24.04
2003,9,10.93
2003,10,9.88
2003,11,3.03
2003,12,3.37
2004,1,4.94
2004,2,4.19
2004,3,3.34
2004,4,9.68
2004,5,8.47
2004,6,24.81
2004,7,29.56
2004,8,21.76
2004,9,22.02
2004,10,4.99
2004,11,5.13
2004,12,5.24
2005,1,3.91
2005,2,3.82
2005,3,3.24
2005,4,6.66
2005,5,24.82
2005,6,38.70
2005,7,38.63
2005,8,38.65
2005,9,29.61
2005,10,16.97
2005,11,4.23
2005,12,4.57
2006,1,5.33
2006,2,4.42
2006,3,4.19
2006,4,5.07
2006,5,11.94
2006,6,34.02
2006,7,46.36
2006,8,37.38
2006,9,27.62
2006,10,20.20
2006,11,7.29
2006,12,1.31
2007,1,4.93
2007,2,4.72
2007,3,3.61
2007,4,9.23
2007,5,21.81
2007,6,39.53
2007,7,46.89
2007,8,43.63
2007,9,31.35
2007,10,25.46
2007,11,3.22
2007,12,5.18
2008,1,5.61
2008,2,4.45
2008,3,3.33
2008,4,9.87
2008,5,11.66
2008,6,31.15
2008,7,39.30
2008,8,38.09
2008,9,27.04
2008,10,13.15
2008,11,4.70
2008,12,4.85
2009,1,3.65
2009,2,2.74
2009,3,2.45
2009,4,3.58
2009,5,23.34
2009,6,24.28
2009,7,40.73
2009,8,20.59
2009,9,21.30
2009,10,14.28
2009,11,3.07
2009,12,2.89
2010,1,5.81
2010,2,4.70
2010,3,3.88
2010,4,5.83
2010,5,22.23
2010,6,33.01
2010,7,40.91
2010,8,40.84
2010,9,28.24
2010,10,16.25
2010,11,5.14
2010,12,5.40
2011,1,4.84
2011,2,4.11
2011,3,4.42
2011,4,6.76
2011,5,17.75
2011,6,31.03
2011,7,47.68
2011,8,35.57
2011,9,19.16
2011,10,22.11
2011,11,6.52
2011,12,5.68
2012,1,4.55
2012,2,2.95
2012,3,2.81
2012,4,4.31
2012,5,15.75
2012,6,35.01
2012,7,44.91
2012,8,30.63
2012,9,21.20
2012,10,14.65
2012,11,4.41
2012,12,2.26
2013,1,4.77
2013,2,3.81
2013,3,2.47
2013,4,3.35
2013,5,22.43
2013,6,37.39
2013,7,34.84
2013,8,29.97
2013,9,22.58
2013,10,14.21
2013,11,4.11
2013,12,4.80
2014,1,4.47
2014,2,3.24
2014,3,3.61
2014,4,9.34
2014,5,14.91
2014,6,38.04
2014,7,34.83
2014,8,25.54
2014,9,21.15
2014,10,9.86
2014,11,4.32
2014,12,4.31
2015,1,4.36
2015,2,3.28
2015,3,2.39
2015,4,3.57
2015,5,15.30
2015,6,37.71
2015,7,37.30
2015,8,25.20
2015,9,26.38
2015,10,19.53
2015,11,3.37
2015,12,4.30
2016,1,4.48
2016,2,3.33
2016,3,2.69
2016,4,5.09
2016,5,6.14
2016,6,21.60
2016,7,26.04
2016,8,21.95
2016,9,19.71
2016,10,7.06
2016,11,5.18
2016,12,3.67
2017,1,2.87
2017,2,2.33
2017,3,2.64
2017,4,2.63
2017,5,29.97
2017,6,36.02
2017,7,40.44
2017,8,25.59
2017,9,31.70
2017,10,19.68
2017,11,5.60
2017,12,3.60
2018,1,4.80
2018,2,3.99
2018,3,3.59
2018,4,8.34
2018,5,15.45
2018,6,34.42
2018,7,44.86
2018,8,26.44
2018,9,20.88
2018,10,15.12
2018,11,5.07
2018,12,4.75
2019,1,4.79
2019,2,3.86
2019,3,2.86
2019,4,5.51
2019,5,16.07
2019,6,41.89
2019,7,40.20
2019,8,28.92
2019,9,21.17
2019,10,17.14
2019,11,5.29
2019,12,4.65
2020,1,5.07
2020,2,4.08
2020,3,3.50
2020,4,5.49
2020,5,16.27
2020,6,28.26
2020,7,49.55
2020,8,32.40
2020,9,28.72
2020,10,17.54
2020,11,3.87
2020,12,4.05
2021,1,4.99
2021,2,4.66
2021,3,3.01
2021,4,3.25
2021,5,12.56
2021,6,40.50
2021,7,35.35
2021,8,29.37
2021,9,19.33
2021,10,8.09
2021,11,4.68
2021,12,5.30
2022,1,3.78
2022,2,2.36
2022,3,3.35
2022,4,5.76
2022,5,31.46
2022,6,46.93
2022,7,43.28
2022,8,36.45
2022,9,23.35
2022,10,13.79
2022,11,5.45
2022,12,4.57
2023,1,3.86
2023,2,2.84
2023,3,2.63
2023,4,3.51
2023,5,21.65
2023,6,46.33
2023,7,46.10
2023,8,38.37
2023,9,22.47
2023,10,18.43
2023,11,5.80
2023,12,5.51
