Year,Month,SCA
2000,1,0
2000,2,0.09
2000,3,1.83
2000,4,2.12
2000,5,14.03
2000,6,38.64
2000,7,48.21
2000,8,38.01
2000,9,22.64
2000,10,19.79
2000,11,13.70
2000,12,5.34
2001,1,3.42
2001,2,2.23
2001,3,2.91
2001,4,4.60
2001,5,13.52
2001,6,20.13
2001,7,61.56
2001,8,48.44
2001,9,30.77
2001,10,17.47
2001,11,6.72
2001,12,4.77
2002,1,2.76
2002,2,2.13
2002,3,3.32
2002,4,10.14
2002,5,21.05
2002,6,55.14
2002,7,46.59
2002,8,41.34
2002,9,18.65
2002,10,22.37
2002,11,16.30
2002,12,7.45
2003,1,6.34
2003,2,3.78
2003,3,3.32
2003,4,8.66
2003,5,10.87
2003,6,45.50
2003,7,51.88
2003,8,45.18
2003,9,20.53
2003,10,23.59
2003,11,5.72
2003,12,6.02
2004,1,5.57
2004,2,3.53
2004,3,2.94
2004,4,15.66
2004,5,11.33
2004,6,34.16
2004,7,47.53
2004,8,37.83
2004,9,38.89
2004,10,6.68
2004,11,11.14
2004,12,6.14
2005,1,3.23
2005,2,3.10
2005,3,3.86
2005,4,7.19
2005,5,44.29
2005,6,61.44
2005,7,63.47
2005,8,64.91
2005,9,50.63
2005,10,36.70
2005,11,11.70
2005,12,7.69
2006,1,6.46
2006,2,4.46
2006,3,3.97
2006,4,5.89
2006,5,14.80
2006,6,51.47
2006,7,70.41
2006,8,61.65
2006,9,47.37
2006,10,32.89
2006,11,9.68
2006,12,4.11
2007,1,5.76
2007,2,4.20
2007,3,3.13
2007,4,10.80
2007,5,24.82
2007,6,56.23
2007,7,71.62
2007,8,62.82
2007,9,49.05
2007,10,42.77
2007,11,6.91
2007,12,8.66
2008,1,5.70
2008,2,3.53
2008,3,2.59
2008,4,11.83
2008,5,29.07
2008,6,53.48
2008,7,54.70
2008,8,65.44
2008,9,44.30
2008,10,22.33
2008,11,8.04
2008,12,3.66
2009,1,2.09
2009,2,1.90
2009,3,2.10
2009,4,3.99
2009,5,35.21
2009,6,42.67
2009,7,56.54
2009,8,46.15
2009,9,36.28
2009,10,28.23
2009,11,6.67
2009,12,5.42
2010,1,6.39
2010,2,4.11
2010,3,3.44
2010,4,8.82
2010,5,27.75
2010,6,43.84
2010,7,64.28
2010,8,60.35
2010,9,50.03
2010,10,32.15
2010,11,7.53
2010,12,6.77
2011,1,4.00
2011,2,3.05
2011,3,2.86
2011,4,7.27
2011,5,21.17
2011,6,44.85
2011,7,64.80
2011,8,58.80
2011,9,44.17
2011,10,32.62
2011,11,8.24
2011,12,6.91
2012,1,3.96
2012,2,1.94
2012,3,2.16
2012,4,4.36
2012,5,14.23
2012,6,48.38
2012,7,63.26
2012,8,50.64
2012,9,38.88
2012,10,28.44
2012,11,7.97
2012,12,3.38
2013,1,4.40
2013,2,2.67
2013,3,2.19
2013,4,3.47
2013,5,29.15
2013,6,46.97
2013,7,53.82
2013,8,56.12
2013,9,37.93
2013,10,24.55
2013,11,6.99
2013,12,4.71
2014,1,4.22
2014,2,2.37
2014,3,3.26
2014,4,11.77
2014,5,21.48
2014,6,62.72
2014,7,52.51
2014,8,38.39
2014,9,32.01
2014,10,16.70
2014,11,7.12
2014,12,4.77
2015,1,3.29
2015,2,2.44
2015,3,2.10
2015,4,3.94
2015,5,17.11
2015,6,56.92
2015,7,60.55
2015,8,51.19
2015,9,45.94
2015,10,33.30
2015,11,6.85
2015,12,5.39
2016,1,3.92
2016,2,2.58
2016,3,2.23
2016,4,6.62
2016,5,7.92
2016,6,24.74
2016,7,33.43
2016,8,43.81
2016,9,35.35
2016,10,14.54
2016,11,5.82
2016,12,2.70
2017,1,1.78
2017,2,1.75
2017,3,2.21
2017,4,3.08
2017,5,34.20
2017,6,44.14
2017,7,63.48
2017,8,49.29
2017,9,49.66
2017,10,34.73
2017,11,9.61
2017,12,6.56
2018,1,4.26
2018,2,2.94
2018,3,2.77
2018,4,12.93
2018,5,18.59
2018,6,45.81
2018,7,64.18
2018,8,48.77
2018,9,29.85
2018,10,30.59
2018,11,8.09
2018,12,5.45
2019,1,4.14
2019,2,3.07
2019,3,2.34
2019,4,7.09
2019,5,17.53
2019,6,59.03
2019,7,58.33
2019,8,51.08
2019,9,39.98
2019,10,30.05
2019,11,8.10
2019,12,6.17
2020,1,5.00
2020,2,2.93
2020,3,2.88
2020,4,6.53
2020,5,21.18
2020,6,37.96
2020,7,68.75
2020,8,55.81
2020,9,49.61
2020,10,32.78
2020,11,8.55
2020,12,6.73
2021,1,4.28
2021,2,3.32
2021,3,2.28
2021,4,3.17
2021,5,15.90
2021,6,51.86
2021,7,49.31
2021,8,40.09
2021,9,34.51
2021,10,10.83
2021,11,6.22
2021,12,4.02
2022,1,2.59
2022,2,1.78
2022,3,2.97
2022,4,7.17
2022,5,37.09
2022,6,66.76
2022,7,76.35
2022,8,66.39
2022,9,44.99
2022,10,27.73
2022,11,8.43
2022,12,4.17
2023,1,2.85
2023,2,2.24
2023,3,2.70
2023,4,3.48
2023,5,27.41
2023,6,62.87
2023,7,69.86
2023,8,59.35
2023,9,43.72
2023,10,34.93
2023,11,13.93
2023,12,7.88
