Year,Month,SCA
2000,1,0
2000,2,0.03
2000,3,1.19
2000,4,3.41
2000,5,5.00
2000,6,24.85
2000,7,20.63
2000,8,15.74
2000,9,7.42
2000,10,1.00
2000,11,0.92
2000,12,0.53
2001,1,0.33
2001,2,1.04
2001,3,3.74
2001,4,3.61
2001,5,10.86
2001,6,23.52
2001,7,26.68
2001,8,16.58
2001,9,5.86
2001,10,1.42
2001,11,2.67
2001,12,0.40
2002,1,0.19
2002,2,0.20
2002,3,1.22
2002,4,3.99
2002,5,14.10
2002,6,33.16
2002,7,29.13
2002,8,16.65
2002,9,6.41
2002,10,5.13
2002,11,1.61
2002,12,0.67
2003,1,0.66
2003,2,1.14
2003,3,0.89
2003,4,2.69
2003,5,10.79
2003,6,37.25
2003,7,29.62
2003,8,20.66
2003,9,7.42
2003,10,5.58
2003,11,2.21
2003,12,1.76
2004,1,1.12
2004,2,0.12
2004,3,1.85
2004,4,7.18
2004,5,9.71
2004,6,31.94
2004,7,38.87
2004,8,22.92
2004,9,10.98
2004,10,3.54
2004,11,1.22
2004,12,0.81
2005,1,1.03
2005,2,0.34
2005,3,3.61
2005,4,3.61
2005,5,29.11
2005,6,46.81
2005,7,32.53
2005,8,22.54
2005,9,10.09
2005,10,2.60
2005,11,1.56
2005,12,0.70
2006,1,0.73
2006,2,0.69
2006,3,4.09
2006,4,7.01
2006,5,12.58
2006,6,37.69
2006,7,40.25
2006,8,25.11
2006,9,7.64
2006,10,3.26
2006,11,1.64
2006,12,2.50
2007,1,1.43
2007,2,0.94
2007,3,2.53
2007,4,8.77
2007,5,18.00
2007,6,35.04
2007,7,33.87
2007,8,20.16
2007,9,9.81
2007,10,5.46
2007,11,2.47
2007,12,1.45
2008,1,0.18
2008,2,1.08
2008,3,0.85
2008,4,10.65
2008,5,25.45
2008,6,35.46
2008,7,32.55
2008,8,25.31
2008,9,13.63
2008,10,4.75
2008,11,1.97
2008,12,0.24
2009,1,0.90
2009,2,1.43
2009,3,4.69
2009,4,6.03
2009,5,27.96
2009,6,32.82
2009,7,29.13
2009,8,17.52
2009,9,11.47
2009,10,5.54
2009,11,3.21
2009,12,1.86
2010,1,1.39
2010,2,1.02
2010,3,1.29
2010,4,4.69
2010,5,22.91
2010,6,30.86
2010,7,37.93
2010,8,23.49
2010,9,6.39
2010,10,5.47
2010,11,2.74
2010,12,1.27
2011,1,0.77
2011,2,1.08
2011,3,5.71
2011,4,12.29
2011,5,22.86
2011,6,29.02
2011,7,31.35
2011,8,22.16
2011,9,5.96
2011,10,3.71
2011,11,3.46
2011,12,0.29
2012,1,1.40
2012,2,0.50
2012,3,1.74
2012,4,6.38
2012,5,23.84
2012,6,31.99
2012,7,26.75
2012,8,22.17
2012,9,8.10
2012,10,5.42
2012,11,1.31
2012,12,0.97
2013,1,0.11
2013,2,0.40
2013,3,1.17
2013,4,6.98
2013,5,21.28
2013,6,30.13
2013,7,34.88
2013,8,25.84
2013,9,12.28
2013,10,3.21
2013,11,2.12
2013,12,0.89
2014,1,1.18
2014,2,1.16
2014,3,4.18
2014,4,4.56
2014,5,22.60
2014,6,30.81
2014,7,35.62
2014,8,14.44
2014,9,6.41
2014,10,3.26
2014,11,2.97
2014,12,1.56
2015,1,0.24
2015,2,0.89
2015,3,1.39
2015,4,4.60
2015,5,16.66
2015,6,30.71
2015,7,28.43
2015,8,23.13
2015,9,12.36
2015,10,3.90
2015,11,1.51
2015,12,0.42
2016,1,0.28
2016,2,0.72
2016,3,1.54
2016,4,4.82
2016,5,6.98
2016,6,16.70
2016,7,19.19
2016,8,14.11
2016,9,3.51
2016,10,2.95
2016,11,0.92
2016,12,0.59
2017,1,1.58
2017,2,1.06
2017,3,0.59
2017,4,1.88
2017,5,13.12
2017,6,46.02
2017,7,30.71
2017,8,14.53
2017,9,11.04
2017,10,3.61
2017,11,0.71
2017,12,0.76
2018,1,0.77
2018,2,0.64
2018,3,3.78
2018,4,13.83
2018,5,14.33
2018,6,34.13
2018,7,36.67
2018,8,21.05
2018,9,7.75
2018,10,3.00
2018,11,1.46
2018,12,1.32
2019,1,2.07
2019,2,0.84
2019,3,1.11
2019,4,4.51
2019,5,18.15
2019,6,34.37
2019,7,31.26
2019,8,19.15
2019,9,13.75
2019,10,5.31
2019,11,1.96
2019,12,0.62
2020,1,1.51
2020,2,0.62
2020,3,1.39
2020,4,4.78
2020,5,15.83
2020,6,38.83
2020,7,38.18
2020,8,23.92
2020,9,9.82
2020,10,4.30
2020,11,0.59
2020,12,1.24
2021,1,0.72
2021,2,0.29
2021,3,1.17
2021,4,5.47
2021,5,13.51
2021,6,32.40
2021,7,28.68
2021,8,17.25
2021,9,10.35
2021,10,3.27
2021,11,1.29
2021,12,0.18
2022,1,0.36
2022,2,0.49
2022,3,2.79
2022,4,6.74
2022,5,18.06
2022,6,39.03
2022,7,45.17
2022,8,27.50
2022,9,16.36
2022,10,5.23
2022,11,1.78
2022,12,0.88
2023,1,0.28
2023,2,2.14
2023,3,9.29
2023,4,7.09
2023,5,19.71
2023,6,36.44
2023,7,49.85
2023,8,25.14
2023,9,18.48
2023,10,5.01
2023,11,4.75
2023,12,1.17
