Year,Month,SCA,CCA
2000,1,0,
2000,2,0.01,0.24
2000,3,0.00,2.24
2000,4,1.42,29.92
2000,5,3.81,30.62
2000,6,4.40,49.02
2000,7,31.18,22.45
2000,8,21.96,17.80
2000,9,22.82,27.66
2000,10,13.78,8.70
2000,11,5.02,18.17
2000,12,0.10,1.16
2001,1,0.00,0.48
2001,2,0.01,2.20
2001,3,0.54,7.74
2001,4,0.93,2.82
2001,5,3.98,23.54
2001,6,4.91,14.52
2001,7,12.31,52.61
2001,8,24.21,37.85
2001,9,20.97,21.55
2001,10,13.56,5.55
2001,11,3.64,6.89
2001,12,0.05,4.18
2002,1,0.00,0.30
2002,2,0.00,3.09
2002,3,0.03,0.00
2002,4,1.21,4.58
2002,5,5.05,47.57
2002,6,30.00,30.40
2002,7,28.07,12.97
2002,8,29.13,23.52
2002,9,23.33,14.18
2002,10,18.72,3.27
2002,11,13.08,0.06
2002,12,3.29,0.08
2003,1,0.17,0.06
2003,2,0.03,0.02
2003,3,0.05,0.15
2003,4,0.02,0.72
2003,5,8.99,11.36
2003,6,20.28,26.36
2003,7,23.29,15.86
2003,8,16.99,8.71
2003,9,13.23,3.02
2003,10,5.97,0.77
2003,11,0.41,0.28
2003,12,0.04,0.00
2004,1,0.08,0.03
2004,2,0.12,0.02
2004,3,0.17,3.81
2004,4,3.72,10.78
2004,5,4.72,2.99
2004,6,5.07,5.33
2004,7,6.29,21.50
2004,8,19.27,14.07
2004,9,9.76,3.22
2004,10,2.24,1.66
2004,11,1.22,5.09
2004,12,0.04,0.01
2005,1,0.07,0.00
2005,2,0.02,0.65
2005,3,0.38,0.60
2005,4,1.55,7.76
2005,5,18.81,16.03
2005,6,20.48,46.32
2005,7,20.17,15.17
2005,8,18.86,20.10
2005,9,22.96,10.06
2005,10,15.63,0.42
2005,11,7.92,0.12
2005,12,0.63,0.02
2006,1,0.09,0.01
2006,2,0.05,0.77
2006,3,0.02,0.36
2006,4,0.04,0.02
2006,5,1.04,9.06
2006,6,13.33,18.93
2006,7,19.60,35.23
2006,8,19.97,12.52
2006,9,14.54,2.06
2006,10,6.83,3.14
2006,11,0.75,0.00
2006,12,0.03,0.01
2007,1,0.06,0.11
2007,2,0.05,0.03
2007,3,0.01,5.17
2007,4,0.01,4.04
2007,5,3.32,13.52
2007,6,19.57,25.73
2007,7,23.63,14.30
2007,8,23.50,5.63
2007,9,17.43,1.04
2007,10,10.34,0.12
2007,11,1.41,0.10
2007,12,0.04,0.02
2008,1,0.04,0.00
2008,2,0.08,0.00
2008,3,0.07,0.07
2008,4,0.04,2.96
2008,5,0.88,23.52
2008,6,24.47,14.83
2008,7,21.91,22.30
2008,8,28.38,15.19
2008,9,22.41,19.99
2008,10,15.13,0.66
2008,11,3.74,0.06
2008,12,0.10,0.02
2009,1,0.10,0.05
2009,2,0.07,0.10
2009,3,0.15,0.00
2009,4,0.02,0.04
2009,5,0.61,13.34
2009,6,3.84,28.18
2009,7,21.91,16.09
