Year,Month,SCA,CCA
2000,1,0,
2000,2,0.14,88.77
2000,3,1.76,66.78
2000,4,2.53,65.87
2000,5,11.07,71.15
2000,6,37.07,86.90
2000,7,41.68,82.95
2000,8,27.63,86.43
2000,9,21.92,93.62
2000,10,18.68,74.52
2000,11,10.06,79.59
2000,12,3.00,85.63
2001,1,2.43,80.29
2001,2,1.61,82.75
2001,3,2.51,51.65
2001,4,4.20,51.27
2001,5,10.09,78.49
2001,6,22.85,90.78
2001,7,51.23,84.89
2001,8,39.63,88.42
2001,9,26.41,71.91
2001,10,14.20,66.18
2001,11,3.47,81.06
2001,12,3.76,51.12
2002,1,2.55,66.16
2002,2,1.85,31.34
2002,3,4.29,87.07
2002,4,7.07,90.90
2002,5,19.12,93.47
2002,6,49.75,76.29
2002,7,46.36,80.94
2002,8,37.05,82.21
2002,9,21.31,91.38
2002,10,15.97,91.23
2002,11,14.99,79.09
2002,12,5.62,52.70
2003,1,4.19,66.32
2003,2,2.66,40.03
2003,3,2.51,38.96
2003,4,6.93,32.42
2003,5,10.96,53.90
2003,6,43.18,83.85
2003,7,50.98,72.83
2003,8,40.63,72.05
2003,9,18.89,88.19
2003,10,21.43,80.29
2003,11,10.38,79.37
2003,12,4.62,87.07
2004,1,4.60,46.37
2004,2,3.02,14.88
2004,3,2.75,54.96
2004,4,15.42,74.57
2004,5,12.18,47.34
2004,6,34.91,86.75
2004,7,46.66,77.01
2004,8,35.84,62.23
2004,9,31.80,87.92
2004,10,6.36,88.89
2004,11,8.26,59.22
2004,12,4.60,73.71
2005,1,2.90,49.35
2005,2,2.57,20.83
2005,3,3.12,67.48
2005,4,7.88,59.66
2005,5,40.31,90.32
2005,6,56.40,90.72
2005,7,64.53,54.65
2005,8,63.25,76.23
2005,9,49.95,65.82
2005,10,36.92,72.26
2005,11,6.20,79.28
2005,12,6.17,48.33
2006,1,4.93,44.69
2006,2,3.77,44.28
2006,3,3.22,59.70
2006,4,6.37,51.46
2006,5,13.01,49.81
2006,6,40.39,82.78
2006,7,70.34,78.22
2006,8,63.01,67.82
2006,9,49.46,79.61
2006,10,32.24,75.84
2006,11,6.07,69.05
2006,12,2.76,89.60
2007,1,4.59,45.91
2007,2,3.02,48.64
2007,3,2.72,47.68
2007,4,8.48,67.74
2007,5,27.16,58.71
2007,6,64.24,83.21
2007,7,67.73,71.42
2007,8,62.58,59.94
2007,9,49.31,63.43
2007,10,40.38,77.50
2007,11,5.67,68.13
2007,12,6.83,61.17
2008,1,4.21,38.39
2008,2,2.87,26.17
2008,3,2.08,5.06
2008,4,10.76,60.68
2008,5,31.78,71.07
2008,6,52.21,75.07
2008,7,50.47,83.45
2008,8,60.58,83.81
2008,9,45.58,50.56
2008,10,22.74,70.19
2008,11,6.98,59.76
2008,12,4.54,37.22
2009,1,2.23,35.37
2009,2,1.85,65.98
