Year,Month,SCA
2000,1,0
2000,2,2.59
2000,3,8.36
2000,4,11.45
2000,5,22.98
2000,6,35.81
2000,7,38.99
2000,8,24.24
2000,9,16.70
2000,10,15.14
2000,11,13.04
2000,12,5.22
2001,1,6.46
2001,2,6.24
2001,3,11.62
2001,4,12.53
2001,5,24.55
2001,6,22.33
2001,7,41.17
2001,8,30.29
2001,9,20.92
2001,10,16.45
2001,11,7.99
2001,12,9.34
2002,1,9.19
2002,2,8.41
2002,3,12.03
2002,4,16.01
2002,5,32.93
2002,6,44.71
2002,7,50.08
2002,8,35.79
2002,9,21.16
2002,10,16.35
2002,11,16.94
2002,12,12.74
2003,1,12.42
2003,2,11.37
2003,3,11.69
2003,4,18.17
2003,5,20.53
2003,6,52.86
2003,7,54.12
2003,8,37.35
2003,9,22.64
2003,10,17.80
2003,11,17.51
2003,12,10.85
2004,1,14.17
2004,2,11.74
2004,3,12.38
2004,4,24.41
2004,5,25.16
2004,6,47.26
2004,7,61.78
2004,8,41.25
2004,9,25.01
2004,10,20.07
2004,11,15.69
2004,12,12.05
2005,1,10.47
2005,2,10.89
2005,3,13.03
2005,4,20.51
2005,5,38.78
2005,6,56.68
2005,7,79.17
2005,8,65.38
2005,9,56.82
2005,10,41.92
2005,11,26.75
2005,12,15.33
2006,1,11.38
2006,2,10.81
2006,3,13.32
2006,4,20.78
2006,5,27.17
2006,6,53.37
2006,7,72.43
2006,8,63.93
2006,9,50.17
2006,10,37.58
2006,11,24.63
2006,12,10.43
2007,1,12.07
2007,2,9.96
2007,3,11.09
2007,4,18.02
2007,5,40.26
2007,6,56.26
2007,7,65.78
2007,8,61.12
2007,9,54.95
2007,10,42.98
2007,11,24.15
2007,12,13.39
2008,1,11.77
2008,2,9.95
2008,3,11.11
2008,4,22.55
2008,5,36.48
2008,6,58.19
2008,7,63.27
2008,8,67.57
2008,9,52.60
2008,10,36.27
2008,11,19.66
2008,12,13.30
2009,1,9.38
2009,2,8.99
2009,3,11.31
2009,4,15.20
2009,5,38.96
2009,6,62.96
2009,7,63.75
2009,8,58.49
2009,9,55.09
2009,10,44.84
2009,11,26.98
2009,12,14.70
2010,1,12.35
2010,2,12.63
2010,3,12.46
2010,4,18.39
2010,5,34.80
2010,6,53.18
2010,7,79.62
2010,8,64.18
2010,9,49.86
2010,10,41.85
2010,11,25.45
2010,12,14.32
2011,1,12.01
2011,2,11.15
2011,3,11.80
2011,4,17.70
2011,5,34.94
2011,6,54.96
2011,7,65.64
2011,8,47.22
2011,9,51.07
2011,10,38.27
2011,11,23.78
2011,12,14.10
2012,1,10.61
2012,2,8.94
2012,3,10.36
2012,4,16.17
2012,5,38.97
2012,6,66.30
2012,7,74.31
2012,8,64.20
2012,9,51.51
2012,10,42.17
2012,11,25.44
2012,12,9.66
2013,1,12.46
2013,2,10.38
2013,3,10.90
2013,4,13.65
2013,5,35.40
2013,6,54.44
2013,7,62.00
2013,8,63.81
2013,9,56.12
2013,10,40.56
2013,11,25.65
2013,12,11.87
2014,1,10.80
2014,2,10.29
2014,3,11.33
2014,4,18.68
2014,5,38.85
2014,6,72.73
2014,7,59.98
2014,8,53.54
2014,9,46.21
2014,10,36.63
2014,11,26.62
2014,12,12.92
2015,1,11.94
2015,2,10.59
2015,3,11.87
2015,4,17.27
2015,5,30.56
2015,6,59.17
2015,7,59.45
2015,8,56.39
2015,9,47.86
2015,10,39.12
2015,11,24.34
2015,12,11.74
2016,1,10.38
2016,2,9.47
2016,3,10.11
2016,4,17.29
2016,5,22.67
2016,6,29.81
2016,7,43.30
2016,8,54.45
2016,9,40.80
2016,10,27.36
2016,11,14.64
2016,12,7.76
2017,1,8.60
2017,2,8.67
2017,3,10.61
2017,4,13.04
2017,5,33.14
2017,6,70.52
2017,7,60.84
2017,8,47.40
2017,9,48.23
2017,10,34.45
2017,11,25.94
2017,12,13.78
2018,1,10.52
2018,2,9.75
2018,3,14.56
2018,4,26.85
2018,5,34.73
2018,6,54.09
2018,7,75.51
2018,8,57.31
2018,9,36.54
2018,10,37.06
2018,11,23.01
2018,12,11.92
2019,1,10.47
2019,2,9.81
2019,3,10.97
2019,4,16.00
2019,5,36.02
2019,6,60.12
2019,7,60.19
2019,8,52.06
2019,9,45.47
2019,10,37.18
2019,11,15.84
2019,12,11.44
2020,1,10.53
2020,2,10.07
2020,3,10.21
2020,4,16.76
2020,5,33.96
2020,6,61.56
2020,7,72.70
2020,8,64.76
2020,9,52.41
2020,10,41.95
2020,11,24.35
2020,12,11.77
2021,1,10.23
2021,2,9.79
2021,3,9.74
2021,4,14.39
2021,5,30.07
2021,6,54.15
2021,7,54.14
2021,8,52.32
2021,9,40.28
2021,10,24.93
2021,11,16.06
2021,12,11.32
2022,1,9.41
2022,2,8.78
2022,3,11.25
2022,4,17.99
2022,5,36.76
2022,6,57.22
2022,7,70.55
2022,8,59.36
2022,9,44.28
2022,10,35.74
2022,11,18.83
2022,12,10.63
2023,1,8.95
2023,2,9.03
2023,3,11.85
2023,4,14.56
2023,5,28.02
2023,6,71.57
2023,7,74.28
2023,8,57.14
2023,9,53.43
2023,10,46.93
2023,11,31.12
2023,12,14.97
