Year,Month,SCA,CCA
2000,1,0,
2000,2,10.52,84.79
2000,3,16.54,78.67
2000,4,17.78,68.73
2000,5,20.47,62.53
2000,6,31.55,78.32
2000,7,39.71,87.75
2000,8,18.04,64.46
2000,9,14.14,70.72
2000,10,13.45,60.80
2000,11,13.28,69.47
2000,12,10.10,81.41
2001,1,8.35,72.98
2001,2,11.50,69.27
2001,3,16.65,43.11
2001,4,19.10,43.51
2001,5,19.68,68.12
2001,6,25.35,94.34
2001,7,28.36,89.91
2001,8,21.03,64.98
2001,9,16.68,49.79
2001,10,15.07,50.63
2001,11,10.11,74.22
2001,12,15.00,60.40
2002,1,16.35,63.32
2002,2,17.05,49.40
2002,3,14.90,64.31
2002,4,17.81,61.61
2002,5,29.04,77.04
2002,6,45.86,87.29
2002,7,53.81,69.24
2002,8,29.01,88.67
2002,9,20.09,77.02
2002,10,15.08,43.66
2002,11,14.89,53.59
2002,12,16.13,49.99
2003,1,17.29,53.07
2003,2,17.36,43.89
2003,3,19.17,41.01
2003,4,21.26,30.44
2003,5,24.38,52.47
2003,6,47.46,52.93
2003,7,34.90,48.16
2003,8,24.48,30.97
2003,9,18.77,40.11
2003,10,16.33,42.63
2003,11,16.92,48.92
2003,12,15.26,71.52
2004,1,16.99,54.31
2004,2,18.85,48.46
2004,3,19.53,28.01
2004,4,21.19,32.00
2004,5,25.26,29.90
2004,6,31.29,50.29
2004,7,38.11,70.50
2004,8,28.40,52.50
2004,9,19.56,39.05
2004,10,16.87,46.09
2004,11,16.50,42.57
2004,12,16.71,50.89
2005,1,17.10,45.62
2005,2,18.61,24.46
2005,3,19.03,46.96
2005,4,22.05,46.69
2005,5,29.48,34.44
2005,6,56.88,71.50
2005,7,44.34,60.19
2005,8,27.48,54.13
2005,9,23.56,37.32
2005,10,21.69,40.54
2005,11,20.82,33.32
2005,12,16.61,59.08
2006,1,17.13,46.74
2006,2,18.64,32.98
2006,3,19.46,39.30
2006,4,22.40,34.56
2006,5,24.25,35.88
2006,6,53.90,55.04
2006,7,37.91,56.59
2006,8,27.92,38.40
2006,9,23.55,52.79
2006,10,21.43,42.37
2006,11,20.70,45.88
2006,12,11.91,58.52
2007,1,16.54,49.78
2007,2,18.60,43.38
2007,3,19.34,43.35
2007,4,22.84,45.42
2007,5,28.57,36.63
2007,6,52.04,49.87
2007,7,56.80,60.56
2007,8,32.22,50.33
2007,9,21.47,47.57
2007,10,21.06,48.08
2007,11,20.48,45.64
2007,12,15.55,67.02
2008,1,17.56,31.10
2008,2,18.67,47.29
2008,3,19.27,39.83
2008,4,23.22,45.88
2008,5,28.47,32.37
2008,6,37.42,38.32
2008,7,64.60,64.56
