date,value
2000-02-01,0.15926235162566407
2000-03-01,0.15935829587501937
2000-04-01,6.904994537738501
2000-05-01,15.136923363590153
2000-06-01,13.483190760305687
2000-07-01,49.380834785294745
2000-08-01,32.033743627575966
2000-09-01,19.32441650046185
2000-10-01,6.448696620872514
2000-11-01,1.1065878849458617
2000-12-01,0.24161183352570137
2001-01-01,0.33546573823140463
2001-02-01,0.2368351951150481
2001-03-01,2.8866260626787925
2001-04-01,6.921153206979717
2001-05-01,9.678338895157598
2001-06-01,13.859232634058117
2001-07-01,7.589443640134237
2001-08-01,6.151597278606805
2001-09-01,18.88823756683408
2001-10-01,5.528453893567705
2001-11-01,1.4407826777508588
2001-12-01,1.1160206432729236
2002-01-01,0.26515127808561595
2002-02-01,0.2542685278877699
2002-03-01,0.0819755031599887
2002-04-01,4.689354813367175
2002-05-01,17.08276932065424
2002-06-01,34.940446061925975
2002-07-01,45.897682048778904
2002-08-01,42.47111250068924
2002-09-01,32.542567925106205
2002-10-01,18.61192176202979
2002-11-01,8.172851404614281
2002-12-01,1.9625598894568914
2003-01-01,0.5516510736588649
2003-02-01,0.8709332791043454
2003-03-01,0.3564312180913029
2003-04-01,0.5240010339046034
2003-05-01,8.018544394116532
2003-06-01,11.195967055584394
2003-07-01,25.227512266881636
2003-08-01,13.865774075039209
2003-09-01,8.638420174597037
2003-10-01,2.86669359656152
2003-11-01,0.6048645582939416
2003-12-01,0.3127443912525385
2004-01-01,0.5457074520318985
2004-02-01,0.6935719291936158
2004-03-01,0.28543031459007895
2004-04-01,1.301717076466817
2004-05-01,2.183474079604084
2004-06-01,1.971167566908749
2004-07-01,7.708729966431244
2004-08-01,19.3313505932613
2004-09-01,2.3378949956645996
2004-10-01,0.5051917142198991
2004-11-01,7.62759625635783
2004-12-01,1.3346176317003193
2005-01-01,0.4051571191503503
2005-02-01,0.3586077930900409
2005-03-01,1.5005469244928271
2005-04-01,8.525653319298508
2005-05-01,30.617619397247513
2005-06-01,30.190801590272237
2005-07-01,28.12704261270169
2005-08-01,23.133289119745324
2005-09-01,20.59912120849662
2005-10-01,12.180590729515398
2005-11-01,4.498503108207837
2005-12-01,0.745591294076087
2006-01-01,0.496992144531091
2006-02-01,1.0286589520840685
2006-03-01,0.26694492818622023
2006-04-01,0.3090377954046325
2006-05-01,7.8070158897699455
2006-06-01,15.00244618265668
2006-07-01,7.859781779514543
2006-08-01,6.418140651545251
2006-09-01,6.309370313361292
2006-10-01,0.9845962083831608
2006-11-01,0.3580929207480311
2007-01-01,0.37085824677314017
2007-02-01,0.22646970716269732
2007-03-01,0.12720519692231994
2007-04-01,0.1905309542475918
2007-05-01,14.66499458944044
2007-06-01,28.703367395019193
2007-07-01,37.04180730979178
2007-08-01,28.908820534110593
2007-09-01,20.104935040479866
2007-10-01,11.189302875015047
2007-11-01,2.872433782380329
2007-12-01,0.5396780359524631
2008-01-01,0.31940284843794464
