Year,Month,SCA,CCA
2000,1,0,
2000,2,0.69,80.65
2000,3,2.78,69.74
2000,4,6.02,65.52
2000,5,13.50,64.09
2000,6,32.69,71.08
2000,7,35.23,71.98
2000,8,6.08,65.12
2000,9,6.06,67.54
2000,10,2.02,64.05
2000,11,1.52,66.91
2000,12,0.66,71.67
2001,1,0.99,72.45
2001,2,1.50,65.80
2001,3,4.00,55.48
2001,4,7.58,49.96
2001,5,16.50,66.62
2001,6,26.13,71.07
2001,7,32.29,79.97
2001,8,14.94,59.18
2001,9,5.66,56.49
2001,10,2.88,56.01
2001,11,1.04,75.68
2001,12,1.02,58.61
2002,1,1.30,66.42
2002,2,2.33,53.76
2002,3,2.61,60.91
2002,4,7.50,62.60
2002,5,27.88,57.73
2002,6,36.46,73.86
2002,7,31.70,40.85
2002,8,23.42,68.01
2002,9,13.46,60.79
2002,10,5.86,43.25
2002,11,2.66,51.13
2002,12,1.82,47.22
2003,1,2.23,54.61
2003,2,3.51,45.69
2003,3,6.66,42.52
2003,4,9.94,33.19
2003,5,19.52,43.93
2003,6,41.27,52.23
2003,7,32.48,56.39
2003,8,22.03,40.60
2003,9,12.06,50.02
2003,10,5.68,43.16
2003,11,2.90,46.28
2003,12,2.14,57.45
2004,1,2.51,49.13
2004,2,3.71,42.29
2004,3,6.38,32.02
2004,4,10.13,40.91
2004,5,23.89,41.53
2004,6,30.71,49.25
2004,7,40.50,52.94
2004,8,22.20,51.91
2004,9,10.56,46.63
2004,10,5.90,46.92
2004,11,3.62,40.44
2004,12,2.16,53.16
2005,1,2.28,49.15
2005,2,4.43,27.67
2005,3,5.82,51.82
2005,4,12.51,47.36
2005,5,27.32,52.10
2005,6,46.98,63.94
2005,7,41.37,51.65
2005,8,26.26,54.78
2005,9,13.49,50.90
2005,10,5.86,37.70
2005,11,3.08,35.84
2005,12,2.13,54.87
2006,1,3.45,49.61
2006,2,3.77,40.41
2006,3,6.39,52.50
2006,4,12.55,46.41
2006,5,21.22,38.00
2006,6,39.37,47.92
2006,7,36.14,53.27
2006,8,20.34,46.47
2006,9,11.41,52.72
2006,10,6.67,44.38
2006,11,2.98,44.10
2006,12,2.27,51.79
2007,1,3.05,49.36
2007,2,2.92,47.25
2007,3,6.90,48.94
2007,4,13.70,50.18
2007,5,29.91,42.32
2007,6,36.27,47.76
2007,7,45.94,52.44
2007,8,29.30,50.51
2007,9,14.31,57.02
2007,10,3.87,55.51
2007,11,2.69,45.54
2007,12,2.00,59.07
2008,1,3.01,41.77
2008,2,4.20,47.04
2008,3,5.50,45.51
2008,4,12.12,41.43
2008,5,28.05,36.11
2008,6,36.38,40.73
2008,7,44.01,54.10
2008,8,55.39,59.97
2008,9,15.49,53.89
2008,10,4.95,48.74
2008,11,2.43,47.44
2008,12,1.91,50.55
2009,1,2.79,46.38
2009,2,3.59,41.29
2009,3,6.81,41.10
2009,4,10.45,55.04
2009,5,32.01,46.02
2009,6,33.85,54.34
2009,7,37.96,51.15
2009,8,35.30,64.73
2009,9,12.47,60.67
2009,10,5.53,44.12
2009,11,2.75,53.09
2009,12,2.57,41.71
2010,1,2.29,48.33
2010,2,3.10,48.08
2010,3,6.45,46.77
2010,4,11.70,36.78
2010,5,22.95,37.64
2010,6,36.63,57.87
2010,7,52.17,54.82
2010,8,29.18,61.53
2010,9,13.88,53.84
2010,10,4.59,55.38
2010,11,3.01,43.90
2010,12,1.92,55.25
2011,1,2.82,42.38
2011,2,3.55,43.73
2011,3,6.86,37.41
2011,4,15.61,44.95
2011,5,25.18,53.05
2011,6,38.84,41.91
2011,7,50.95,64.89
2011,8,45.72,54.21
2011,9,16.40,62.29
2011,10,5.53,53.26
2011,11,3.42,48.07
2011,12,2.71,42.13
2012,1,3.14,47.06
2012,2,3.52,39.25
2012,3,6.21,45.44
2012,4,16.33,42.44
2012,5,26.50,44.48
2012,6,43.36,56.37
2012,7,51.94,62.67
2012,8,25.05,54.70
2012,9,12.86,51.95
2012,10,5.19,52.08
2012,11,2.57,53.72
2012,12,2.38,59.22
2013,1,2.06,46.10
2013,2,3.54,41.24
2013,3,6.19,42.54
2013,4,10.56,33.55
2013,5,23.77,44.10
2013,6,38.10,49.54
2013,7,32.19,46.11
2013,8,22.94,55.26
2013,9,16.30,45.28
2013,10,5.27,48.02
2013,11,2.36,48.25
2013,12,1.95,48.19
2014,1,2.18,47.95
2014,2,3.85,44.73
2014,3,5.61,48.74
2014,4,11.20,40.39
2014,5,23.55,33.77
2014,6,35.42,40.34
2014,7,37.84,51.12
2014,8,34.77,63.05
2014,9,11.50,58.09
2014,10,5.61,56.61
2014,11,2.46,57.59
2014,12,2.05,48.43
2015,1,2.55,37.54
2015,2,2.83,50.57
2015,3,5.92,43.76
2015,4,11.93,32.22
2015,5,25.73,54.79
2015,6,44.01,63.78
