Year,Month,SCA
2000,1,0
2000,2,0.25
2000,3,0.07
2000,4,0.19
2000,5,1.81
2000,6,6.91
2000,7,5.12
2000,8,1.26
2000,9,0.70
2000,10,0.10
2000,11,0.09
2000,12,0.03
2001,1,0.13
2001,2,0.02
2001,3,0.02
2001,4,0.32
2001,5,2.08
2001,6,5.06
2001,7,3.34
2001,8,1.20
2001,9,0.33
2001,10,0.02
2001,11,0.08
2001,12,0.00
2002,1,0.01
2002,2,0.02
2002,3,0.20
2002,4,0.42
2002,5,2.66
2002,6,9.21
2002,7,7.87
2002,8,2.95
2002,9,3.03
2002,10,1.54
2002,11,0.40
2002,12,0.20
2003,1,0.11
2003,2,0.15
2003,3,0.11
2003,4,0.88
2003,5,3.91
2003,6,11.11
2003,7,7.15
2003,8,3.45
2003,9,1.63
2003,10,0.87
2003,11,0.38
2003,12,0.42
2004,1,0.05
2004,2,0.07
2004,3,0.30
2004,4,1.69
2004,5,3.06
2004,6,11.68
2004,7,9.43
2004,8,2.98
2004,9,3.83
2004,10,0.51
2004,11,0.31
2004,12,0.18
2005,1,0.22
2005,2,0.04
2005,3,0.69
2005,4,1.16
2005,5,9.88
2005,6,19.11
2005,7,11.76
2005,8,6.76
2005,9,2.17
2005,10,1.02
2005,11,0.56
2005,12,0.10
2006,1,0.19
2006,2,0.07
2006,3,0.60
2006,4,1.13
2006,5,4.08
2006,6,10.34
2006,7,13.62
2006,8,4.43
2006,9,2.73
2006,10,1.09
2006,11,0.45
2006,12,0.60
2007,1,0.06
2007,2,0.29
2007,3,0.24
2007,4,1.79
2007,5,7.07
2007,6,18.49
2007,7,12.71
2007,8,5.25
2007,9,1.38
2007,10,0.91
2007,11,0.31
2007,12,0.12
2008,1,0.09
2008,2,0.06
2008,3,0.10
2008,4,1.76
2008,5,6.33
2008,6,10.84
2008,7,9.01
2008,8,7.66
2008,9,1.19
2008,10,1.22
2008,11,0.22
2008,12,0.05
2009,1,0.17
2009,2,0.18
2009,3,0.44
2009,4,0.85
2009,5,7.54
2009,6,10.29
2009,7,6.76
2009,8,5.67
2009,9,1.43
2009,10,1.14
2009,11,0.95
2009,12,0.20
2010,1,0.13
2010,2,0.09
2010,3,0.15
2010,4,1.04
2010,5,6.68
2010,6,9.23
2010,7,12.78
2010,8,5.67
2010,9,2.80
2010,10,0.84
2010,11,0.44
2010,12,0.22
2011,1,0.11
2011,2,0.07
2011,3,0.56
2011,4,1.99
2011,5,6.47
2011,6,12.01
2011,7,11.84
2011,8,5.99
2011,9,1.76
2011,10,0.42
2011,11,0.23
2011,12,0.12
2012,1,0.08
2012,2,0.13
2012,3,0.16
2012,4,1.29
2012,5,7.18
2012,6,12.14
2012,7,12.66
2012,8,3.59
2012,9,1.44
2012,10,0.43
2012,11,0.24
2012,12,0.38
2013,1,0.04
2013,2,0.13
2013,3,0.21
2013,4,1.06
2013,5,5.23
2013,6,11.05
2013,7,8.65
2013,8,6.00
2013,9,1.26
2013,10,0.59
2013,11,0.29
2013,12,0.08
2014,1,0.18
2014,2,0.06
2014,3,0.46
2014,4,1.57
2014,5,4.62
2014,6,12.65
2014,7,11.14
2014,8,3.58
2014,9,1.87
2014,10,0.84
2014,11,0.43
2014,12,0.20
2015,1,0.08
2015,2,0.05
2015,3,0.20
2015,4,0.86
2015,5,7.34
2015,6,14.65
2015,7,16.91
2015,8,8.55
2015,9,2.37
2015,10,0.79
2015,11,0.10
2015,12,0.33
2016,1,0.05
2016,2,0.09
2016,3,0.24
2016,4,1.04
2016,5,3.27
2016,6,8.97
2016,7,8.83
2016,8,4.43
2016,9,0.92
2016,10,0.55
2016,11,0.35
2016,12,0.29
2017,1,0.19
2017,2,0.12
2017,3,0.16
2017,4,0.50
2017,5,6.68
2017,6,14.67
2017,7,13.97
2017,8,6.87
2017,9,2.33
2017,10,0.89
2017,11,0.25
2017,12,0.16
2018,1,0.08
2018,2,0.13
2018,3,0.76
2018,4,3.83
2018,5,5.19
2018,6,11.40
2018,7,10.37
2018,8,3.91
2018,9,1.63
2018,10,0.66
2018,11,0.35
2018,12,0.21
2019,1,0.21
2019,2,0.10
2019,3,0.16
2019,4,2.00
2019,5,6.73
2019,6,12.43
2019,7,13.32
2019,8,4.44
2019,9,2.18
2019,10,0.55
2019,11,0.36
2019,12,0.23
2020,1,0.25
2020,2,0.26
2020,3,0.44
2020,4,1.44
2020,5,9.43
2020,6,14.22
2020,7,10.55
2020,8,4.39
2020,9,1.69
2020,10,0.52
2020,11,0.21
2020,12,0.14
2021,1,0.10
2021,2,0.07
2021,3,0.24
2021,4,1.21
2021,5,3.50
2021,6,13.41
2021,7,10.97
2021,8,4.43
2021,9,1.92
2021,10,0.38
2021,11,0.24
2021,12,0.06
2022,1,0.14
2022,2,0.07
2022,3,0.67
2022,4,3.05
2022,5,8.59
2022,6,14.85
2022,7,17.60
2022,8,9.15
2022,9,1.28
2022,10,0.97
2022,11,0.13
2022,12,0.29
2023,1,0.06
2023,2,0.18
2023,3,0.41
2023,4,1.06
2023,5,10.62
2023,6,18.83
2023,7,16.96
2023,8,9.22
2023,9,4.03
2023,10,0.75
2023,11,0.45
2023,12,0.19
