Year,Month,SCA
2000,1,0
2000,2,0.08
2000,3,0.14
2000,4,6.70
2000,5,15.26
2000,6,12.67
2000,7,50.22
2000,8,30.54
2000,9,19.40
2000,10,6.39
2000,11,1.14
2000,12,0.24
2001,1,0.34
2001,2,0.22
2001,3,2.80
2001,4,6.76
2001,5,9.64
2001,6,14.65
2001,7,7.43
2001,8,6.19
2001,9,18.73
2001,10,5.32
2001,11,1.43
2001,12,1.06
2002,1,0.26
2002,2,0.25
2002,3,0.08
2002,4,4.10
2002,5,17.44
2002,6,34.90
2002,7,46.43
2002,8,41.93
2002,9,32.67
2002,10,18.50
2002,11,8.21
2002,12,2.03
2003,1,0.52
2003,2,0.85
2003,3,0.34
2003,4,0.50
2003,5,7.75
2003,6,11.23
2003,7,25.34
2003,8,13.76
2003,9,8.53
2003,10,2.81
2003,11,0.59
2003,12,0.30
2004,1,0.54
2004,2,0.66
2004,3,0.27
2004,4,1.24
2004,5,2.28
2004,6,1.78
2004,7,7.39
2004,8,19.89
2004,9,2.33
2004,10,0.48
2004,11,7.33
2004,12,1.37
2005,1,0.39
2005,2,0.34
2005,3,1.46
2005,4,8.76
2005,5,30.63
2005,6,30.52
2005,7,28.20
2005,8,22.93
2005,9,20.63
2005,10,12.15
2005,11,4.47
2005,12,0.73
2006,1,0.48
2006,2,1.04
2006,3,0.25
2006,4,0.29
2006,5,7.57
2006,6,15.20
2006,7,7.73
2006,8,6.55
2006,9,6.39
2006,10,0.93
2006,11,0.34
2006,12,0.24
2007,1,0.38
2007,2,0.21
2007,3,0.12
2007,4,0.17
2007,5,14.56
2007,6,29.48
2007,7,37.31
2007,8,29.53
2007,9,20.13
2007,10,10.96
2007,11,2.90
2007,12,0.53
2008,1,0.31
2008,2,0.52
2008,3,0.74
2008,4,0.24
2008,5,1.08
2008,6,30.72
2008,7,27.76
2008,8,25.15
2008,9,15.85
2008,10,5.04
2008,11,0.73
2008,12,0.25
2009,1,0.75
2009,2,0.95
2009,3,1.13
2009,4,0.25
2009,5,3.64
2009,6,17.39
2009,7,20.56
2009,8,9.96
2009,9,2.52
2009,10,0.53
2009,11,0.21
2009,12,0.17
2010,1,1.28
2010,2,0.51
2010,3,0.11
2010,4,0.13
2010,5,21.10
2010,6,35.11
2010,7,18.83
2010,8,11.69
2010,9,9.27
2010,10,2.37
2010,11,0.32
2010,12,0.17
2011,1,0.21
2011,2,1.18
2011,3,2.06
2011,4,1.14
2011,5,0.32
2011,6,21.13
2011,7,21.55
2011,8,16.90
2011,9,4.81
2011,10,0.66
2011,11,0.15
2011,12,0.41
2012,1,0.53
2012,2,0.57
2012,3,0.15
2012,4,10.44
2012,5,9.82
2012,6,22.95
2012,7,13.08
2012,8,13.97
2012,9,5.76
2012,10,1.55
2012,11,0.32
2012,12,0.18
2013,1,0.68
2013,2,0.67
2013,3,0.23
2013,4,0.07
2013,5,13.44
2013,6,22.52
2013,7,21.07
2013,8,16.47
2013,9,6.35
2013,10,2.45
2013,11,0.62
2013,12,0.19
2014,1,0.41
2014,2,0.08
2014,3,0.16
2014,4,0.13
2014,5,4.10
2014,6,17.15
2014,7,6.28
2014,8,0.69
2014,9,9.13
2014,10,2.36
2014,11,0.17
2014,12,0.11
2015,1,0.10
2015,2,0.34
2015,3,7.34
2015,4,16.32
2015,5,6.92
2015,6,3.67
2015,7,32.43
2015,8,48.20
2015,9,30.95
2015,10,20.77
2015,11,9.43
2015,12,1.93
2016,1,0.33
2016,2,0.21
2016,3,0.43
2016,4,10.64
2016,5,23.08
2016,6,48.98
2016,7,41.54
2016,8,35.14
2016,9,25.91
2016,10,15.01
2016,11,6.44
2016,12,3.75
2017,1,0.82
2017,2,0.69
2017,3,0.57
2017,4,0.36
2017,5,13.09
2017,6,44.79
2017,7,32.52
2017,8,28.29
2017,9,17.49
2017,10,9.16
2017,11,3.38
2017,12,0.66
2018,1,0.54
2018,2,0.39
2018,3,0.21
2018,4,0.29
2018,5,1.72
2018,6,21.27
2018,7,8.80
2018,8,4.25
2018,9,1.00
2018,10,6.58
2018,11,1.75
2018,12,0.34
2019,1,0.24
2019,2,0.34
2019,3,0.13
2019,4,1.47
2019,5,2.47
2019,6,19.37
2019,7,13.60
2019,8,12.58
2019,9,5.71
2019,10,0.66
2019,11,0.28
2019,12,0.15
2020,1,0.57
2020,2,0.39
2020,3,0.16
2020,4,1.02
2020,5,0.21
2020,6,18.92
2020,7,10.50
2020,8,3.17
2020,9,1.66
2020,10,0.95
2020,11,0.19
2020,12,0.13
2021,1,0.70
2021,2,1.03
2021,3,4.90
2021,4,1.53
2021,5,3.01
2021,6,20.13
2021,7,12.33
2021,8,6.47
2021,9,2.47
2021,10,0.39
2021,11,0.19
2021,12,0.19
2022,1,0.63
2022,2,0.27
2022,3,0.27
2022,4,0.09
2022,5,1.13
2022,6,18.52
2022,7,40.09
2022,8,32.17
2022,9,17.87
2022,10,7.74
2022,11,1.25
2022,12,0.28
2023,1,0.57
2023,2,0.76
2023,3,0.21
2023,4,2.00
2023,5,1.62
2023,6,4.28
2023,7,5.66
2023,8,0.69
2023,9,1.10
2023,10,0.18
2023,11,0.53
2023,12,0.11
