Year,Month,SCA
2000,1,0
2000,2,10.85
2000,3,17.61
2000,4,24.86
2000,5,37.08
2000,6,48.70
2000,7,47.20
2000,8,29.29
2000,9,22.60
2000,10,17.90
2000,11,17.91
2000,12,10.69
2001,1,9.86
2001,2,12.66
2001,3,23.49
2001,4,28.03
2001,5,33.35
2001,6,35.75
2001,7,43.13
2001,8,37.92
2001,9,26.11
2001,10,19.30
2001,11,12.20
2001,12,16.51
2002,1,18.57
2002,2,19.32
2002,3,22.31
2002,4,25.80
2002,5,41.22
2002,6,55.89
2002,7,58.86
2002,8,45.53
2002,9,28.64
2002,10,21.87
2002,11,21.83
2002,12,18.63
2003,1,20.20
2003,2,21.75
2003,3,26.08
2003,4,31.58
2003,5,40.80
2003,6,68.45
2003,7,65.78
2003,8,45.24
2003,9,30.64
2003,10,24.79
2003,11,22.46
2003,12,17.06
2004,1,21.47
2004,2,23.22
2004,3,25.49
2004,4,33.55
2004,5,43.70
2004,6,66.69
2004,7,69.74
2004,8,50.55
2004,9,33.78
2004,10,23.80
2004,11,21.69
2004,12,20.55
2005,1,21.02
2005,2,22.16
2005,3,25.75
2005,4,34.96
2005,5,57.37
2005,6,73.99
2005,7,81.32
2005,8,71.46
2005,9,68.04
2005,10,54.26
2005,11,31.71
2005,12,20.45
2006,1,21.42
2006,2,26.86
2006,3,25.64
2006,4,34.98
2006,5,47.19
2006,6,63.85
2006,7,81.08
2006,8,73.95
2006,9,65.67
2006,10,52.99
2006,11,31.86
2006,12,17.76
2007,1,21.56
2007,2,25.97
2007,3,23.93
2007,4,34.39
2007,5,58.81
2007,6,75.43
2007,7,73.65
2007,8,69.21
2007,9,69.10
2007,10,58.32
2007,11,31.89
2007,12,18.38
2008,1,20.92
2008,2,25.87
2008,3,24.00
2008,4,37.38
2008,5,56.44
2008,6,73.34
2008,7,74.33
2008,8,58.67
2008,9,66.92
2008,10,42.06
2008,11,31.31
2008,12,21.38
2009,1,22.81
2009,2,25.36
2009,3,26.26
2009,4,33.29
2009,5,54.74
2009,6,77.88
2009,7,75.22
2009,8,71.99
2009,9,71.69
2009,10,58.76
2009,11,35.27
2009,12,21.07
2010,1,17.91
2010,2,27.10
2010,3,25.86
2010,4,31.81
2010,5,53.47
2010,6,67.78
2010,7,81.86
2010,8,71.14
2010,9,54.07
2010,10,54.76
2010,11,33.66
2010,12,20.07
2011,1,20.59
2011,2,26.15
2011,3,24.74
2011,4,35.57
2011,5,49.88
2011,6,67.39
2011,7,78.57
2011,8,69.50
2011,9,68.45
2011,10,52.79
2011,11,31.55
2011,12,21.30
2012,1,20.34
2012,2,26.84
2012,3,27.39
2012,4,34.72
2012,5,65.09
2012,6,81.51
2012,7,84.80
2012,8,73.98
2012,9,69.97
2012,10,56.30
2012,11,32.55
2012,12,19.16
2013,1,22.05
2013,2,26.52
2013,3,24.69
2013,4,32.85
2013,5,54.77
2013,6,72.39
2013,7,71.02
2013,8,72.53
2013,9,72.97
2013,10,54.28
2013,11,32.27
2013,12,19.18
2014,1,19.85
2014,2,26.69
2014,3,25.51
2014,4,32.01
2014,5,55.86
2014,6,75.59
2014,7,75.55
2014,8,61.77
2014,9,61.60
2014,10,51.05
2014,11,33.01
2014,12,19.57
2015,1,21.65
2015,2,26.93
2015,3,25.52
2015,4,32.48
2015,5,44.74
2015,6,72.04
2015,7,76.92
2015,8,76.84
2015,9,67.29
2015,10,55.54
2015,11,31.75
2015,12,19.61
2016,1,26.30
2016,2,26.35
2016,3,25.46
2016,4,34.32
2016,5,37.84
2016,6,48.86
2016,7,56.88
2016,8,68.47
2016,9,59.52
2016,10,39.76
2016,11,26.65
2016,12,15.96
2017,1,17.41
2017,2,26.24
2017,3,24.65
2017,4,29.50
2017,5,49.31
2017,6,76.63
2017,7,73.55
2017,8,67.59
2017,9,52.12
2017,10,42.52
2017,11,30.83
2017,12,20.81
2018,1,20.33
2018,2,26.37
2018,3,27.17
2018,4,39.32
2018,5,53.81
2018,6,67.06
2018,7,76.07
2018,8,70.39
2018,9,67.65
2018,10,53.45
2018,11,32.56
2018,12,19.34
2019,1,20.41
2019,2,26.25
2019,3,25.55
2019,4,32.99
2019,5,50.91
2019,6,70.39
2019,7,72.02
2019,8,70.72
2019,9,66.74
2019,10,52.65
2019,11,28.68
2019,12,19.31
2020,1,20.94
2020,2,26.58
2020,3,26.27
2020,4,33.45
2020,5,49.90
2020,6,79.40
2020,7,80.85
2020,8,76.07
2020,9,58.60
2020,10,56.18
2020,11,30.20
2020,12,18.57
2021,1,21.61
2021,2,26.21
2021,3,25.16
2021,4,34.37
2021,5,45.24
2021,6,72.48
2021,7,68.81
2021,8,59.25
2021,9,61.05
2021,10,32.63
2021,11,28.93
2021,12,20.78
2022,1,20.61
2022,2,24.94
2022,3,26.32
2022,4,37.36
2022,5,51.12
2022,6,74.98
2022,7,84.16
2022,8,72.02
2022,9,66.63
2022,10,46.53
2022,11,28.20
2022,12,20.24
2023,1,24.38
2023,2,24.93
2023,3,27.04
2023,4,32.95
2023,5,50.08
2023,6,81.72
2023,7,87.26
2023,8,77.76
2023,9,63.40
2023,10,59.27
2023,11,35.42
2023,12,20.78
