Year,Month,SCA
2000,1,0
2000,2,16.92
2000,3,29.40
2000,4,34.04
2000,5,40.51
2000,6,62.68
2000,7,61.41
2000,8,57.22
2000,9,54.12
2000,10,43.20
2000,11,31.50
2000,12,3.99
2001,1,3.03
2001,2,8.44
2001,3,40.15
2001,4,36.90
2001,5,46.58
2001,6,57.46
2001,7,64.83
2001,8,57.48
2001,9,49.83
2001,10,42.23
2001,11,6.54
2001,12,33.47
2002,1,32.06
2002,2,32.10
2002,3,27.92
2002,4,38.20
2002,5,54.59
2002,6,67.53
2002,7,66.81
2002,8,54.16
2002,9,44.14
2002,10,43.32
2002,11,34.84
2002,12,33.29
2003,1,24.75
2003,2,33.57
2003,3,35.06
2003,4,35.77
2003,5,43.63
2003,6,69.09
2003,7,61.58
2003,8,60.01
2003,9,45.73
2003,10,46.18
2003,11,41.35
2003,12,30.65
2004,1,27.16
2004,2,32.29
2004,3,33.75
2004,4,38.99
2004,5,42.63
2004,6,60.87
2004,7,71.48
2004,8,60.62
2004,9,50.19
2004,10,41.75
2004,11,37.67
2004,12,32.23
2005,1,27.24
2005,2,31.93
2005,3,34.58
2005,4,40.04
2005,5,60.91
2005,6,74.35
2005,7,68.22
2005,8,63.07
2005,9,49.87
2005,10,41.36
2005,11,37.74
2005,12,33.08
2006,1,32.40
2006,2,32.69
2006,3,35.64
2006,4,41.35
2006,5,45.04
2006,6,67.23
2006,7,67.78
2006,8,60.29
2006,9,49.11
2006,10,40.66
2006,11,36.58
2006,12,18.73
2007,1,32.91
2007,2,32.82
2007,3,34.70
2007,4,40.81
2007,5,54.72
2007,6,64.48
2007,7,67.79
2007,8,60.22
2007,9,57.53
2007,10,46.28
2007,11,40.93
2007,12,33.33
2008,1,32.15
2008,2,28.32
2008,3,33.16
2008,4,46.18
2008,5,62.14
2008,6,67.98
2008,7,67.08
2008,8,61.92
2008,9,57.84
2008,10,39.66
2008,11,36.86
2008,12,32.78
2009,1,32.87
2009,2,31.63
2009,3,37.41
2009,4,36.76
2009,5,59.66
2009,6,69.53
2009,7,67.41
2009,8,58.47
2009,9,55.65
2009,10,48.35
2009,11,42.70
2009,12,38.88
2010,1,30.85
2010,2,35.99
2010,3,36.55
2010,4,40.73
2010,5,55.24
2010,6,65.41
2010,7,70.71
2010,8,63.81
2010,9,47.82
2010,10,41.29
2010,11,37.61
2010,12,25.42
2011,1,33.37
2011,2,33.02
2011,3,34.93
2011,4,45.95
2011,5,54.27
2011,6,61.33
2011,7,67.13
2011,8,60.95
2011,9,52.58
2011,10,42.62
2011,11,37.42
2011,12,33.49
2012,1,32.76
2012,2,33.36
2012,3,34.04
2012,4,42.75
2012,5,61.71
2012,6,63.34
2012,7,62.01
2012,8,66.43
2012,9,54.50
2012,10,47.14
2012,11,39.54
2012,12,35.73
2013,1,33.01
2013,2,33.34
2013,3,34.21
2013,4,37.82
2013,5,53.75
2013,6,62.35
2013,7,68.48
2013,8,65.71
2013,9,59.08
2013,10,41.03
2013,11,42.97
2013,12,30.66
2014,1,18.39
2014,2,33.40
2014,3,35.86
2014,4,40.33
2014,5,58.17
2014,6,64.59
2014,7,68.09
2014,8,55.38
2014,9,46.53
2014,10,42.20
2014,11,44.81
2014,12,32.81
2015,1,32.89
2015,2,32.36
2015,3,35.42
2015,4,38.70
2015,5,50.02
2015,6,59.77
2015,7,64.88
2015,8,65.17
2015,9,56.69
2015,10,46.16
2015,11,37.31
2015,12,35.82
2016,1,33.09
2016,2,33.06
2016,3,33.68
2016,4,40.55
2016,5,40.01
2016,6,48.88
2016,7,51.97
2016,8,52.41
2016,9,43.02
2016,10,40.67
2016,11,33.76
2016,12,12.57
2017,1,18.71
2017,2,32.13
2017,3,33.10
2017,4,35.30
2017,5,44.78
2017,6,71.45
2017,7,62.52
2017,8,55.46
2017,9,48.33
2017,10,42.38
2017,11,37.96
2017,12,33.53
2018,1,23.93
2018,2,31.39
2018,3,39.33
2018,4,47.95
2018,5,47.28
2018,6,67.41
2018,7,72.21
2018,8,59.19
2018,9,48.80
2018,10,43.16
2018,11,37.11
2018,12,31.66
2019,1,34.72
2019,2,33.09
2019,3,34.17
2019,4,37.85
2019,5,50.89
2019,6,65.06
2019,7,66.28
2019,8,60.46
2019,9,57.33
2019,10,44.89
2019,11,40.97
2019,12,31.65
2020,1,28.19
2020,2,32.27
2020,3,33.42
2020,4,37.33
2020,5,47.39
2020,6,70.47
2020,7,71.72
2020,8,63.23
2020,9,53.26
2020,10,46.85
2020,11,35.70
2020,12,25.12
2021,1,33.42
2021,2,31.74
2021,3,33.64
2021,4,35.93
2021,5,46.46
2021,6,64.84
2021,7,62.11
2021,8,54.45
2021,9,50.30
2021,10,41.41
2021,11,34.97
2021,12,31.97
2022,1,31.71
2022,2,31.85
2022,3,35.40
2022,4,41.29
2022,5,51.84
2022,6,69.24
2022,7,70.67
2022,8,64.68
2022,9,56.60
2022,10,45.53
2022,11,37.50
2022,12,32.36
2023,1,32.37
2023,2,20.67
2023,3,43.89
2023,4,42.86
2023,5,51.40
2023,6,66.12
2023,7,76.51
2023,8,64.75
2023,9,56.63
2023,10,46.42
2023,11,42.24
2023,12,37.19
