Year,Month,SCA,CCA
2000,1,0,
2000,2,8.41,6.74
2000,3,2.18,4.36
2000,4,5.19,33.62
2000,5,10.93,53.42
2000,6,20.06,70.77
2000,7,27.99,30.05
2000,8,24.36,57.65
2000,9,25.32,61.15
2000,10,22.36,23.51
2000,11,18.59,26.86
2000,12,13.69,1.49
2001,1,8.32,2.32
2001,2,4.61,2.40
2001,3,4.16,11.16
2001,4,7.87,10.56
2001,5,19.15,57.78
2001,6,25.25,40.42
2001,7,25.07,69.89
2001,8,25.18,52.31
2001,9,23.39,35.66
2001,10,20.61,24.87
2001,11,16.41,13.62
2001,12,11.50,0.33
2002,1,6.18,0.74
2002,2,3.61,0.49
2002,3,3.82,28.94
2002,4,8.64,19.50
2002,5,14.56,52.70
2002,6,30.46,42.16
2002,7,28.75,28.54
2002,8,27.59,59.20
2002,9,25.23,32.05
2002,10,22.17,31.60
2002,11,19.38,4.25
2002,12,15.31,3.79
2003,1,11.80,4.63
2003,2,7.92,0.03
2003,3,5.88,1.93
2003,4,4.92,15.92
2003,5,9.98,28.72
2003,6,23.83,66.72
2003,7,26.58,20.77
2003,8,22.78,22.87
2003,9,21.54,16.60
2003,10,17.07,7.88
2003,11,14.08,7.91
2003,12,8.25,1.03
2004,1,4.79,1.92
2004,2,3.40,0.01
2004,3,3.82,9.64
2004,4,13.30,15.84
2004,5,15.70,27.29
2004,6,19.91,47.94
2004,7,24.66,48.49
2004,8,26.77,26.54
2004,9,21.14,23.98
2004,10,16.47,26.00
2004,11,14.85,20.08
2004,12,8.93,3.79
2005,1,5.34,0.49
2005,2,3.31,2.10
2005,3,4.07,7.75
2005,4,6.60,4.39
2005,5,22.91,50.21
2005,6,25.81,64.85
2005,7,25.77,38.81
2005,8,28.08,60.94
2005,9,25.06,18.09
2005,10,22.00,12.84
2005,11,19.32,2.06
2005,12,15.82,0.92
2006,1,10.88,0.50
2006,2,7.55,1.19
2006,3,5.80,0.21
2006,4,8.14,12.43
