Year,Month,SCA,CCA
2006,5,8.28,41.17
2006,6,24.31,53.50
2006,7,27.53,47.41
2006,8,27.81,50.43
2006,9,23.63,25.48
2006,10,20.92,34.03
2006,11,16.80,4.64
2006,12,12.50,0.74
2007,1,7.65,0.03
2007,2,5.98,1.80
2007,3,5.09,10.90
2007,4,5.73,18.19
2007,5,9.82,33.79
2007,6,29.19,34.78
2007,7,30.71,34.72
2007,8,30.59,26.88
2007,9,23.25,16.25
2007,10,18.06,10.74
2007,11,11.56,4.62
2007,12,6.04,1.44
2008,1,3.12,0.17
2008,2,2.55,0.25
2008,3,3.50,2.83
2008,4,7.26,3.85
2008,5,16.55,36.11
2008,6,26.08,14.22
2008,7,25.04,45.57
2008,8,27.28,25.58
2008,9,24.01,16.92
2008,10,19.81,5.09
2008,11,14.97,0.12
2008,12,8.70,0.10
2009,1,3.97,0.04
2009,2,2.62,0.33
2009,3,2.47,0.09
2009,4,2.49,1.71
2009,5,10.12,28.10
2009,6,19.66,38.90
2009,7,27.84,22.38
2009,8,26.00,53.33
2009,9,24.03,28.42
2009,10,21.10,32.74
2009,11,17.07,32.23
2009,12,12.35,1.59
2010,1,7.17,0.05
2010,2,3.61,0.11
2010,3,2.50,0.06
2010,4,2.79,7.31
2010,5,15.14,16.32
2010,6,22.84,33.34
2010,7,30.60,16.94
2010,8,26.64,23.07
2010,9,20.50,9.64
2010,10,15.04,19.59
2010,11,10.54,1.57
2010,12,5.14,0.83
2011,1,2.26,0.13
2011,2,2.02,2.77
2011,3,3.15,0.60
2011,4,10.64,10.03
2011,5,11.02,15.65
2011,6,21.62,28.51
2011,7,29.57,20.14
2011,8,29.48,52.51
2011,9,23.29,4.72
2011,10,17.06,14.41
2011,11,11.62,2.77
2011,12,4.58,0.21
2012,1,1.96,0.25
2012,2,1.83,1.87
2012,3,1.75,0.01
2012,4,4.25,16.46
2012,5,13.47,43.06
2012,6,22.28,47.28
2012,7,24.03,20.35
2012,8,23.68,32.04
2012,9,19.82,12.66
2012,10,18.73,34.26
2012,11,13.96,9.07
2012,12,11.53,16.65
2013,1,5.32,0.93
2013,2,2.46,1.48
2013,3,2.08,4.49
2013,4,2.32,6.94
2013,5,15.73,28.05
2013,6,24.29,20.34
2013,7,25.00,47.18
2013,8,24.75,16.59
2013,9,20.02,44.10
2013,10,16.14,11.48
2013,11,10.58,1.96
2013,12,4.51,0.67
2014,1,1.66,0.03
2014,2,1.61,0.06
2014,3,1.98,1.20
2014,4,4.15,3.10
2014,5,20.75,33.28
2014,6,28.66,37.87
2014,7,25.87,33.90
2014,8,23.94,23.04
2014,9,22.16,48.21
2014,10,17.74,10.00
2014,11,12.04,6.88
2014,12,7.90,1.36
2015,1,3.24,1.51
2015,2,2.12,0.50
2015,3,2.14,6.23
2015,4,2.08,0.32
2015,5,5.13,13.62
2015,6,13.52,21.64
2015,7,23.49,48.88
2015,8,26.31,46.18
2015,9,24.11,47.07
2015,10,22.37,46.89
2015,11,17.98,9.51
2015,12,12.66,2.05
2016,1,7.02,19.60
2016,2,3.57,0.23
2016,3,2.42,4.97
2016,4,10.32,58.06
2016,5,20.38,51.14
2016,6,23.07,21.86
2016,7,23.90,39.26
2016,8,22.04,14.01
2016,9,17.89,5.99
2016,10,15.88,24.51
2016,11,11.87,2.36
2016,12,7.76,1.58
2017,1,3.78,0.02
2017,2,2.34,0.95
2017,3,2.38,2.44
2017,4,7.53,6.16
2017,5,17.91,35.97
2017,6,24.08,37.16
2017,7,25.07,27.78
2017,8,26.07,31.01
2017,9,21.68,29.95
2017,10,19.17,14.09
2017,11,12.66,10.21
2017,12,5.87,0.40
2018,1,2.57,7.95
2018,2,1.70,0.12
2018,3,2.56,0.07
2018,4,2.33,7.44
2018,5,4.49,28.61
2018,6,25.05,30.21
2018,7,24.78,31.13
2018,8,23.03,21.35
2018,9,19.28,30.66
2018,10,18.88,29.47
2018,11,12.94,4.29
2018,12,7.44,1.39
2019,1,3.01,4.01
2019,2,1.73,0.35
2019,3,1.64,0.21
2019,4,2.18,1.61
2019,5,3.90,38.24
2019,6,24.38,54.40
2019,7,23.94,29.68
2019,8,19.46,32.34
2019,9,17.81,18.28
2019,10,12.19,21.16
2019,11,5.81,2.06
2019,12,2.07,0.88
2020,1,1.27,0.07
2020,2,1.22,0.04
2020,3,1.22,0.08
2020,4,2.61,9.45
2020,5,4.89,14.75
2020,6,19.53,56.43
2020,7,29.93,45.43
2020,8,25.54,9.48
2020,9,22.55,9.29
2020,10,17.65,1.12
2020,11,10.87,0.05
2020,12,4.86,0.07
2021,1,2.02,7.91
2021,2,4.61,7.31
2021,3,1.86,2.72
2021,4,2.59,7.54
2021,5,7.08,34.34
2021,6,17.33,37.23
2021,7,19.52,11.21
2021,8,18.27,29.54
2021,9,21.34,12.38
2021,10,14.03,0.65
2021,11,5.70,0.10
2021,12,1.94,2.00
2022,1,1.09,0.47
2022,2,1.18,0.20
2022,3,1.18,0.44
2022,4,3.05,15.52
2022,5,14.19,29.50
2022,6,23.09,41.88
2022,7,30.73,29.48
2022,8,26.15,14.17
2022,9,21.08,18.48
2022,10,15.08,10.15
2022,11,9.34,16.12
2022,12,3.00,0.08
2023,1,1.67,0.02
2023,2,1.20,0.01
2023,3,1.11,0.01
2023,4,1.36,13.81
2023,5,14.17,29.29
2023,6,17.61,46.10
2023,7,23.43,45.95
2023,8,23.28,32.97
2023,9,24.39,54.07
2023,10,21.81,30.78
2023,11,18.97,13.33
2023,12,13.86,0.44
2024,1,8.27,0.08
2024,2,4.12,0.52
2024,3,2.63,1.37
2024,4,5.91,30.67
