date,value
2000-02-01,2.9923083549961444
2000-03-01,8.534942354999114
2000-04-01,11.70003101867841
2000-05-01,23.435420386994036
2000-06-01,35.94525216599089
2000-07-01,39.0756035405041
2000-08-01,25.077410191646063
2000-09-01,16.877599234441323
2000-10-01,15.474585781938849
2000-11-01,13.153888454419953
2000-12-01,5.807157311758093
2001-01-01,6.4248782792825825
2001-02-01,6.3776954907206145
2001-03-01,11.775308898134673
2001-04-01,12.800504370749406
2001-05-01,24.946799970259935
2001-06-01,22.671111349424116
2001-07-01,42.085906414157876
2001-08-01,30.46594262202183
2001-09-01,21.069768549708634
2001-10-01,16.653190143610516
2001-11-01,8.05049897849882
2001-12-01,9.340117803107667
2002-01-01,9.209516190791906
2002-02-01,8.552741873148033
2002-03-01,12.038421120960754
2002-04-01,16.390437203247643
2002-05-01,32.96667453837253
2002-06-01,44.75479955536697
2002-07-01,50.281086573044874
2002-08-01,36.44154827190455
2002-09-01,21.457218810776062
2002-10-01,16.589315547810433
2002-11-01,17.062816932096524
2002-12-01,13.069664459896385
2003-01-01,12.682124239551184
2003-02-01,11.581571140815388
2003-03-01,11.894282502121234
2003-04-01,18.452220781851583
2003-05-01,20.916002702684228
2003-06-01,53.21063839376204
2003-07-01,54.201812874609665
2003-08-01,37.816182729211526
2003-09-01,22.959462800112608
2003-10-01,18.30250544294415
2003-11-01,17.703155691143987
2003-12-01,11.176650139802671
2004-01-01,14.396465533593641
2004-02-01,11.863575176164327
2004-03-01,12.586311418493331
2004-04-01,25.18509055069977
2004-05-01,25.90599627575512
2004-06-01,47.770634221311845
2004-07-01,61.94024676623648
2004-08-01,41.498347820707174
2004-09-01,25.2290644945582
2004-10-01,20.307805064032223
2004-11-01,15.849854250715696
2004-12-01,12.274547219354485
2005-01-01,10.571876907801036
2005-02-01,11.028981004806345
2005-03-01,13.163115323382218
2005-04-01,20.785688317744647
2005-05-01,39.492677531002364
2005-06-01,56.52998812693622
2005-07-01,79.14596023370078
2005-08-01,65.72265432767429
2005-09-01,57.003586424077554
2005-10-01,42.077142096505966
2005-11-01,26.867184622923897
2005-12-01,15.57282459045465
2006-01-01,11.489333830050063
2006-02-01,10.986063068483222
2006-03-01,13.559984691292964
2006-04-01,21.279472956159783
2006-05-01,27.969770529945052
2006-06-01,53.76002529314632
2006-07-01,72.73159516997836
2006-08-01,64.45198309610886
2006-09-01,50.43557139369356
2006-10-01,37.74784055815837
2006-11-01,24.916165141783278
2007-01-01,12.349478923088245
2007-02-01,10.235295371764014
2007-03-01,11.382735298495552
2007-04-01,19.472369884779503
2007-05-01,40.77055663908726
2007-06-01,57.22741031010323
2007-07-01,66.36246416560081
2007-08-01,61.32145483650039
2007-09-01,55.03779179429586
2007-10-01,43.322155637554744
2007-11-01,24.429626486986198
2007-12-01,13.60720199657672
2008-01-01,11.799816572556228
2008-02-01,10.129373704600058
2008-03-01,11.330740327824033
2008-04-01,23.410774237847455
2008-05-01,37.29621767543326
2008-06-01,58.527008602584225
2008-07-01,63.59307625767852
2008-08-01,67.58290872581023
2008-09-01,52.661762954901995
2008-10-01,36.55453582391425
2008-11-01,19.816717118846615
2008-12-01,13.251489756656698
2009-01-01,9.49753279848819
2009-02-01,9.29275481514463
2009-03-01,11.7584656436158
2009-04-01,15.70295364075572
2009-05-01,40.42636157872593
2009-06-01,63.33732665756072
2009-07-01,63.78973299176959
2009-08-01,59.03879913223688
2009-09-01,55.45086329375202
2009-10-01,45.0984789948144
2009-11-01,27.148760488215046
2009-12-01,14.938281980227679
2010-01-01,12.707079349547936
2010-02-01,12.722983601943268
2010-03-01,12.623222085391095
2010-04-01,19.27876554065123
2010-05-01,35.26241897207722
2010-06-01,53.81942050732064
2010-07-01,79.51489226160474
2010-08-01,64.48633678246188
2010-09-01,50.29647056672375
2010-10-01,41.90981228874287
2010-11-01,25.614889318337394
2010-12-01,14.401402553952789
2011-01-01,12.129910749224853
2011-02-01,11.33067773785854
2011-03-01,12.044564350845304
2011-04-01,18.269664970641376
2011-05-01,35.41627307662276
2011-06-01,54.951320973821275
2011-07-01,65.91730760381337
2011-08-01,47.68269181072066
2011-09-01,51.40367151570483
2011-10-01,38.47078315100061
2011-11-01,24.0191083678685
2011-12-01,14.32952909364315
2012-01-01,10.666487687965615
2012-02-01,9.163294608287526
2012-03-01,10.619368706759364
2012-04-01,16.589138325662265
2012-05-01,39.92966164655265
2012-06-01,66.28273638206953
2012-07-01,74.67861501539026
2012-08-01,64.78337402807017
2012-09-01,51.637710890383346
2012-10-01,42.34310684906385
2012-11-01,25.62091596799724
2012-12-01,9.715959600434802
2013-01-01,12.65424155042279
2013-02-01,10.54268155046297
2013-03-01,11.111411446928466
2013-04-01,13.995284789442707
2013-05-01,36.2382260070454
2013-06-01,54.93258234374128
2013-07-01,62.30161910265831
2013-08-01,64.0919410449274
2013-09-01,56.42888160607177
2013-10-01,41.04797833539641
2013-11-01,25.827256264704896
2013-12-01,12.022461718344333
2014-01-01,11.059830056453018
2014-02-01,10.439156966205296
2014-03-01,11.555333625468755
2014-04-01,18.673410362361523
2014-05-01,39.1023869786309
2014-06-01,72.73629556211455
2014-07-01,60.056691914444926
2014-08-01,54.01643496199815
2014-09-01,46.33753851279453
2014-10-01,36.90355678987625
2014-11-01,26.90307141552124
2014-12-01,13.201883017229694
2015-01-01,12.28518969499804
2015-02-01,10.729135856176054
2015-03-01,12.185906078351687
2015-04-01,18.101163883860956
2015-05-01,31.708980938311033
2015-06-01,59.386823270777214
2015-07-01,60.163949978691306
2015-08-01,56.60562213979897
2015-09-01,48.37750060412002
2015-10-01,39.25032689279887
2015-11-01,24.5271151866864
2015-12-01,11.784080566669799
2016-01-01,10.5028580113869
2016-02-01,9.640307191131214
2016-03-01,10.30550108822508
2016-04-01,17.322578128491426
2016-05-01,22.99135942963188
2016-06-01,30.345368003304333
2016-07-01,43.58047872064518
2016-08-01,54.83377428540051
2016-09-01,41.498952713198165
2016-10-01,27.669836844386605
2016-11-01,14.944975209587467
2016-12-01,7.951631989480281
2017-01-01,8.834268192435152
2017-02-01,8.85508271527606
2017-03-01,10.863271973751967
2017-04-01,13.519505507112592
2017-05-01,33.472700858877616
2017-06-01,70.3917100977753
2017-07-01,61.51237876584295
2017-08-01,47.846876977830846
2017-09-01,48.61067122722934
2017-10-01,34.73325605690253
2017-11-01,26.360528899059624
2017-12-01,13.904631585764403
2018-01-01,10.65954619830947
2018-02-01,9.930739349385714
2018-03-01,14.856226794378108
2018-04-01,27.527173716281947
2018-05-01,35.29583862006261
2018-06-01,54.32126420891453
2018-07-01,75.8746477894352
2018-08-01,57.496236971115835
2018-09-01,36.466664727890134
2018-10-01,37.470098471614875
2018-11-01,23.39685336691953
2018-12-01,11.913341559570439
2019-01-01,10.64360385406294
2019-02-01,10.041016798174121
2019-03-01,11.228106502308817
2019-04-01,16.634157518958794
2019-05-01,36.266774095834315
2019-06-01,60.47223198743013
2019-07-01,60.741065642226175
2019-08-01,52.39343208081018
2019-09-01,45.630544481079305
2019-10-01,37.52202111573056
2019-11-01,16.24324581817661
2019-12-01,11.393390052374928
2020-01-01,10.684243377261748
2020-02-01,10.32869144235643
2020-03-01,10.461543935062426
2020-04-01,17.57993723896967
2020-05-01,34.97073357099851
2020-06-01,62.06195562619735
2020-07-01,72.72007579726768
2020-08-01,65.02690905195037
2020-09-01,52.60952876009752
2020-10-01,42.26258897575191
2020-11-01,24.457385269811084
2020-12-01,12.026395174634715
2021-01-01,10.403421912806587
2021-02-01,9.933022214072995
2021-03-01,9.932214045952788
2021-04-01,15.03751965090662
2021-05-01,30.87431958028785
2021-06-01,54.59218171734042
2021-07-01,54.69063948708307
2021-08-01,52.455066548426196
2021-09-01,40.454799500354845
2021-10-01,25.17966135355112
2021-11-01,16.3118674112314
2021-12-01,11.319420233740324
2022-01-01,9.552248621118961
2022-02-01,8.869280861017328
2022-03-01,11.662501191031053
2022-04-01,18.712435599536764
2022-05-01,37.021592892896244
2022-06-01,57.389124213191764
2022-07-01,70.87480773482245
2022-08-01,59.8073217206028
2022-09-01,44.73370037807744
2022-10-01,36.09961730831437
2022-11-01,18.924264488471735
2022-12-01,10.69819926887144
2023-01-01,9.068787291511752
2023-02-01,9.16560829882436
2023-03-01,12.193249666147157
2023-04-01,14.974980750126637
2023-05-01,29.35336157393748
2023-06-01,71.55354155390404
2023-07-01,74.42594084156963
2023-08-01,49.912028688926675
