Year,Elevation,SCA,CCA
2000-02-01,100,0.0,0.4705130342949253
2000-02-01,200,0.0,0.33565307958149887
2000-02-01,300,0.0,0.3641044715399903
2000-02-01,400,0.0,0.3785779798983449
2000-02-01,500,0.0,0.2825475982383081
2000-02-01,600,0.0,0.26328377247179807
2000-02-01,700,0.0,0.3160280564274529
2000-02-01,800,0.0,0.3499364693533682
2000-02-01,900,0.0,0.1631552235698299
2000-02-01,1000,0.0,0.3424269465573164
2000-02-01,1100,0.0,0.2623849777481263
2000-02-01,1200,0.0,0.12204958397011363
2000-02-01,1300,0.0,0.22953824147333587
2000-02-01,1400,0.0,0.08482615199387061
2000-02-01,1500,0.0,0.17294950879597878
2000-02-01,1600,0.0,0.039609124367730106
2000-02-01,1700,0.0,0.060579098317983394
2000-02-01,1800,0.0,0.0
2000-02-01,1900,0.0,0.006484411474814538
2000-02-01,2000,0.0,0.6580388034861819
2000-02-01,2100,0.0,0.31350419311858263
2000-02-01,2200,0.0,1.1861399084710917
2000-02-01,2300,0.0,0.27739778081775307
2000-02-01,2400,0.0,0.8231099926601655
2000-02-01,2500,0.0,0.04510147832623398
2000-02-01,2600,0.0,0.38243229484829944
2000-02-01,2700,0.0,0.04115431621480057
2000-02-01,2800,0.0,0.0
2000-02-01,2900,0.0,0.4017719171731738
2000-02-01,3000,0.0,0.5643168326921605
2000-02-01,3100,0.0,0.577569909896638
2000-02-01,3200,0.0,0.7208107336568651
2000-02-01,3300,0.0,0.0
2000-02-01,3400,0.0,0.9281315361375784
2000-02-01,3500,0.0,3.4918447048012866
2000-02-01,3600,0.0,2.3626497852136565
2000-02-01,3700,0.0,0.0
2000-03-01,100,0.0,11.483201918419546
2000-03-01,200,0.0,7.743837467108568
2000-03-01,300,0.0,4.60710631199541
2000-03-01,400,0.0,3.237833310522914
2000-03-01,500,0.0,3.732991976216768
2000-03-01,600,0.0,2.679437135124445
2000-03-01,700,0.0,2.605512658363159
2000-03-01,800,0.0,1.891699331179722
2000-03-01,900,0.0,1.714369083240232
2000-03-01,1000,0.0,1.5571432827758127
2000-03-01,1100,0.0,1.434472521639882
2000-03-01,1200,0.0,1.5189885579814766
2000-03-01,1300,0.0,1.5391903178662194
2000-03-01,1400,0.0,1.341032987438775
2000-03-01,1500,0.0,1.3936880086344747
2000-03-01,1600,0.0,1.3469538240723218
2000-03-01,1700,0.0,1.4569140255673427
2000-03-01,1800,0.0,1.5301925887668186
2000-03-01,1900,0.0,1.3755640799124798
2000-03-01,2000,0.0,1.358529055510284
2000-03-01,2100,0.0,1.5506025496539275
2000-03-01,2200,0.0,1.0649816587923444
2000-03-01,2300,0.0,0.9183571851622219
2000-03-01,2400,0.0,1.347275402877359
2000-03-01,2500,0.0,1.5399303605526202
2000-03-01,2600,0.0,1.2193773302719435
2000-03-01,2700,0.0,1.061841563193162
2000-03-01,2800,0.0,1.49310744033245
2000-03-01,2900,0.0,1.4379953321989454
2000-03-01,3000,0.0,1.294058837947462
2000-03-01,3100,0.0,1.0960049915382568
2000-03-01,3200,0.0,1.1026263202968876
2000-03-01,3300,0.0,1.4765938629880426
2000-03-01,3400,0.0,1.5444317116366286
2000-03-01,3500,0.0,1.1861287366883984
2000-03-01,3600,0.0,1.0852362649785217
2000-03-01,3700,0.0,4.951071761416589
2000-04-01,100,0.0,49.587092396773116
2000-04-01,200,0.0,44.35152399655879
2000-04-01,300,0.0,37.203887682232576
2000-04-01,400,0.0,34.29118407892008
2000-04-01,500,0.0,33.8704773622134
2000-04-01,600,0.0,33.398916597825774
2000-04-01,700,0.0,33.100080400022776
2000-04-01,800,0.0,32.12445720348946
2000-04-01,900,0.0,31.333005156887506
2000-04-01,1000,0.0,30.209204877865293
2000-04-01,1100,0.0,28.853980129720988
2000-04-01,1200,0.0,28.233702812373732
2000-04-01,1300,0.0,27.88978429806529
2000-04-01,1400,0.0,27.79360164859015
2000-04-01,1500,0.0,27.813602451687053
2000-04-01,1600,0.0,26.80189703018945
2000-04-01,1700,0.0,26.599609695658568
2000-04-01,1800,0.0,26.213532330420897
2000-04-01,1900,0.0,26.098638184150122
2000-04-01,2000,0.0,25.81522710374328
2000-04-01,2100,0.0,25.39092081046235
2000-04-01,2200,0.0,24.29290538255668
2000-04-01,2300,0.0,23.184157383883765
2000-04-01,2400,0.0,22.960592682582906
2000-04-01,2500,0.0,22.93980421465536
2000-04-01,2600,0.0,23.423753150913814
2000-04-01,2700,0.0,23.900551906472607
2000-04-01,2800,0.0,23.677983494802845
2000-04-01,2900,0.0,24.36847919915596
2000-04-01,3000,0.0,24.87588719461572
2000-04-01,3100,0.0,24.922049544572893
2000-04-01,3200,0.0,24.44690265486722
2000-04-01,3300,0.0,25.731143731629267
2000-04-01,3400,1.1594817569137812,26.448067507031965
2000-04-01,3500,4.054828087908722,26.175104499209166
2000-04-01,3600,1.6705855754013117,26.850242073175487
2000-04-01,3700,21.66216216216216,29.438490214352278
2000-05-01,100,0.0,27.097742419596855
2000-05-01,200,0.0,24.264912272664134
2000-05-01,300,0.0,24.28951681331579
2000-05-01,400,0.0,22.082541788043756
2000-05-01,500,0.0,23.688338991333584
2000-05-01,600,0.0,26.232723027091502
2000-05-01,700,0.0,27.535334044792357
2000-05-01,800,0.0,29.31588200823371
2000-05-01,900,0.0,28.74203875132021
2000-05-01,1000,0.0,29.138906137602525
2000-05-01,1100,0.0,28.53228968981223
2000-05-01,1200,0.0,28.339413559451973
2000-05-01,1300,0.0,28.37332606585999
2000-05-01,1400,0.0,28.017845562853694
2000-05-01,1500,0.0,29.182751479507935
2000-05-01,1600,0.0,28.05030731791859
2000-05-01,1700,0.01607239202248997,29.106210975869992
2000-05-01,1800,0.06535057055847185,28.029475700856345
2000-05-01,1900,0.235410074181667,29.745919840960344
2000-05-01,2000,0.26717178352968646,32.41606070067418
2000-05-01,2100,0.393965044282467,34.4972429328822
2000-05-01,2200,1.0730923694779102,34.818704676168984
2000-05-01,2300,1.3359824549975012,36.737755867538255
2000-05-01,2400,2.3016881618957754,38.11315521551036
2000-05-01,2500,4.065497369080429,40.57071960297758
2000-05-01,2600,5.680691305233145,42.24798181830122
2000-05-01,2700,9.21522460279849,41.92607027371035
2000-05-01,2800,12.276008444373792,43.93205252031456
2000-05-01,2900,13.69017204079529,44.97710332084924
2000-05-01,3000,15.345698198772002,48.357921433684425
2000-05-01,3100,17.568805087034427,48.585091326967294
2000-05-01,3200,20.390022837567805,51.87995542990798
2000-05-01,3300,22.380940407342205,51.76884018590766
2000-05-01,3400,28.80135951661633,52.760827029904114
2000-05-01,3500,28.740255762309516,51.36860254576626
2000-05-01,3600,28.023287361519337,49.832619809937796
2000-05-01,3700,45.7972972972973,49.77114210985178
2000-06-01,100,0.028236340392418437,38.58357750303732
2000-06-01,200,0.0,43.38743820209516
2000-06-01,300,0.0,43.59539777925745
2000-06-01,400,0.0,42.10657234575717
2000-06-01,500,0.0,40.690924202697374
2000-06-01,600,0.0,40.57183224600613
2000-06-01,700,0.0,38.72776803454401
2000-06-01,800,0.0,38.10497156904908
2000-06-01,900,0.0,36.957812075257785
2000-06-01,1000,0.0,36.86425441372396
2000-06-01,1100,0.0011715794355265175,36.41829234290442
2000-06-01,1200,0.049940567159110154,36.93447944827631
2000-06-01,1300,0.27252246211613235,37.125015875854
2000-06-01,1400,0.9954850596519389,38.87389458643428
2000-06-01,1500,2.769476810600865,41.130628719388085
2000-06-01,1600,4.423940640437712,43.79728844439814
2000-06-01,1700,6.202797997103556,46.88002994698871
2000-06-01,1800,8.557689801045132,50.154618533948074
2000-06-01,1900,11.286961145406442,51.58704426938581
2000-06-01,2000,15.501043810858542,52.94967809749049
2000-06-01,2100,19.436758366643105,52.70923605746074
2000-06-01,2200,25.251723171756755,53.205513082229096
2000-06-01,2300,29.48509326211103,51.85081784651842
2000-06-01,2400,31.247792806962376,53.33108644527331
2000-06-01,2500,33.30716612377846,51.368794072377064
2000-06-01,2600,36.604739360619,53.39380254239748
2000-06-01,2700,40.41416207317983,55.16522299938357
2000-06-01,2800,48.38689760061737,56.40162336925316
2000-06-01,2900,54.67853095704131,58.55310600597507
2000-06-01,3000,62.03712007337397,62.27921399636767
2000-06-01,3100,67.18833321057663,63.4543012166934
2000-06-01,3200,73.6537967456465,63.81914991231996
2000-06-01,3300,69.73447322102082,56.11709292718843
2000-06-01,3400,87.95497327445966,53.483657581089616
2000-06-01,3500,87.07795390152386,51.74756325686719
2000-06-01,3600,92.34071896902556,52.49830431833599
2000-06-01,3700,100.0,53.01640926640926
2000-07-01,100,0.0,30.735627072795676
2000-07-01,200,0.0,25.45888368129527
2000-07-01,300,0.0,21.861262538793248
2000-07-01,400,0.0,16.583865173692047
2000-07-01,500,0.0,15.923917079384657
2000-07-01,600,0.0,16.083921287253677
2000-07-01,700,0.0,16.68420789212145
2000-07-01,800,0.008341850122917984,16.755425425148914
2000-07-01,900,0.007990213939930251,16.642505161973183
2000-07-01,1000,0.05997252085723588,16.67719968681788
2000-07-01,1100,0.12530204782322152,17.18989078818546
2000-07-01,1200,0.1256834776702325,17.813097866078
2000-07-01,1300,0.24213490679898061,19.093230819662345
